GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,CAMEOCodeDescription,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1281413242,20251229,202512,2025,2025.9836,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,172," Impose administrative sanctions, not specified below",172,17,4,-5.0,4,1,4,-6.13313388182498,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20251229174500,https://www.forbes.com/sites/arielcohen/2025/12/29/decline-top-five-2025-developments-in-russian-energy/
1281413243,20251229,202512,2025,2025.9836,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,172," Impose administrative sanctions, not specified below",172,17,4,-5.0,1,1,1,-6.13313388182498,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20251229174500,https://www.forbes.com/sites/arielcohen/2025/12/29/decline-top-five-2025-developments-in-russian-energy/
1281413244,20251229,202512,2025,2025.9836,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,172," Impose administrative sanctions, not specified below",172,17,4,-5.0,4,1,4,-6.13313388182498,4,"Akkuyu, Adiyaman, Turkey",TU,TU02,27469,37.7167,38.0,-734061,4,"Akkuyu, Adiyaman, Turkey",TU,TU02,27469,37.7167,38.0,-734061,4,"Akkuyu, Adiyaman, Turkey",TU,TU02,27469,37.7167,38.0,-734061,20251229174500,https://www.forbes.com/sites/arielcohen/2025/12/29/decline-top-five-2025-developments-in-russian-energy/
1281413245,20251229,202512,2025,2025.9836,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,172," Impose administrative sanctions, not specified below",172,17,4,-5.0,1,1,1,-6.13313388182498,1,Bangladesh,BG,BG,,24.0,90.0,BG,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,1,Bangladesh,BG,BG,,24.0,90.0,BG,20251229174500,https://www.forbes.com/sites/arielcohen/2025/12/29/decline-top-five-2025-developments-in-russian-energy/
1281465165,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINESE,CHN,,,,,,,,1,010," Make statement, not specified below",010,01,1,0.0,2,1,2,1.08695652173913,1,Russia,RS,RS,,60.0,100.0,RS,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,1,West Bank,WE,WE,,31.666667,35.25,WE,20251230013000,https://www.sdjewishworld.com/2025/12/29/satire-trumps-trust/
1281465166,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINESE,CHN,,,,,,,,1,010," Make statement, not specified below",010,01,1,0.0,2,1,2,1.08695652173913,1,Russia,RS,RS,,60.0,100.0,RS,1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,20251230013000,https://www.sdjewishworld.com/2025/12/29/satire-trumps-trust/
1281473342,20251230,202512,2025,2025.9863,CHN,CHINESE,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,057, Sign formal agreement,057,05,1,8.0,1,1,1,-3.62014690451206,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Tohoku, Sakhalinskaya Oblast', Russia",RS,RS64,25093,46.4333,141.883,-2939209,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20251230030000,https://www.hani.co.kr/arti/english_edition/e_international/1237159.html
1281473343,20251230,202512,2025,2025.9863,CHN,CHINESE,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,057, Sign formal agreement,057,05,1,8.0,1,1,1,-3.62014690451206,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20251230030000,https://www.hani.co.kr/arti/english_edition/e_international/1237159.html
1281473805,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINESE,CHN,,,,,,,,0,057, Sign formal agreement,057,05,1,8.0,1,1,1,-3.62014690451206,4,"Tohoku, Sakhalinskaya Oblast', Russia",RS,RS64,25093,46.4333,141.883,-2939209,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,20251230030000,https://www.hani.co.kr/arti/english_edition/e_international/1237159.html
1281473806,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINESE,CHN,,,,,,,,0,057, Sign formal agreement,057,05,1,8.0,1,1,1,-3.62014690451206,3,"San Francisco, California, United States",US,USCA,CA075,37.7749,-122.419,277593,3,"San Francisco, California, United States",US,USCA,,37.7749,-122.419,277593,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20251230030000,https://www.hani.co.kr/arti/english_edition/e_international/1237159.html
1281476132,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,0311, Express intent to cooperate economically,031,03,1,5.2,1,1,1,-4.54545454545455,4,"Beihai, Guangxi, China",CH,CH16,13053,21.4833,109.1,-1898501,4,"Beihai, Guangxi, China",CH,CH16,13053,21.4833,109.1,-1898501,4,"Beihai, Guangxi, China",CH,CH16,13053,21.4833,109.1,-1898501,20251230033000,https://slguardian.org/chinas-shadow-lng-fleet-keeps-russian-gas-flowing-despite-western-sanctions/
1281476133,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,0311, Express intent to cooperate economically,031,03,1,5.2,1,1,1,-4.54545454545455,4,"Beihai, Guangxi, China",CH,CH16,13053,21.4833,109.1,-1898501,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20251230033000,https://slguardian.org/chinas-shadow-lng-fleet-keeps-russian-gas-flowing-despite-western-sanctions/
1281474672,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,051, Praise or endorse,051,05,1,3.4,5,1,5,0.54945054945055,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,20251230031500,https://newsroompanama.com/2025/12/29/shamans-in-peru-predict-that-nicolas-maduro-will-leave-power-in-venezuela-in-2026/
1281474673,20251230,202512,2025,2025.9863,CHN,CHINESE,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,195, Employ aerial weapons,195,19,4,-10.0,1,1,1,0.18214936247723,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20251230031500,https://www.livemint.com/global/chinas-push-to-master-the-arctic-opens-an-alarming-shortcut-to-us-11767060978937.html
1281474674,20251230,202512,2025,2025.9863,CHN,CHINESE,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,195, Employ aerial weapons,195,19,4,-10.0,1,1,1,0.18214936247723,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20251230031500,https://www.livemint.com/global/chinas-push-to-master-the-arctic-opens-an-alarming-shortcut-to-us-11767060978937.html
1281475243,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,160," Reduce relations, not specified below",160,16,4,-4.0,4,1,4,-2.7972027972028,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20251230031500,https://www.webpronews.com/russias-alleged-pellet-weapon-targets-starlink-satellites-in-ukraine-war/
1281475244,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,160," Reduce relations, not specified below",160,16,4,-4.0,1,1,1,-2.7972027972028,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20251230031500,https://www.webpronews.com/russias-alleged-pellet-weapon-targets-starlink-satellites-in-ukraine-war/
1281482073,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINESE,CHN,,,,,,,,0,110," Disapprove, not specified below",110,11,3,-2.0,3,1,3,-6.88086437304525,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,1,China,CH,CH,,35.0,105.0,CH,1,Greece,GR,GR,,39.0,22.0,GR,20251230044500,https://www.lewrockwell.com/2025/12/no_author/european-russophobia-and-europes-rejection-of-peace-a-two-century-failure/
1281489153,20251230,202512,2025,2025.9863,CHNGOV,CHINA,CHN,,,,,GOV,,,RUS,RUSSIA,RUS,,,,,,,,1,050," Engage in diplomatic cooperation, not specified below",050,05,1,3.5,2,1,2,-7.58754863813227,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,28554,50.4333,30.5167,-1044367,20251230061500,https://www.geo.tv/latest/642195-grave-threat-to-peace-pm-shehbaz-condemns-reported-attack-on-putins-residence
1281489154,20251230,202512,2025,2025.9863,CHNGOV,CHINA,CHN,,,,,GOV,,,RUSGOV,VLADIMIR PUTIN,RUS,,,,,GOV,,,1,111, Criticize or denounce ,111,11,3,-2.0,1,1,1,-7.58754863813227,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20251230061500,https://www.geo.tv/latest/642195-grave-threat-to-peace-pm-shehbaz-condemns-reported-attack-on-putins-residence
1281489620,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,180," Use unconventional violence, not specified below",180,18,4,-9.0,2,1,2,-3.1841255191509,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,20251230061500,https://www.firstpost.com/opinion/volatile-transactional-world-order-indian-diplomacy-2025-13963914.html
1281489621,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,180," Use unconventional violence, not specified below",180,18,4,-9.0,6,1,6,-3.1841255191509,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"New Delhi, Delhi, India",IN,IN07,17911,28.6,77.2,-2106102,20251230061500,https://www.firstpost.com/opinion/volatile-transactional-world-order-indian-diplomacy-2025-13963914.html
1281489622,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,180," Use unconventional violence, not specified below",180,18,4,-9.0,2,1,2,-3.1841255191509,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Islamabad, Islamabad, Pakistan",PK,PK08,23674,33.7,73.1667,-2762812,20251230061500,https://www.firstpost.com/opinion/volatile-transactional-world-order-indian-diplomacy-2025-13963914.html
1281493274,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,020," Appeal, not specified below",020,02,1,3.0,2,1,2,-1.97585071350164,1,China,CH,CH,,35.0,105.0,CH,1,Russia,RS,RS,,60.0,100.0,RS,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20251230070000,https://countercurrents.org/2025/12/diplomatic-talks-on-peace-ceasefires-just-illusions-rhetoric/
1281493275,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,020," Appeal, not specified below",020,02,1,3.0,6,1,6,-1.97585071350164,1,China,CH,CH,,35.0,105.0,CH,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,20251230070000,https://countercurrents.org/2025/12/diplomatic-talks-on-peace-ceasefires-just-illusions-rhetoric/
1281493276,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,020," Appeal, not specified below",020,02,1,3.0,2,1,2,-1.97585071350164,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20251230070000,https://countercurrents.org/2025/12/diplomatic-talks-on-peace-ceasefires-just-illusions-rhetoric/
1281493277,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,163, Halt negotiations,163,16,4,-8.0,4,1,4,-1.03359173126615,4,"Kunpeng, Guangdong, China",CH,CH30,13034,21.9516,112.792,11288883,4,"Portovaya, Irkutskaya Oblast', Russia",RS,RS20,25066,56.1092,101.588,11286153,4,"Portovaya, Irkutskaya Oblast', Russia",RS,RS20,25066,56.1092,101.588,11286153,20251230070000,https://www.bloomberg.com/graphics/2025-china-russia-lng-shadow-fleet/
1281505181,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,043, Host a visit,043,04,1,2.8,1,1,1,3.34029227557411,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,20251230090000,https://astanatimes.com/2025/12/kazakhstan-ends-2025-stronger-at-home-and-more-visible-abroad/
1281505182,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,043, Host a visit,043,04,1,2.8,1,1,1,3.34029227557411,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,20251230090000,https://astanatimes.com/2025/12/kazakhstan-ends-2025-stronger-at-home-and-more-visible-abroad/
1281505585,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,042, Make a visit,042,04,1,1.9,1,1,1,3.34029227557411,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Munich, Bayern, Germany",GM,GM02,16532,48.15,11.5833,-1829149,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20251230090000,https://astanatimes.com/2025/12/kazakhstan-ends-2025-stronger-at-home-and-more-visible-abroad/
1281505586,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,042, Make a visit,042,04,1,1.9,1,1,1,3.34029227557411,4,"Astana, Gorod Astana, Kazakhstan",KZ,KZ05,37174,51.1811,71.4278,-2334218,4,"Kyzylzhar, Kazakhstan (general), Kazakhstan",KZ,KZ00,37177,50.4333,62.0167,-2340761,4,"Astana, Gorod Astana, Kazakhstan",KZ,KZ05,37174,51.1811,71.4278,-2334218,20251230090000,https://astanatimes.com/2025/12/kazakhstan-ends-2025-stronger-at-home-and-more-visible-abroad/
1281503423,20251230,202512,2025,2025.9863,CHN,CHINESE,CHN,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,0,195, Employ aerial weapons,195,19,4,-10.0,1,1,1,0.1837109614207,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,France,FR,FR,,46.0,2.0,FR,20251230084500,https://www.hindustantimes.com/world-news/chinas-push-to-master-the-arctic-opens-an-alarming-shortcut-to-us-101767071553319.html
1281514291,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,010," Make statement, not specified below",010,01,1,0.0,8,1,8,-4.6692607003891,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,20251230103000,https://www.newsweek.com/russia-ukraine-live-updates-drone-strike-putin-home-trump-peace-plan-11282847
1281514292,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,010," Make statement, not specified below",010,01,1,0.0,2,1,2,-4.6692607003891,1,Ukraine,UP,UP,,49.0,32.0,UP,1,Russia,RS,RS,,60.0,100.0,RS,1,Russia,RS,RS,,60.0,100.0,RS,20251230103000,https://www.newsweek.com/russia-ukraine-live-updates-drone-strike-putin-home-trump-peace-plan-11282847
1281532073,20251230,202512,2025,2025.9863,RUS,RUSSIAN,RUS,,,,,,,,CHN,BEIJING,CHN,,,,,,,,1,051, Praise or endorse,051,05,1,3.4,2,1,2,-4.07239819004525,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,20251230130000,https://www.naturalnews.com/2025-12-30-lavrov-russia-will-back-china-on-taiwan.html
1281533357,20251230,202512,2025,2025.9863,CHNGOV,CHINESE,CHN,,,,,GOV,,,RUS,RUSSIA,RUS,,,,,,,,0,042, Make a visit,042,04,1,1.9,8,1,8,-2.81329923273657,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,1,Russia,RS,RS,,60.0,100.0,RS,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20251230131500,https://www.spacewar.com/afp/251230083235.p5r08vg8.html
1281533358,20251230,202512,2025,2025.9863,CHNGOV,CHINA,CHN,,,,,GOV,,,RUS,RUSSIA,RUS,,,,,,,,0,042, Make a visit,042,04,1,1.9,2,1,2,-2.81329923273657,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,13277,25.0478,121.532,-2637882,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20251230131500,https://www.spacewar.com/afp/251230083235.p5r08vg8.html
1281533919,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,043, Host a visit,043,04,1,2.8,2,1,2,-2.81329923273657,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,13277,25.0478,121.532,-2637882,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20251230131500,https://www.spacewar.com/afp/251230083235.p5r08vg8.html
1281533920,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHNGOV,CHINESE,CHN,,,,,GOV,,,0,043, Host a visit,043,04,1,2.8,8,1,8,-2.81329923273657,1,Russia,RS,RS,,60.0,100.0,RS,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20251230131500,https://www.spacewar.com/afp/251230083235.p5r08vg8.html
1281535999,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,061, Cooperate economically,061,06,2,6.4,20,1,10,0.0,1,Russia,RS,RS,,60.0,100.0,RS,1,China,CH,CH,,35.0,105.0,CH,1,China,CH,CH,,35.0,105.0,CH,20251230133000,https://www.intrafish.com/fisheries/russia-raises-its-value-of-2025-seafood-export-to-china-amid-high-pollock-prices/2-1-1921762
1281550202,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,051, Praise or endorse,051,05,1,3.4,2,1,2,0.91743119266055,4,"Republic Of China, Taiwan (general), Taiwan",TW,TW00,13277,24.0,121.0,-2637939,4,"Lin Jian, Shanghai, China",CH,CH23,13243,30.9348,121.026,10861193,4,"Lin Jian, Shanghai, China",CH,CH23,13243,30.9348,121.026,10861193,20251230153000,https://www.globalsecurity.org/wmd/library/news/china/2025/12/china-251229-prc-mofab01.htm
1281550203,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,051, Praise or endorse,051,05,1,3.4,2,1,2,0.91743119266055,4,"Lin Jian, Shanghai, China",CH,CH23,13243,30.9348,121.026,10861193,4,"Lin Jian, Shanghai, China",CH,CH23,13243,30.9348,121.026,10861193,4,"Lin Jian, Shanghai, China",CH,CH23,13243,30.9348,121.026,10861193,20251230153000,https://www.globalsecurity.org/wmd/library/news/china/2025/12/china-251229-prc-mofab01.htm
1281550204,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,051, Praise or endorse,051,05,1,3.4,6,1,6,0.91743119266055,4,"Lin Jian, Shanghai, China",CH,CH23,13243,30.9348,121.026,10861193,1,Russia,RS,RS,,60.0,100.0,RS,4,"Lin Jian, Shanghai, China",CH,CH23,13243,30.9348,121.026,10861193,20251230153000,https://www.globalsecurity.org/wmd/library/news/china/2025/12/china-251229-prc-mofab01.htm
1281557986,20251230,202512,2025,2025.9863,CHNGOV,CHINA,CHN,,,,,GOV,,,RUS,RUSSIA,RUS,,,,,,,,0,042, Make a visit,042,04,1,1.9,2,1,2,0.0986193293885598,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20251230163000,http://www.singaporestar.com/news/278782728/india-and-russia-turn-2025-upheaval-into-a-new-power-script
1281558547,20251230,202512,2025,2025.9863,RUS,RUSSIA,RUS,,,,,,,,CHNGOV,CHINA,CHN,,,,,GOV,,,0,043, Host a visit,043,04,1,2.8,2,1,2,0.0986193293885598,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,4,"Shanghai, Shanghai, China",CH,CH23,13243,31.2222,121.458,-1924465,20251230163000,http://www.singaporestar.com/news/278782728/india-and-russia-turn-2025-upheaval-into-a-new-power-script
1281571917,20251230,202512,2025,2025.9863,CHNGOV,XI JINPING,CHN,,,,,GOV,,,RUSGOV,VLADIMIR PUTIN,RUS,,,,,GOV,,,1,050," Engage in diplomatic cooperation, not specified below",050,05,1,3.5,4,1,4,0.27855153203342,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20251230183000,https://www.smh.com.au/world/north-america/trump-has-just-sacked-30-ambassadors-the-consequences-for-australia-are-profound-20251229-p5nqjx.html
1281572436,20251230,202512,2025,2025.9863,RUSGOV,VLADIMIR PUTIN,RUS,,,,,GOV,,,CHNGOV,XI JINPING,CHN,,,,,GOV,,,1,050," Engage in diplomatic cooperation, not specified below",050,05,1,3.5,3,1,3,0.27855153203342,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,1,United States,US,US,,39.828175,-98.5795,US,20251230183000,https://www.smh.com.au/world/north-america/trump-has-just-sacked-30-ambassadors-the-consequences-for-australia-are-profound-20251229-p5nqjx.html
1281577051,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,010," Make statement, not specified below",010,01,1,0.0,1,1,1,-2.05278592375367,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20251230191500,https://www.thehindu.com/opinion/lead/a-multipolar-world-with-bipolar-characteristics/article70454051.ece
1281577052,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,010," Make statement, not specified below",010,01,1,0.0,5,1,5,-2.05278592375367,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20251230191500,https://www.thehindu.com/opinion/lead/a-multipolar-world-with-bipolar-characteristics/article70454051.ece
1281577053,20251230,202512,2025,2025.9863,CHN,CHINA,CHN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,010," Make statement, not specified below",010,01,1,0.0,1,1,1,-2.05278592375367,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Beijing, Beijing, China",CH,CH22,13001,39.9289,116.388,-1898541,20251230191500,https://www.thehindu.com/opinion/lead/a-multipolar-world-with-bipolar-characteristics/article70454051.ece
