Country,Year,Variable,Unit,Value
Cyprus,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.173002308
Cyprus,2012,Fossil Fuel Consumption,Exajoules,0.110493993
Cyprus,2012,Renewable Energy Consumption,Share of Total  Energy Consumption,0.017400118
Cyprus,2012,Energy Consumption per Capita,Gigajoules per capita,96.49127882
Cyprus,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.742225131
Cyprus,2017,Fossil Fuel Consumption,Exajoules,0.112716974
Cyprus,2017,Renewable Energy Consumption,Share of Total  Energy Consumption,0.020030596
Cyprus,2017,Energy Consumption per Capita,Gigajoules per capita,91.70310489
Cyprus,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.579217547
Cyprus,2024,Fossil Fuel Consumption,Exajoules,0.106466726
Cyprus,2024,Renewable Energy Consumption,Share of Total  Energy Consumption,0.055386959
Cyprus,2024,Energy Consumption per Capita,Gigajoules per capita,82.97934752
Cyprus,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.537574238
Czech Republic,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,168.0980592
Czech Republic,1990,Fossil Fuel Consumption,Exajoules,1.827363089
Czech Republic,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.002122881
Czech Republic,1990,Carbon Intensity,tonne CO2-eq per Megajoule,85.37951725
Czech Republic,1990,Energy Consumption per Capita,Gigajoules per capita,191.1120032
Czech Republic,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,7.98353457
Czech Republic,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.681630328
Czech Republic,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,128.8461035
Czech Republic,2008,Fossil Fuel Consumption,Exajoules,1.546954989
Czech Republic,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.015341537
Czech Republic,2008,Carbon Intensity,tonne CO2-eq per Megajoule,69.07832437
Czech Republic,2008,Energy Consumption per Capita,Gigajoules per capita,179.7229793
Czech Republic,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,5.261323454
Czech Republic,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.363443408
Czech Republic,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,116.6385513
Czech Republic,2012,Fossil Fuel Consumption,Exajoules,1.414157629
Czech Republic,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.03601172
Czech Republic,2012,Carbon Intensity,tonne CO2-eq per Megajoule,64.4357121
Czech Republic,2012,Energy Consumption per Capita,Gigajoules per capita,172.2752567
Czech Republic,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,5.167913906
Czech Republic,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.332998213
Czech Republic,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,110.9045546
Czech Republic,2017,Fossil Fuel Consumption,Exajoules,1.390757859
Czech Republic,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.04711279
Czech Republic,2017,Carbon Intensity,tonne CO2-eq per Megajoule,62.16747025
Czech Republic,2017,Energy Consumption per Capita,Gigajoules per capita,169.235038
Czech Republic,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,4.39414713
Czech Republic,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.273173011
Czech Republic,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,75.36221493
Czech Republic,2024,Fossil Fuel Consumption,Exajoules,1.006708995
Czech Republic,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.06923179
Czech Republic,2024,Carbon Intensity,tonne CO2-eq per Megajoule,52.71387418
Czech Republic,2024,Energy Consumption per Capita,Gigajoules per capita,133.1655599
Czech Republic,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.233374762
Czech Republic,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.17044371
Denmark,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,57.61177731
Denmark,1990,Fossil Fuel Consumption,Exajoules,0.717851527
Denmark,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.00635179
Denmark,1990,Carbon Intensity,tonne CO2-eq per Megajoule,79.74607357
Denmark,1990,Energy Consumption per Capita,Gigajoules per capita,140.5245646
Denmark,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,3.699801704
Denmark,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.295044659
Denmark,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,57.72288485
Denmark,2008,Fossil Fuel Consumption,Exajoules,0.73882468
Denmark,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.074596235
Denmark,2008,Carbon Intensity,tonne CO2-eq per Megajoule,72.2999329
Denmark,2008,Energy Consumption per Capita,Gigajoules per capita,145.3249341
Denmark,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,2.804361234
Denmark,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.202755129
Denmark,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,43.70871203
Denmark,2012,Fossil Fuel Consumption,Exajoules,0.57630071
Denmark,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.141287504
Denmark,2012,Carbon Intensity,tonne CO2-eq per Megajoule,65.12783365
Denmark,2012,Energy Consumption per Capita,Gigajoules per capita,120.0164393
Denmark,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,2.41063882
Denmark,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.156999684
Denmark,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,37.90344587
Denmark,2017,Fossil Fuel Consumption,Exajoules,0.500530906
Denmark,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.210651441
Denmark,2017,Carbon Intensity,tonne CO2-eq per Megajoule,59.77459304
Denmark,2017,Energy Consumption per Capita,Gigajoules per capita,109.9892141
Denmark,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,2.045062188
Denmark,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.12224276
Denmark,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,29.76367392
Denmark,2024,Fossil Fuel Consumption,Exajoules,0.403260965
Denmark,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.283994028
Denmark,2024,Carbon Intensity,tonne CO2-eq per Megajoule,52.84659476
Denmark,2024,Energy Consumption per Capita,Gigajoules per capita,94.22287217
Denmark,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,1.54223028
Denmark,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.081501619
Ecuador,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,22.23231431
Ecuador,1990,Fossil Fuel Consumption,Exajoules,0.238451482
Ecuador,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.070014925
Ecuador,1990,Carbon Intensity,tonne CO2-eq per Megajoule,86.7082917
Ecuador,1990,Energy Consumption per Capita,Gigajoules per capita,24.48076771
Ecuador,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,3.405389469
Ecuador,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.295275503
Ecuador,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,38.33624148
Ecuador,2008,Fossil Fuel Consumption,Exajoules,0.399159195
Ecuador,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.097124223
Ecuador,2008,Carbon Intensity,tonne CO2-eq per Megajoule,86.71443737
Ecuador,2008,Energy Consumption per Capita,Gigajoules per capita,30.33217403
Ecuador,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.265884531
Ecuador,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.28319934
Ecuador,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,44.3107598
Ecuador,2012,Fossil Fuel Consumption,Exajoules,0.501818033
Ecuador,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.086321414
Ecuador,2012,Carbon Intensity,tonne CO2-eq per Megajoule,80.67823504
Ecuador,2012,Energy Consumption per Capita,Gigajoules per capita,35.26980046
Ecuador,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.361984075
Ecuador,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.271238941
Ecuador,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,45.71649758
Ecuador,2017,Fossil Fuel Consumption,Exajoules,0.502754714
Ecuador,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.135151957
Ecuador,2017,Carbon Intensity,tonne CO2-eq per Megajoule,78.64237219
Ecuador,2017,Energy Consumption per Capita,Gigajoules per capita,34.68604599
Ecuador,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.022291485
Ecuador,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.237680172
Ecuador,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,58.39003028
Ecuador,2024,Fossil Fuel Consumption,Exajoules,0.610714027
Ecuador,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.126948757
Ecuador,2024,Carbon Intensity,tonne CO2-eq per Megajoule,83.4719447
Ecuador,2024,Energy Consumption per Capita,Gigajoules per capita,38.5717339
Ecuador,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.317632456
Ecuador,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.276929233
Egypt,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,113.1028972
Egypt,1990,Fossil Fuel Consumption,Exajoules,1.302813224
Egypt,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.026766489
Egypt,1990,Carbon Intensity,tonne CO2-eq per Megajoule,84.4906467
Egypt,1990,Energy Consumption per Capita,Gigajoules per capita,22.92331379
Egypt,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,3.796255593
Egypt,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.32074809
Egypt,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,209.0502959
Egypt,2008,Fossil Fuel Consumption,Exajoules,2.832481688
Egypt,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.019963576
Egypt,2008,Carbon Intensity,tonne CO2-eq per Megajoule,72.33123882
Egypt,2008,Energy Consumption per Capita,Gigajoules per capita,33.6596636
Egypt,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.510830964
Egypt,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.253942753
Egypt,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,244.9273367
Egypt,2012,Fossil Fuel Consumption,Exajoules,3.380896365
Egypt,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.016587206
Egypt,2012,Carbon Intensity,tonne CO2-eq per Megajoule,71.24284663
Egypt,2012,Energy Consumption per Capita,Gigajoules per capita,36.9030146
Egypt,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.690428302
Egypt,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.262916618
Egypt,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,270.4285105
Egypt,2017,Fossil Fuel Consumption,Exajoules,3.706181947
Egypt,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.015942766
Egypt,2017,Carbon Intensity,tonne CO2-eq per Megajoule,71.80358161
Egypt,2017,Energy Consumption per Capita,Gigajoules per capita,36.31985664
Egypt,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.343316453
Egypt,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.240062096
Egypt,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,270.568212
Egypt,2024,Fossil Fuel Consumption,Exajoules,3.805454917
Egypt,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.025400593
Egypt,2024,Carbon Intensity,tonne CO2-eq per Megajoule,69.29411054
Egypt,2024,Energy Consumption per Capita,Gigajoules per capita,33.50517766
Egypt,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.594164371
Egypt,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.179760313
Egypt,2024,Wind,Share of Generation Mix,0.025852726
Egypt,2024,Solar,Share of Generation Mix,0.025558932
Egypt,2024,Hydro,Share of Generation Mix,0.060543758
Egypt,2024,Other Renewables,Share of Generation Mix,0
Egypt,2024,Nuclear,Share of Generation Mix,0
Egypt,2024,Gas,Share of Generation Mix,0.812916736
Egypt,2024,Oil,Share of Generation Mix,0.075127849
Egypt,2024,Coal ,Share of Generation Mix,0
Egypt,2024,Other non-Renewable,Share of Generation Mix,0
Estonia,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,41.59997263
Estonia,1990,Fossil Fuel Consumption,Exajoules,0.459306024
Estonia,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0
Estonia,1990,Carbon Intensity,tonne CO2-eq per Megajoule,90.5713635
Estonia,1990,Energy Consumption per Capita,Gigajoules per capita,292.4951563
Estonia,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,21.49360191
Estonia,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,1.946704832
Estonia,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,22.16760417
Estonia,2008,Fossil Fuel Consumption,Exajoules,0.24204617
Estonia,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.00478689
Estonia,2008,Carbon Intensity,tonne CO2-eq per Megajoule,91.14579139
Estonia,2008,Energy Consumption per Capita,Gigajoules per capita,181.8974848
Estonia,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,6.260093651
Estonia,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.57058119
Estonia,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,23.31075907
Estonia,2012,Fossil Fuel Consumption,Exajoules,0.248190537
Estonia,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.049027455
Estonia,2012,Carbon Intensity,tonne CO2-eq per Megajoule,89.31804008
Estonia,2012,Energy Consumption per Capita,Gigajoules per capita,197.3256122
Estonia,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,6.890468728
Estonia,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.615443162
Estonia,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,24.89940533
Estonia,2017,Fossil Fuel Consumption,Exajoules,0.262387034
Estonia,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.053887784
Estonia,2017,Carbon Intensity,tonne CO2-eq per Megajoule,89.78199867
Estonia,2017,Energy Consumption per Capita,Gigajoules per capita,210.5105206
Estonia,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,6.291287025
Estonia,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.564844323
Estonia,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,14.7447034
Estonia,2024,Fossil Fuel Consumption,Exajoules,0.163476687
Estonia,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.12736367
Estonia,2024,Carbon Intensity,tonne CO2-eq per Megajoule,78.70702757
Estonia,2024,Energy Consumption per Capita,Gigajoules per capita,137.6921876
Estonia,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.93425831
Estonia,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.309653777
Finland,1990,Fossil Fuel Consumption,Exajoules,0.792550594
Finland,1990,Renewable Energy Consumption,Share of Total  Energy Consumption,0.086869692
Finland,1990,Energy Consumption per Capita,Gigajoules per capita,220.0951531
Finland,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,6.864216743
Finland,2008,Fossil Fuel Consumption,Exajoules,0.805278033
Finland,2008,Renewable Energy Consumption,Share of Total  Energy Consumption,0.145073487
Finland,2008,Energy Consumption per Capita,Gigajoules per capita,232.4090365
Finland,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.892505989
Finland,2012,Fossil Fuel Consumption,Exajoules,0.70021423
Finland,2012,Renewable Energy Consumption,Share of Total  Energy Consumption,0.168210512
Finland,2012,Energy Consumption per Capita,Gigajoules per capita,211.1750628
Finland,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,4.73697091
Finland,2017,Fossil Fuel Consumption,Exajoules,0.632565491
Finland,2017,Renewable Energy Consumption,Share of Total  Energy Consumption,0.196412257
Finland,2017,Energy Consumption per Capita,Gigajoules per capita,198.299604
Finland,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,4.313937673
Finland,2024,Fossil Fuel Consumption,Exajoules,0.432934601
Finland,2024,Renewable Energy Consumption,Share of Total  Energy Consumption,0.252592796
Finland,2024,Energy Consumption per Capita,Gigajoules per capita,187.8959667
Finland,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,4.094307501
France,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,379.6752451
France,1990,Fossil Fuel Consumption,Exajoules,5.735610604
France,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.022906442
France,1990,Carbon Intensity,tonne CO2-eq per Megajoule,40.49119329
France,1990,Energy Consumption per Capita,Gigajoules per capita,164.5323253
France,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,4.99680071
France,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.202326423
France,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,381.9201752
France,2008,Fossil Fuel Consumption,Exajoules,5.992729247
France,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.035070709
France,2008,Carbon Intensity,tonne CO2-eq per Megajoule,34.16485861
France,2008,Energy Consumption per Capita,Gigajoules per capita,178.0616312
France,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.16603363
France,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.14233195
France,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,348.6115799
France,2012,Fossil Fuel Consumption,Exajoules,5.447415799
France,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.042771731
France,2012,Carbon Intensity,tonne CO2-eq per Megajoule,33.07830641
France,2012,Energy Consumption per Capita,Gigajoules per capita,164.5212531
France,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.860204251
France,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.127689019
France,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,327.6603647
France,2017,Fossil Fuel Consumption,Exajoules,5.249628872
France,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.050363097
France,2017,Carbon Intensity,tonne CO2-eq per Megajoule,32.42798739
France,2017,Energy Consumption per Capita,Gigajoules per capita,154.7718581
France,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.489205134
France,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.1131479
France,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,262.148956
France,2024,Fossil Fuel Consumption,Exajoules,4.121006832
France,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.081702972
France,2024,Carbon Intensity,tonne CO2-eq per Megajoule,29.10403515
France,2024,Energy Consumption per Capita,Gigajoules per capita,135.3494388
France,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.897328061
France,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.084323938
France,2024,Wind,Share of Generation Mix,0.083990085
France,2024,Solar,Share of Generation Mix,0.041301966
France,2024,Hydro,Share of Generation Mix,0.126323738
France,2024,Other Renewables,Share of Generation Mix,0.017125103
France,2024,Nuclear,Share of Generation Mix,0.677780607
France,2024,Gas,Share of Generation Mix,0.032912624
France,2024,Oil,Share of Generation Mix,0.003404754
France,2024,Coal ,Share of Generation Mix,0.001324071
France,2024,Other non-Renewable,Share of Generation Mix,0.015837052
Germany,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,1027.651093
Germany,1990,Fossil Fuel Consumption,Exajoules,13.33392239
Germany,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.005195037
Germany,1990,Carbon Intensity,tonne CO2-eq per Megajoule,68.16525385
Germany,1990,Energy Consumption per Capita,Gigajoules per capita,189.1389367
Germany,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,5.258058351
Germany,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.358416882
Germany,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,828.5539055
Germany,2008,Fossil Fuel Consumption,Exajoules,11.61318207
Germany,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.047443097
Germany,2008,Carbon Intensity,tonne CO2-eq per Megajoule,59.62772673
Germany,2008,Energy Consumption per Capita,Gigajoules per capita,171.3144335
Germany,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.587934706
Germany,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.21394039
Germany,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,791.0226606
Germany,2012,Fossil Fuel Consumption,Exajoules,10.98923039
Germany,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.073569847
Germany,2012,Carbon Intensity,tonne CO2-eq per Megajoule,60.6934036
Germany,2012,Energy Consumption per Capita,Gigajoules per capita,161.0686183
Germany,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.275847707
Germany,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.198822347
Germany,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,792.4877949
Germany,2017,Fossil Fuel Consumption,Exajoules,11.24007463
Germany,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.094972052
Germany,2017,Carbon Intensity,tonne CO2-eq per Megajoule,59.40869456
Germany,2017,Energy Consumption per Capita,Gigajoules per capita,160.5168426
Germany,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.058373806
Germany,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.181693995
Germany,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,583.4334098
Germany,2024,Fossil Fuel Consumption,Exajoules,8.641772032
Germany,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.147436641
Germany,2024,Carbon Intensity,tonne CO2-eq per Megajoule,57.55925147
Germany,2024,Energy Consumption per Capita,Gigajoules per capita,119.8811856
Germany,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.270625199
Germany,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.130695487
Germany,2024,Wind,Share of Generation Mix,0.279232706
Germany,2024,Solar,Share of Generation Mix,0.149076671
Germany,2024,Hydro,Share of Generation Mix,0.044668305
Germany,2024,Other Renewables,Share of Generation Mix,0.098114082
Germany,2024,Nuclear,Share of Generation Mix,0
Germany,2024,Gas,Share of Generation Mix,0.157680236
Germany,2024,Oil,Share of Generation Mix,0.010004288
Germany,2024,Coal ,Share of Generation Mix,0.214007517
Germany,2024,Other non-Renewable,Share of Generation Mix,0.047216195
Greece,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,89.55777597
Greece,1990,Fossil Fuel Consumption,Exajoules,1.015472314
Greece,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.006239284
Greece,1990,Carbon Intensity,tonne CO2-eq per Megajoule,87.64295787
Greece,1990,Energy Consumption per Capita,Gigajoules per capita,99.61000488
Greece,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,4.241398642
Greece,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.371728722
Greece,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,116.9842847
Greece,2008,Fossil Fuel Consumption,Exajoules,1.420453951
Greece,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.017236995
Greece,2008,Carbon Intensity,tonne CO2-eq per Megajoule,80.93738536
Greece,2008,Energy Consumption per Capita,Gigajoules per capita,130.4851882
Greece,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.567145416
Greece,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.288715423
Greece,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,94.47040963
Greece,2012,Fossil Fuel Consumption,Exajoules,1.151837915
Greece,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.036163746
Greece,2012,Carbon Intensity,tonne CO2-eq per Megajoule,79.05105711
Greece,2012,Energy Consumption per Capita,Gigajoules per capita,108.1664899
Greece,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.947741648
Greece,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.312073151
Greece,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,79.97345317
Greece,2017,Fossil Fuel Consumption,Exajoules,1.020107552
Greece,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.054619759
Greece,2017,Carbon Intensity,tonne CO2-eq per Megajoule,74.11505256
Greece,2017,Energy Consumption per Capita,Gigajoules per capita,100.343262
Greece,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.576616065
Greece,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.265081088
Greece,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,64.60981327
Greece,2024,Fossil Fuel Consumption,Exajoules,0.901936565
Greece,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.107870048
Greece,2024,Carbon Intensity,tonne CO2-eq per Megajoule,63.90732039
Greece,2024,Energy Consumption per Capita,Gigajoules per capita,100.6181113
Greece,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.945708148
Greece,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.188252314
Hungary,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,75.88116433
Hungary,1990,Fossil Fuel Consumption,Exajoules,1.021366417
Hungary,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.000705004
Hungary,1990,Carbon Intensity,tonne CO2-eq per Megajoule,64.74582646
Hungary,1990,Energy Consumption per Capita,Gigajoules per capita,112.8941039
Hungary,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,6.204503595
Hungary,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.401715713
Hungary,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,56.4152992
Hungary,2008,Fossil Fuel Consumption,Exajoules,0.880831599
Hungary,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.027510602
Hungary,2008,Carbon Intensity,tonne CO2-eq per Megajoule,52.62753046
Hungary,2008,Energy Consumption per Capita,Gigajoules per capita,107.0190526
Hungary,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.25039895
Hungary,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.223688
Hungary,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,46.48555975
Hungary,2012,Fossil Fuel Consumption,Exajoules,0.719174922
Hungary,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.030518354
Hungary,2012,Carbon Intensity,tonne CO2-eq per Megajoule,50.5538975
Hungary,2012,Energy Consumption per Capita,Gigajoules per capita,92.72559276
Hungary,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.842714734
Hungary,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.194264207
Hungary,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,48.76537073
