Country,Year,Variable,Unit,Value
Slovenia,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,12.06417035
Slovenia,2024,Fossil Fuel Consumption,Exajoules,0.159582157
Slovenia,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.125706618
Slovenia,2024,Carbon Intensity,tonne CO2-eq per Megajoule,47.24694782
Slovenia,2024,Energy Consumption per Capita,Gigajoules per capita,120.5188714
Slovenia,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.932655802
Slovenia,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.138559036
South Africa,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,352.24782
South Africa,1990,Fossil Fuel Consumption,Exajoules,3.609749392
South Africa,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.000981229
South Africa,1990,Carbon Intensity,tonne CO2-eq per Megajoule,95.05936224
South Africa,1990,Energy Consumption per Capita,Gigajoules per capita,90.94222603
South Africa,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,9.168794343
South Africa,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.871579743
South Africa,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,513.3412979
South Africa,2008,Fossil Fuel Consumption,Exajoules,5.108164221
South Africa,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.002234156
South Africa,2008,Carbon Intensity,tonne CO2-eq per Megajoule,97.56035996
South Africa,2008,Energy Consumption per Capita,Gigajoules per capita,102.9408762
South Africa,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,7.847667067
South Africa,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.765621224
South Africa,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,499.8447781
South Africa,2012,Fossil Fuel Consumption,Exajoules,4.984841734
South Africa,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.002276649
South Africa,2012,Carbon Intensity,tonne CO2-eq per Megajoule,97.28388337
South Africa,2012,Energy Consumption per Capita,Gigajoules per capita,95.53285176
South Africa,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,7.149861351
South Africa,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.695566278
South Africa,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,508.8232325
South Africa,2017,Fossil Fuel Consumption,Exajoules,5.058444977
South Africa,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.010168811
South Africa,2017,Carbon Intensity,tonne CO2-eq per Megajoule,96.60891497
South Africa,2017,Energy Consumption per Capita,Gigajoules per capita,91.38232638
South Africa,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,6.834615282
South Africa,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.660284767
South Africa,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,479.2601732
South Africa,2024,Fossil Fuel Consumption,Exajoules,4.65096733
South Africa,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.017660156
South Africa,2024,Carbon Intensity,tonne CO2-eq per Megajoule,99.40679337
South Africa,2024,Energy Consumption per Capita,Gigajoules per capita,75.32281364
South Africa,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,6.040505174
South Africa,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.60046725
South Africa,2024,Wind,Share of Generation Mix,0.047069599
South Africa,2024,Solar,Share of Generation Mix,0.027987329
South Africa,2024,Hydro,Share of Generation Mix,0.004664555
South Africa,2024,Other Renewables,Share of Generation Mix,0.001994245
South Africa,2024,Nuclear,Share of Generation Mix,0.033075935
South Africa,2024,Gas,Share of Generation Mix,0
South Africa,2024,Oil,Share of Generation Mix,0.008056958
South Africa,2024,Coal ,Share of Generation Mix,0.857645057
South Africa,2024,Other non-Renewable,Share of Generation Mix,0.01950632
South Korea,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,270.069159
South Korea,1990,Fossil Fuel Consumption,Exajoules,3.293360181
South Korea,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.004338839
South Korea,1990,Carbon Intensity,tonne CO2-eq per Megajoule,69.47705806
South Korea,1990,Energy Consumption per Capita,Gigajoules per capita,88.18159028
South Korea,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,7.138348116
South Korea,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.495951427
South Korea,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,562.7845031
South Korea,2008,Fossil Fuel Consumption,Exajoules,8.619407773
South Korea,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.002737484
South Korea,2008,Carbon Intensity,tonne CO2-eq per Megajoule,54.6689819
South Korea,2008,Energy Consumption per Capita,Gigajoules per capita,212.8856302
South Korea,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,6.408727135
South Korea,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.350358588
South Korea,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,649.0930114
South Korea,2012,Fossil Fuel Consumption,Exajoules,10.15127611
South Korea,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.005071355
South Korea,2012,Carbon Intensity,tonne CO2-eq per Megajoule,54.76971525
South Korea,2012,Energy Consumption per Capita,Gigajoules per capita,238.9397755
South Korea,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,6.433203874
South Korea,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.352344744
South Korea,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,676.6696893
South Korea,2017,Fossil Fuel Consumption,Exajoules,10.90579283
South Korea,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.013720672
South Korea,2017,Carbon Intensity,tonne CO2-eq per Megajoule,53.28428453
South Korea,2017,Energy Consumption per Capita,Gigajoules per capita,246.6528594
South Korea,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,5.887242652
South Korea,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.313697513
South Korea,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,618.7267016
South Korea,2024,Fossil Fuel Consumption,Exajoules,10.6886375
South Korea,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.030369668
South Korea,2024,Carbon Intensity,tonne CO2-eq per Megajoule,47.06203731
South Korea,2024,Energy Consumption per Capita,Gigajoules per capita,254.2083759
South Korea,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,5.227236949
South Korea,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.24600442
South Korea,2024,Wind,Share of Generation Mix,0.005379392
South Korea,2024,Solar,Share of Generation Mix,0.052325725
South Korea,2024,Hydro,Share of Generation Mix,0.006874558
South Korea,2024,Other Renewables,Share of Generation Mix,0.032523673
South Korea,2024,Nuclear,Share of Generation Mix,0.301819377
South Korea,2024,Gas,Share of Generation Mix,0.281304632
South Korea,2024,Oil,Share of Generation Mix,0.010697195
South Korea,2024,Coal ,Share of Generation Mix,0.300907098
South Korea,2024,Other non-Renewable,Share of Generation Mix,0.00816835
Spain,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,230.7637787
Spain,1990,Fossil Fuel Consumption,Exajoules,3.016187936
Spain,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.026304266
Spain,1990,Carbon Intensity,tonne CO2-eq per Megajoule,62.27303256
Spain,1990,Energy Consumption per Capita,Gigajoules per capita,94.81078525
Spain,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,3.533055969
Spain,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.220014109
Spain,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,366.2735379
Spain,2008,Fossil Fuel Consumption,Exajoules,5.146677136
Spain,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.046565436
Spain,2008,Carbon Intensity,tonne CO2-eq per Megajoule,60.31376685
Spain,2008,Energy Consumption per Capita,Gigajoules per capita,131.3462631
Spain,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,3.449312852
Spain,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.208041051
Spain,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,312.0456833
Spain,2012,Fossil Fuel Consumption,Exajoules,4.364766598
Spain,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.089439593
Spain,2012,Carbon Intensity,tonne CO2-eq per Megajoule,56.42835823
Spain,2012,Energy Consumption per Capita,Gigajoules per capita,117.61254
Spain,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,3.37865402
Spain,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.190651899
Spain,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,306.6607332
Spain,2017,Fossil Fuel Consumption,Exajoules,4.309863687
Spain,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.087392726
Spain,2017,Carbon Intensity,tonne CO2-eq per Megajoule,56.60829373
Spain,2017,Energy Consumption per Capita,Gigajoules per capita,115.5835851
Spain,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.001427432
Spain,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.169905686
Spain,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,258.1346376
Spain,2024,Fossil Fuel Consumption,Exajoules,3.786777236
Spain,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.145030838
Spain,2024,Carbon Intensity,tonne CO2-eq per Megajoule,50.35800259
Spain,2024,Energy Consumption per Capita,Gigajoules per capita,106.9909021
Spain,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.543648209
Spain,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.128093043
Spain,2024,Wind,Share of Generation Mix,0.219187773
Spain,2024,Solar,Share of Generation Mix,0.19775978
Spain,2024,Hydro,Share of Generation Mix,0.120577319
Spain,2024,Other Renewables,Share of Generation Mix,0.020770791
Spain,2024,Nuclear,Share of Generation Mix,0.191247917
Spain,2024,Gas,Share of Generation Mix,0.180257791
Spain,2024,Oil,Share of Generation Mix,0.031727532
Spain,2024,Coal ,Share of Generation Mix,0.011944077
Spain,2024,Other non-Renewable,Share of Generation Mix,0.02652702
Sri Lanka,1990,Fossil Fuel Consumption,Exajoules,0.07411626
Sri Lanka,1990,Renewable Energy Consumption,Share of Total  Energy Consumption,0.132509428
Sri Lanka,1990,Energy Consumption per Capita,Gigajoules per capita,5.224752339
Sri Lanka,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,1.221422037
Sri Lanka,2008,Fossil Fuel Consumption,Exajoules,0.186836932
Sri Lanka,2008,Renewable Energy Consumption,Share of Total  Energy Consumption,0.074308776
Sri Lanka,2008,Energy Consumption per Capita,Gigajoules per capita,9.783864818
Sri Lanka,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,1.094799497
Sri Lanka,2012,Fossil Fuel Consumption,Exajoules,0.246230559
Sri Lanka,2012,Renewable Energy Consumption,Share of Total  Energy Consumption,0.049026641
Sri Lanka,2012,Energy Consumption per Capita,Gigajoules per capita,12.23105363
Sri Lanka,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,1.061642244
Sri Lanka,2017,Fossil Fuel Consumption,Exajoules,0.339174155
Sri Lanka,2017,Renewable Energy Consumption,Share of Total  Energy Consumption,0.048725452
Sri Lanka,2017,Energy Consumption per Capita,Gigajoules per capita,16.1424658
Sri Lanka,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,1.254792193
Sri Lanka,2024,Fossil Fuel Consumption,Exajoules,0.303358719
Sri Lanka,2024,Renewable Energy Consumption,Share of Total  Energy Consumption,0.112350875
Sri Lanka,2024,Energy Consumption per Capita,Gigajoules per capita,14.79231535
Sri Lanka,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,1.246485254
Sweden,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,57.86526527
Sweden,1990,Fossil Fuel Consumption,Exajoules,0.828367718
Sweden,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.152201291
Sweden,1990,Carbon Intensity,tonne CO2-eq per Megajoule,31.20338972
Sweden,1990,Energy Consumption per Capita,Gigajoules per capita,216.6781243
Sweden,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,6.461317936
Sweden,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.201615022
Sweden,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,56.55095687
Sweden,2008,Fossil Fuel Consumption,Exajoules,0.825004492
Sweden,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.201095527
Sweden,2008,Carbon Intensity,tonne CO2-eq per Megajoule,29.68432744
Sweden,2008,Energy Consumption per Capita,Gigajoules per capita,206.6267446
Sweden,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.428782334
Sweden,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.131465425
Sweden,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,48.88730997
Sweden,2012,Fossil Fuel Consumption,Exajoules,0.706790537
Sweden,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.247542317
Sweden,2012,Carbon Intensity,tonne CO2-eq per Megajoule,26.17495416
Sweden,2012,Energy Consumption per Capita,Gigajoules per capita,196.1989442
Sweden,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,4.165053535
Sweden,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.109020085
Sweden,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,46.45963198
Sweden,2017,Fossil Fuel Consumption,Exajoules,0.698265877
Sweden,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.248445633
Sweden,2017,Carbon Intensity,tonne CO2-eq per Megajoule,24.67717876
Sweden,2017,Energy Consumption per Capita,Gigajoules per capita,187.1865266
Sweden,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,3.736055503
Sweden,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.09219531
Sweden,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,40.31907218
Sweden,2024,Fossil Fuel Consumption,Exajoules,0.590994809
Sweden,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.313367959
Sweden,2024,Carbon Intensity,tonne CO2-eq per Megajoule,24.22054157
Sweden,2024,Energy Consumption per Capita,Gigajoules per capita,156.940182
Sweden,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,2.989859465
Sweden,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.072416015
Switzerland,1990,Fossil Fuel Consumption,Exajoules,0.631840896
Switzerland,1990,Renewable Energy Consumption,Share of Total  Energy Consumption,0.112059802
Switzerland,1990,Energy Consumption per Capita,Gigajoules per capita,148.9531926
Switzerland,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,2.719117196
Switzerland,2008,Fossil Fuel Consumption,Exajoules,0.658381569
Switzerland,2008,Renewable Energy Consumption,Share of Total  Energy Consumption,0.130474419
Switzerland,2008,Energy Consumption per Capita,Gigajoules per capita,144.2450564
Switzerland,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,2.23852316
Switzerland,2012,Fossil Fuel Consumption,Exajoules,0.628974599
Switzerland,2012,Renewable Energy Consumption,Share of Total  Energy Consumption,0.147759506
Switzerland,2012,Energy Consumption per Capita,Gigajoules per capita,133.2746443
Switzerland,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,2.081796428
Switzerland,2017,Fossil Fuel Consumption,Exajoules,0.58198577
Switzerland,2017,Renewable Energy Consumption,Share of Total  Energy Consumption,0.161003296
Switzerland,2017,Energy Consumption per Capita,Gigajoules per capita,113.6256923
Switzerland,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,1.711639825
Switzerland,2024,Fossil Fuel Consumption,Exajoules,0.513696935
Switzerland,2024,Renewable Energy Consumption,Share of Total  Energy Consumption,0.215198666
Switzerland,2024,Energy Consumption per Capita,Gigajoules per capita,109.1720162
Switzerland,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,1.536375631
Taiwan,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,129.5261726
Taiwan,1990,Fossil Fuel Consumption,Exajoules,1.697149642
Taiwan,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.012181974
Taiwan,1990,Carbon Intensity,tonne CO2-eq per Megajoule,62.24112318
Taiwan,1990,Energy Consumption per Capita,Gigajoules per capita,101.0462725
Taiwan,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,6.508000167
Taiwan,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.40506524
Taiwan,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,270.5931768
Taiwan,2008,Fossil Fuel Consumption,Exajoules,4.014394462
Taiwan,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.008476347
Taiwan,2008,Carbon Intensity,tonne CO2-eq per Megajoule,60.15983501
Taiwan,2008,Energy Consumption per Capita,Gigajoules per capita,194.8305325
Taiwan,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,5.287987157
Taiwan,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.318124435
Taiwan,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,274.9964011
Taiwan,2012,Fossil Fuel Consumption,Exajoules,4.127638817
Taiwan,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.010564687
Taiwan,2012,Carbon Intensity,tonne CO2-eq per Megajoule,59.55674868
Taiwan,2012,Energy Consumption per Capita,Gigajoules per capita,197.7808658
Taiwan,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,4.722539273
Taiwan,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.281259085
Taiwan,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,292.5424351
Taiwan,2017,Fossil Fuel Consumption,Exajoules,4.51420027
Taiwan,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.010865009
Taiwan,2017,Carbon Intensity,tonne CO2-eq per Megajoule,60.8027461
Taiwan,2017,Energy Consumption per Capita,Gigajoules per capita,203.5859386
Taiwan,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,4.267082347
Taiwan,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.259450325
Taiwan,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,268.2611785
Taiwan,2024,Fossil Fuel Consumption,Exajoules,4.106896758
Taiwan,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.029585826
Taiwan,2024,Carbon Intensity,tonne CO2-eq per Megajoule,61.40056909
Taiwan,2024,Energy Consumption per Capita,Gigajoules per capita,188.2071692
Taiwan,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.056764902
Taiwan,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.187687105
Taiwan,2024,Wind,Share of Generation Mix,0.035794765
Taiwan,2024,Solar,Share of Generation Mix,0.051643765
Taiwan,2024,Hydro,Share of Generation Mix,0.014575397
Taiwan,2024,Other Renewables,Share of Generation Mix,0.007183653
Taiwan,2024,Nuclear,Share of Generation Mix,0.042209991
Taiwan,2024,Gas,Share of Generation Mix,0.424470176
Taiwan,2024,Oil,Share of Generation Mix,0.014476382
Taiwan,2024,Coal ,Share of Generation Mix,0.392673952
Taiwan,2024,Other non-Renewable,Share of Generation Mix,0.016971918
Thailand,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,97.89303905
Thailand,1990,Fossil Fuel Consumption,Exajoules,1.221583456
Thailand,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.014472162
Thailand,1990,Carbon Intensity,tonne CO2-eq per Megajoule,78.97644125
Thailand,1990,Energy Consumption per Capita,Gigajoules per capita,22.64449895
Thailand,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,3.057597837
Thailand,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.241478196
Thailand,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,267.2319888
Thailand,2008,Fossil Fuel Consumption,Exajoules,3.766929686
Thailand,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.018006056
Thailand,2008,Carbon Intensity,tonne CO2-eq per Megajoule,69.66421317
Thailand,2008,Energy Consumption per Capita,Gigajoules per capita,56.72893532
Thailand,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,4.19423704
Thailand,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.292188223
Thailand,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,299.6621941
Thailand,2012,Fossil Fuel Consumption,Exajoules,4.472146451
Thailand,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.026854034
Thailand,2012,Carbon Intensity,tonne CO2-eq per Megajoule,65.20695529
Thailand,2012,Energy Consumption per Capita,Gigajoules per capita,66.18395644
Thailand,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,4.351687138
Thailand,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.283760269
Thailand,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,324.6799847
Thailand,2017,Fossil Fuel Consumption,Exajoules,4.875583231
Thailand,2017,Renewable Energy Consumption,Share of Total Energy Consumption,0.042217209
Thailand,2017,Carbon Intensity,tonne CO2-eq per Megajoule,63.78168208
Thailand,2017,Energy Consumption per Capita,Gigajoules per capita,71.53564013
Thailand,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,4.182756154
Thailand,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.266783223
Thailand,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,305.9538264
Thailand,2024,Fossil Fuel Consumption,Exajoules,4.72550571
Thailand,2024,Renewable Energy Consumption,Share of Total Energy Consumption,0.058580657
Thailand,2024,Carbon Intensity,tonne CO2-eq per Megajoule,60.95238657
Thailand,2024,Energy Consumption per Capita,Gigajoules per capita,70.03898157
Thailand,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,3.785800105
Thailand,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.230753551
Thailand,2024,Wind,Share of Generation Mix,0.016960504
Thailand,2024,Solar,Share of Generation Mix,0.027221946
Thailand,2024,Hydro,Share of Generation Mix,0.032149945
Thailand,2024,Other Renewables,Share of Generation Mix,0.072111698
Thailand,2024,Nuclear,Share of Generation Mix,0
Thailand,2024,Gas,Share of Generation Mix,0.683479509
Thailand,2024,Oil,Share of Generation Mix,0.001385163
Thailand,2024,Coal ,Share of Generation Mix,0.166691236
Thailand,2024,Other non-Renewable,Share of Generation Mix,0
Trinidad & Tobago,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,21.72424208
Trinidad & Tobago,1990,Fossil Fuel Consumption,Exajoules,0.250203576
Trinidad & Tobago,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.001349802
Trinidad & Tobago,1990,Carbon Intensity,tonne CO2-eq per Megajoule,86.70906638
Trinidad & Tobago,1990,Energy Consumption per Capita,Gigajoules per capita,200.0799866
Trinidad & Tobago,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,18.44265143
Trinidad & Tobago,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,1.599145087
Trinidad & Tobago,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.74212517
Trinidad & Tobago,2008,Fossil Fuel Consumption,Exajoules,0.784848072
Trinidad & Tobago,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.000294116
Trinidad & Tobago,2008,Carbon Intensity,tonne CO2-eq per Megajoule,42.97927516
Trinidad & Tobago,2008,Energy Consumption per Capita,Gigajoules per capita,572.179963
Trinidad & Tobago,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,20.60933906
Trinidad & Tobago,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.885774454
Trinidad & Tobago,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,33.54493943
Trinidad & Tobago,2012,Fossil Fuel Consumption,Exajoules,0.813251279
Trinidad & Tobago,2012,Renewable Energy Consumption,Share of Total Energy Consumption,2.75686E-05
Trinidad & Tobago,2012,Carbon Intensity,tonne CO2-eq per Megajoule,41.24680213
Trinidad & Tobago,2012,Energy Consumption per Capita,Gigajoules per capita,579.3335854
Trinidad & Tobago,2012,Economy-wide Energy Intensity,Megajoules per $ GDP,21.34324558
Trinidad & Tobago,2012,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.880340627
Trinidad & Tobago,2017,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,27.7200399
Trinidad & Tobago,2017,Fossil Fuel Consumption,Exajoules,0.745381176
Trinidad & Tobago,2017,Renewable Energy Consumption,Share of Total Energy Consumption,3.02091E-05
Trinidad & Tobago,2017,Carbon Intensity,tonne CO2-eq per Megajoule,37.18795565
Trinidad & Tobago,2017,Energy Consumption per Capita,Gigajoules per capita,515.7571569
Trinidad & Tobago,2017,Economy-wide Energy Intensity,Megajoules per $ GDP,20.82870402
Trinidad & Tobago,2017,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.774576922
Trinidad & Tobago,2024,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,20.84810719
Trinidad & Tobago,2024,Fossil Fuel Consumption,Exajoules,0.575239472
Trinidad & Tobago,2024,Renewable Energy Consumption,Share of Total Energy Consumption,4.4235E-05
Trinidad & Tobago,2024,Carbon Intensity,tonne CO2-eq per Megajoule,36.24088178
Trinidad & Tobago,2024,Energy Consumption per Capita,Gigajoules per capita,381.530552
Trinidad & Tobago,2024,Economy-wide Energy Intensity,Megajoules per $ GDP,16.64181858
Trinidad & Tobago,2024,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.60311418
Turkiye,1990,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,151.0731364
Turkiye,1990,Fossil Fuel Consumption,Exajoules,1.773473069
Turkiye,1990,Renewable Energy Consumption,Share of Total Energy Consumption,0.046359905
Turkiye,1990,Carbon Intensity,tonne CO2-eq per Megajoule,81.23574208
Turkiye,1990,Energy Consumption per Capita,Gigajoules per capita,33.19944964
Turkiye,1990,Economy-wide Energy Intensity,Megajoules per $ GDP,2.736585532
Turkiye,1990,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.222308556
Turkiye,2008,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,306.7221792
Turkiye,2008,Fossil Fuel Consumption,Exajoules,3.887074113
Turkiye,2008,Renewable Energy Consumption,Share of Total Energy Consumption,0.032567867
Turkiye,2008,Carbon Intensity,tonne CO2-eq per Megajoule,76.33836935
Turkiye,2008,Energy Consumption per Capita,Gigajoules per capita,56.14586555
Turkiye,2008,Economy-wide Energy Intensity,Megajoules per $ GDP,2.937540281
Turkiye,2008,Economic Carbon Intensity,kg CO2-eq per $ GDP,0.224247035
Turkiye,2012,Energy Related Greenhouse Gas Emissions,Million tonnes of carbon dioxide equivalent,351.3978459
Turkiye,2012,Fossil Fuel Consumption,Exajoules,4.468323469
Turkiye,2012,Renewable Energy Consumption,Share of Total Energy Consumption,0.057238477
Turkiye,2012,Carbon Intensity,tonne CO2-eq per Megajoule,74.14064333
Turkiye,2012,Energy Consumption per Capita,Gigajoules per capita,63.0290972
