Year,HS2,Value,TotalValue,Share,ShareSquared
2008,28,2622685.104,94311657.52,0.027808705444963958,0.000773324098524768
2008,29,2110777.281,94311657.52,0.022380873547391347,0.0005009035007443217
2008,30,1551.003,94311657.52,1.6445506746301113e-05,2.7045469214263543e-10
2008,31,4608837.705,94311657.52,0.048868165677425794,0.0023880976166763363
2008,32,17402.345999999998,94311657.52,0.00018451956478773165,3.40474697894539e-08
2008,33,12.738,94311657.52,1.350628367155857e-07,1.8241969861660964e-14
2008,34,186755.595,94311657.52,0.001980196297158663,3.921177375280881e-06
2008,35,34.365,94311657.52,3.6437701238272125e-07,1.327706071529578e-13
2008,37,152.55,94311657.52,1.6175094788006438e-06,2.61633691400993e-12
2008,38,59347.233,94311657.52,0.0006292672036584095,3.9597721360007417e-07
2008,39,1174971.433,94311657.52,0.012458390234005082,0.0001552114872227532
2008,40,918989.043,94311657.52,0.009744172323608209,9.49488942721722e-05
2008,41,9631.252,94311657.52,0.00010212154311843761,1.0428809568890913e-08
2008,42,798.324,94311657.52,8.464743606385086e-06,7.165188432183719e-11
2008,43,23909.579999999998,94311657.52,0.0002535166980278092,6.427071617892338e-08
2008,44,10710489.120000001,94311657.52,0.11356484873281657,0.012896974867707509
2008,47,2103593.556,94311657.52,0.022304703483277302,0.0004974997974769226
2008,48,284973.996,94311657.52,0.003021620057303813,9.1301877707007e-06
2008,49,39397.701,94311657.52,0.00041773946122880106,1.74506257467729e-07
2008,50,13155.673,94311657.52,0.00013949148330056834,1.9457873913392738e-08
2008,51,9120.144,94311657.52,9.670219185858288e-05,9.351313910254172e-09
2008,52,0.09,94311657.52,9.542828783484623e-10,9.10655811909026e-19
2008,53,277.29900000000004,94311657.52,2.9402409764794476e-06,8.645016999768816e-12
2008,54,7771.491,94311657.52,8.240223111710188e-05,6.790127693076274e-09
2008,55,3586.242,94311657.52,3.802543709126829e-05,1.4459338659820025e-09
2008,56,8.22,94311657.52,8.71578362224929e-08,7.596488414986896e-15
2008,58,13.167000000000002,94311657.52,1.3961158510238005e-07,1.9491394694799105e-14
2008,59,896.136,94311657.52,9.501858238574195e-06,9.02853099859603e-11
2008,61,589.975,94311657.52,6.25558934615149e-06,3.913239806768403e-11
2009, T,16669000.0,70551211.211,0.23626809113379263,0.05582261088800614
2009,01,672653.867,70551211.211,0.009534263912043555,9.090218834449606e-05
2009,03,2012385.174,70551211.211,0.02852375089609006,0.0008136043651821985
2009,04,43.326,70551211.211,6.14107103993203e-07,3.7712753517491866e-13
2009,05,4362.906,70551211.211,6.184027070707125e-05,3.824219081123855e-09
2009,06,14341.310000000001,70551211.211,0.00020327517775859213,4.1320797892787227e-08
2009,07,2338.185,70551211.211,3.314167056618075e-05,1.0983703279172513e-09
2009,08,36421.854,70551211.211,0.0005162470406223342,2.66511006951318e-07
2009,09,0.069,70551211.211,9.780129754773348e-10,9.5650938020203e-19
2009,10,481.32,70551211.211,6.822278338503634e-06,4.65434817280159e-11
2009,11,641.367,70551211.211,9.090800696274951e-06,8.264265729939314e-11
2009,12,2744.469,70551211.211,3.890038105500443e-05,1.5132396462245474e-09
2009,15,38.046,70551211.211,5.39267850217546e-07,2.908098142782537e-13
2009,16,32935.314,70551211.211,0.00046682847019449735,2.179288205841347e-07
2009,17,6.939,70551211.211,9.835408749039458e-08,9.67352652606819e-15
2009,18,63.717,70551211.211,9.031311993983962e-07,8.156459633267857e-13
2009,19,166.863,70551211.211,2.365133030827167e-06,5.5938542535097e-12
2009,20,159.873,70551211.211,2.2660560641809843e-06,5.135010086011413e-12
2009,21,241.81199999999998,70551211.211,3.42746773371196e-06,1.17475350656366e-11
2009,22,4319.904,70551211.211,6.123075601183248e-05,3.749205481780559e-09
2009,23,90078.387,70551211.211,0.001276780163711143,1.6301675864462534e-06
2009,24,0.30300000000000005,70551211.211,4.294752631443949e-09,1.844490016529472e-17
2009,25,875681.201,70551211.211,0.012411993868979362,0.00015405759180358127
2009,26,1986313.434,70551211.211,0.028154207417636846,0.0007926593953153176
2009,27,30066460.294,70551211.211,0.4261650477421171,0.18161664791704096
2009,28,1873454.2240000002,70551211.211,0.026554529565722046,0.0007051430404568063
2009,29,1554302.154,70551211.211,0.022030835861222762,0.0004853577287441389
2009,30,361.926,70551211.211,5.129975712501592e-06,2.6316650810856214e-11
2009,31,1722508.842,70551211.211,0.02441501446160055,0.0005960929311601641
2009,32,13248.341999999999,70551211.211,0.00018778333883422236,3.526258234372836e-08
2009,33,35.876999999999995,70551211.211,5.085242249449324e-07,2.5859688735584414e-13
2009,34,98726.964,70551211.211,0.0013993659684273002,1.958225113592476e-06
2009,35,0.28800000000000003,70551211.211,4.0821411150358325e-09,1.666387608306599e-17
2009,36,0.024,70551211.211,3.4017842625298597e-10,1.1572136168795822e-19
2009,37,74.814,70551211.211,1.0604211992371205e-06,1.1244931197914929e-12
2009,38,11190.171,70551211.211,0.00015861061501174178,2.515732719440297e-08
2009,39,1805761.2680000002,70551211.211,0.025595042764034855,0.0006551062140927729
2009,40,702721.944,70551211.211,0.009960451875139956,9.921060155697906e-05
2009,41,6547.496000000001,70551211.211,9.280487021573838e-05,8.612743935760044e-09
2009,42,1295.247,70551211.211,1.8358961919537556e-05,3.370514827630301e-10
2009,43,15344.301,70551211.211,0.0002174916735888383,4.730262808047378e-08
2009,44,8553195.659,70551211.211,0.1212338599463538,0.014697648797492129
2009,47,1322697.102,70551211.211,0.01874804244032272,0.00035148909534414184
2009,48,300512.691,70551211.211,0.004259497262226244,1.814331692691287e-05
2009,49,76791.828,70551211.211,0.001088455133255416,1.1847345771100652e-06
2009,50,5874.198,70551211.211,8.326147629743491e-05,6.932473435228315e-09
2009,51,4165.623,70551211.211,5.904396152096842e-05,3.4861893920895996e-09
2009,52,0.378,70551211.211,5.357810213484529e-09,2.870613028371914e-17
2009,53,440.043,70551211.211,6.23721396765178e-06,3.890283807827046e-11
2009,54,7700.085,70551211.211,0.00010914178322142598,1.191192884475274e-08
2009,55,52.31100000000001,70551211.211,7.414614023216647e-07,5.497650111328094e-13
2009,56,1902.057,70551211.211,2.695994820431149e-05,7.268388071791583e-10
2009,59,246.98399999999998,70551211.211,3.5007761845694785e-06,1.2255433894448835e-11
2009,60,0.063,70551211.211,8.929683689140882e-10,7.973925078810871e-19
2009,61,178.373,70551211.211,2.528276934417661e-06,6.392184257108365e-12
2010, T,19783043.493,91055763.063,0.21726294775337215,0.04720318846648452
2010,01,901926.148,91055763.063,0.009905206630095144,9.81131183848808e-05
2010,02,133.638,91055763.063,1.4676501025809653e-06,2.153996823605918e-12
2010,03,2676528.5749999997,91055763.063,0.029394389602206215,0.0008640301400862888
2010,05,8160.477000000001,91055763.063,8.962065360271485e-05,8.031861552177806e-09
2010,06,7147.4259999999995,91055763.063,7.849504259334812e-05,6.161471711731536e-09
2010,07,3270.5640000000003,91055763.063,3.591825371599105e-05,1.290120950006305e-09
2010,08,12045.006,91055763.063,0.00013228164363046695,1.7498433241577858e-08
2010,10,177.555,91055763.063,1.949958948530832e-06,3.802339900955467e-12
2010,11,659.784,91055763.063,7.245933456661126e-06,5.250355165836105e-11
2010,12,729.588,91055763.063,8.012540617502815e-06,6.420080714713239e-11
2010,14,1354.299,91055763.063,1.4873292523648203e-05,2.2121483049400952e-10
2010,15,51.581999999999994,91055763.063,5.664880317823623e-07,3.209086901526547e-13
2010,16,46935.395000000004,91055763.063,0.0005154577087836404,2.656966495444802e-07
2010,17,7.2749999999999995,91055763.063,7.989609614238855e-08,6.383386178793794e-15
2010,18,177.56799999999998,91055763.063,1.9501017181871683e-06,3.802896711276546e-12
2010,19,27.612000000000002,91055763.063,3.032427500596059e-07,9.195616546371262e-14
2010,20,272.499,91055763.063,2.9926606601656e-06,8.956017826902806e-12
2010,21,115.395,91055763.063,1.2673003456152477e-06,1.6060501659965263e-12
2010,22,5229.008,91055763.063,5.742643654945964e-05,3.2977956147691144e-09
2010,23,134496.351,91055763.063,0.0014770767546799226,2.1817557392157724e-06
2010,25,1220675.609,91055763.063,0.013405802861214115,0.00017971555035373657
2010,26,2903594.292,91055763.063,0.03188808917005122,0.0010168502309171378
2010,27,41085941.043,91055763.063,0.4512173602298331,0.20359710617277899
2010,28,2681080.931,91055763.063,0.029444384856178778,0.0008669717995587701
2010,29,2375860.79,91055763.063,0.026092371422511508,0.0006808118464502952
2010,30,847.197,91055763.063,9.304155733820365e-06,8.656731391918238e-11
2010,31,2388569.89,91055763.063,0.026231946333230855,0.0006881150084295037
2010,32,24999.495000000003,91055763.063,0.0002745514853651082,7.53785181161872e-08
2010,34,117439.572,91055763.063,0.001289754410368792,1.6634664390657505e-06
2010,35,4.431,91055763.063,4.866248824837439e-08,2.3680377625231757e-15
2010,36,542.988,91055763.063,5.963246935005262e-06,3.556031400784965e-11
2010,37,14.484,91055763.063,1.5906736172183586e-07,2.5302425565145373e-14
2010,38,10081.431999999999,91055763.063,0.00011071712169415153,1.225828103623756e-08
2010,39,2007836.492,91055763.063,0.022050625072581192,0.0004862300660915463
2010,40,986230.4519999999,91055763.063,0.010831060207772277,0.00011731186522438804
2010,41,9580.752,91055763.063,0.00010521851311455415,1.1070935502037604e-08
2010,42,207.84,91055763.063,2.2825573363895583e-06,5.210067993905795e-12
2010,43,15204.127,91055763.063,0.00016697599897636916,2.7880984234156436e-08
2010,44,9405213.985,91055763.063,0.10329070526258383,0.010668969793641962
2010,47,1832299.319,91055763.063,0.020122826467691694,0.0004049281450488334
2010,48,250842.611,91055763.063,0.0027548241051634052,7.589055850389356e-06
2010,49,92586.484,91055763.063,0.0010168108078556315,1.033904218972022e-06
2010,50,16212.153,91055763.063,0.00017804642402242103,3.170052910717174e-08
2010,51,17327.895,91055763.063,0.00019029981647631806,3.6214020150920336e-08
2010,52,0.10200000000000001,91055763.063,1.1201926881819427e-09,1.254831658656287e-18
2010,53,316.80899999999997,91055763.063,3.4792855426493432e-06,1.2105427887288735e-11
2010,54,28402.983,91055763.063,0.00031192954783486294,9.730004281246205e-08
2010,55,382.35699999999997,91055763.063,4.199152114462578e-06,1.7632878480395544e-11
2010,56,752.205,91055763.063,8.260926872685276e-06,6.824291279585373e-11
2010,57,23.955000000000002,91055763.063,2.630805475039063e-07,6.921137447495508e-14
2010,58,1.542,91055763.063,1.6934677697809368e-08,2.86783308728682e-16
2010,59,90.867,91055763.063,9.979269509512607e-07,9.958581994348799e-13
2010,61,108.741,91055763.063,1.194224246133261e-06,1.4261715500525555e-12
2011, T,34692361.997,167015462.698,0.20771946163889793,0.04314737474355359
2011,01,957081.5340000001,167015462.698,0.005730496557259552,3.2838590792763574e-05
2011,02,787.5179999999999,167015462.698,4.715240057886152e-06,2.22334888034942e-11
2011,03,2822145.926,167015462.698,0.01689751284348473,0.00028552594029573143
2011,04,56.928,167015462.698,3.408546674683535e-07,1.1618190433496185e-13
2011,05,16329.033000000001,167015462.698,9.77695881340425e-05,9.558892363900305e-09
2011,06,7876.917,167015462.698,4.716280081349812e-05,2.224329780573699e-09
2011,07,4625.6630000000005,167015462.698,2.7696016436299655e-05,7.670693264397807e-10
2011,08,8000.146000000001,167015462.698,4.790063070067944e-05,2.2944704215228735e-09
2011,09,1.014,167015462.698,6.07129414019306e-09,3.6860612536742587e-17
2011,10,44.849999999999994,167015462.698,2.6853801004700067e-07,7.211266284000303e-14
2011,11,1409.176,167015462.698,8.437398413511533e-06,7.118969198832694e-11
2011,12,5261.949,167015462.698,3.1505759496740365e-05,9.926128814664456e-10
2011,15,1278.399,167015462.698,7.65437510604405e-06,5.858945826402686e-11
2011,16,12568.481,167015462.698,7.525339748168422e-05,5.663073832536357e-09
2011,17,23.562,167015462.698,1.4107675792034405e-07,1.990265162531536e-14
2011,18,323.469,167015462.698,1.936760793130285e-06,3.75104236980665e-12
2011,19,19.013,167015462.698,1.1383975886340301e-07,1.2959490698077744e-14
2011,20,2755.4880000000003,167015462.698,1.6498400540209365e-05,2.7219722038518066e-10
2011,21,553.6320000000001,167015462.698,3.3148547509106157e-06,1.098826201963468e-11
2011,22,6066.0830000000005,167015462.698,3.632048734893958e-05,1.3191778012644803e-09
2011,23,26500.676,167015462.698,0.00015867199103545844,2.51768007391566e-08
2011,25,3098132.7490000003,167015462.698,0.018549975546887493,0.000344101592790124
2011,26,8025727.542,167015462.698,0.048053799404862575,0.0023091676372427707
2011,27,90947761.904,167015462.698,0.5445469565201467,0.2965313878553546
