product_id,product_hs92_code,year,export_value,import_value,pci
100,01,1988,7276265853,7276265853,
100,01,1989,7452422128,7452422128,
100,01,1990,8338546361,8338546361,
100,01,1991,8512801236,8512801236,
100,01,1992,9359403232,9359403232,
100,01,1995,10019758422,10019758422,-0.51
100,01,1996,9641880690,9641880690,-0.603
100,01,1997,8895453621,8895453621,-0.653
100,01,1998,8625468658,8625468658,-0.793
100,01,1999,8344932311,8344932311,-0.788
100,01,2000,8753024354,8753024354,-0.667
100,01,2001,8354105020,8354105020,-0.718
100,01,2002,9662179497,9662179497,-0.677
100,01,2003,9984669977,9984669977,-0.693
100,01,2004,10946083458,10946083458,-0.748
100,01,2005,12188113244,12188113244,-0.726
100,01,2006,13347640710,13347640710,-0.52
100,01,2007,14787284834,14787284834,-0.459
100,01,2008,16298069921,16298069921,-0.41
100,01,2009,15954261531,15954261531,-0.458
100,01,2010,16960564277,16960564277,-0.426
100,01,2011,19416172882,19416172882,-0.528
100,01,2012,20011953946,20011953946,-0.569
100,01,2013,20705613672,20705613672,-0.382
100,01,2014,22369189439,22369189439,-0.423
100,01,2015,19025862754,19025862754,-0.47
100,01,2016,19034363558,19034363558,-0.553
100,01,2017,20284116002,20284116002,-0.549
100,01,2018,21546532923,21546532923,-0.492
100,01,2019,21383656191,21383656191,-0.399
100,01,2020,21086445459,21086445459,-0.452
100,01,2021,22329489185,22329489185,-0.513
100,01,2022,21650413509,21650413509,-0.509
100,01,2023,25691919087,25691919087,-0.587
100,01,2024,25884927527,25884927527,-0.351
101,02,1988,23254215320,23254215320,
101,02,1989,25504672091,25504672091,
101,02,1990,28298430012,28298430012,
101,02,1991,29963159094,29963159094,
101,02,1992,33620540671,33620540671,
101,02,1995,39188513145,39188513145,0.075
101,02,1996,39545003761,39545003761,-0.042
101,02,1997,37585514528,37585514528,-0.021
101,02,1998,34781274757,34781274757,0.011
101,02,1999,35264447579,35264447579,-0.022
101,02,2000,35974727469,35974727469,0.078
101,02,2001,37558575842,37558575842,0.031
101,02,2002,37868979976,37868979976,0.0
101,02,2003,44175082001,44175082001,0.06
101,02,2004,51471646829,51471646829,-0.036
101,02,2005,59113593741,59113593741,0.037
101,02,2006,62710395897,62710395897,0.023
101,02,2007,72457997734,72457997734,0.012
101,02,2008,90066463248,90066463248,0.226
101,02,2009,80077736188,80077736188,0.184
101,02,2010,88680210493,88680210493,0.08
101,02,2011,107909079197,107909079197,0.116
101,02,2012,107943076208,107943076208,0.103
101,02,2013,113536917881,113536917881,0.131
101,02,2014,120515200508,120515200508,-0.012
101,02,2015,104668817370,104668817370,-0.045
101,02,2016,103503631866,103503631866,-0.137
101,02,2017,112342293169,112342293169,-0.235
101,02,2018,117210455762,117210455762,-0.179
101,02,2019,125145338175,125145338175,-0.296
101,02,2020,125659546301,125659546301,-0.269
101,02,2021,142276512786,142276512786,-0.303
101,02,2022,151668136893,151668136893,-0.253
101,02,2023,149485323436,149485323436,-0.251
101,02,2024,156995997763,156995997763,-0.218
102,03,1988,25482358843,25482358843,
102,03,1989,24128872316,24128872316,
102,03,1990,27270079683,27270079683,
102,03,1991,29675421205,29675421205,
102,03,1992,31377116250,31377116250,
102,03,1995,39433746158,39433746158,-2.024
102,03,1996,37905374121,37905374121,-2.113
102,03,1997,37967046484,37967046484,-2.124
102,03,1998,36047851532,36047851532,-2.175
102,03,1999,38021113457,38021113457,-2.038
102,03,2000,40220534585,40220534585,-1.951
102,03,2001,40510129233,40510129233,-1.97
102,03,2002,41689041669,41689041669,-1.889
102,03,2003,46203689949,46203689949,-1.858
102,03,2004,51116896928,51116896928,-1.81
102,03,2005,55513253728,55513253728,-1.873
102,03,2006,60286557216,60286557216,-1.861
102,03,2007,65119401777,65119401777,-1.772
102,03,2008,69457287761,69457287761,-1.741
102,03,2009,67271024534,67271024534,-1.675
102,03,2010,77444504915,77444504915,-1.604
102,03,2011,92169736301,92169736301,-1.529
102,03,2012,90274751107,90274751107,-1.587
102,03,2013,96564455204,96564455204,-1.623
102,03,2014,104270945419,104270945419,-1.586
102,03,2015,93161401438,93161401438,-1.633
102,03,2016,101035874575,101035874575,-1.692
102,03,2017,108604145933,108604145933,-1.696
102,03,2018,114203431986,114203431986,-1.691
102,03,2019,113391663582,113391663582,-1.732
102,03,2020,102891454976,102891454976,-1.668
102,03,2021,123107638346,123107638346,-1.602
102,03,2022,134170672771,134170672771,-1.606
102,03,2023,127549458230,127549458230,-1.589
102,03,2024,123045275665,123045275665,-1.593
103,04,1988,18455526597,18455526597,
103,04,1989,18655928418,18655928418,
103,04,1990,19748237779,19748237779,
103,04,1991,20833818257,20833818257,
103,04,1992,24248576202,24248576202,
103,04,1995,28198280485,28198280485,0.123
103,04,1996,28362618808,28362618808,0.021
103,04,1997,26624453499,26624453499,-0.033
103,04,1998,26887400533,26887400533,0.017
103,04,1999,25245678330,25245678330,0.002
103,04,2000,25041659342,25041659342,-0.101
103,04,2001,26986684308,26986684308,-0.089
103,04,2002,26578074467,26578074467,-0.14
103,04,2003,32439272945,32439272945,-0.232
103,04,2004,38460956092,38460956092,-0.091
103,04,2005,41173464424,41173464424,-0.052
103,04,2006,43915274924,43915274924,-0.009
103,04,2007,57058590957,57058590957,-0.005
103,04,2008,66749177612,66749177612,-0.094
103,04,2009,54188411943,54188411943,-0.106
103,04,2010,64536703248,64536703248,-0.178
103,04,2011,77610543101,77610543101,-0.087
103,04,2012,75183662772,75183662772,-0.1
103,04,2013,86376003385,86376003385,-0.137
103,04,2014,90237176462,90237176462,-0.169
103,04,2015,69955362103,69955362103,-0.211
103,04,2016,67264955829,67264955829,-0.185
103,04,2017,78954256726,78954256726,-0.209
103,04,2018,82468953927,82468953927,-0.169
103,04,2019,82618676914,82618676914,-0.206
103,04,2020,83935725272,83935725272,-0.226
103,04,2021,94301782621,94301782621,-0.22
103,04,2022,103220786810,103220786810,-0.201
103,04,2023,100764776033,100764776033,-0.199
103,04,2024,102052491811,102052491811,-0.278
104,05,1988,2558412578,2558412578,
104,05,1989,2742448014,2742448014,
104,05,1990,2655692113,2655692113,
104,05,1991,2706999453,2706999453,
104,05,1992,2901894192,2901894192,
104,05,1995,3601182816,3601182816,-1.284
104,05,1996,3734887868,3734887868,-1.474
