Section ID,Section,HS4 ID,HS4,Tariff 2019,Imports (USD) 2019,PCI 2019,Year,Tariff 2020,Imports (USD) 2020,PCI 2020,Tariff 2021,Imports (USD) 2021,PCI 2021,Tariff 2023,Imports (USD) 2023,PCI 2023
1,Animal Products,101,Horses,2.8,0.0,0.25,2019,,,,,,,,,
1,Animal Products,102,Bovine,2.0,0.0,-0.78,2019,,,,,,,,,
1,Animal Products,103,Pigs,2.5,0.0,0.58,2019,,,,,,,,,
1,Animal Products,104,Sheep and Goats,2.2,0.0,-1.63,2019,,,,,,,,,
1,Animal Products,105,Poultry,1.1,0.0,0.01,2019,,,,,,,,,
1,Animal Products,106,Other Animals,2.2,368889.0,,2019,,,,,,,,,
1,Animal Products,201,Bovine Meat,11.3,0.0,-0.28,2019,,,,,,,,,
1,Animal Products,202,Frozen Bovine Meat,11.3,0.0,-1.01,2019,,,,,,,,,
1,Animal Products,203,Pig Meat,32.5,0.0,0.77,2019,,,,,,,,,
1,Animal Products,206,Edible Offal,3.3,0.0,-0.31,2019,,,,,,,,,
1,Animal Products,207,Poultry Meat,73.1,1040298.0,0.06,2019,,,,,,,,,
1,Animal Products,210,Preserved Meat,11.3,0.0,0.45,2019,,,,,,,,,
1,Animal Products,301,Live Fish,6.3,502061.0,-0.83,2019,,,,,,,,,
1,Animal Products,302,Non-fillet Fresh Fish,4.4,0.0,-0.48,2019,,,,,,,,,
1,Animal Products,303,Non-fillet Frozen Fish,4.7,117051887.0,-0.86,2019,,,,,,,,,
1,Animal Products,304,Fish Fillets,3.9,63009589.0,-0.7,2019,,,,,,,,,
1,Animal Products,305,Dried/Salted/Smoked/Brined Fish,5.5,18067870.0,0.23,2019,,,,,,,,,
1,Animal Products,306,Crustaceans,4.8,23845963.0,-1.92,2019,,,,,,,,,
1,Animal Products,307,Molluscs,5.0,46893424.0,-1.36,2019,,,,,,,,,
1,Animal Products,308,"Aquatic invertebrates, other than crustaceans and molluscs",4.7,497281.0,,2019,,,,,,,,,
1,Animal Products,401,Milk,10.6,0.0,-0.0,2019,,,,,,,,,
1,Animal Products,402,Concentrated Milk,10.9,0.0,-0.83,2019,,,,,,,,,
1,Animal Products,404,Whey and other milk products,11.0,0.0,0.31,2019,,,,,,,,,
1,Animal Products,407,Eggs,6.5,0.0,-0.59,2019,,,,,,,,,
1,Animal Products,408,Processed Egg Products,9.4,0.0,,2019,,,,,,,,,
1,Animal Products,409,Honey,11.3,5476.0,-1.08,2019,,,,,,,,,
1,Animal Products,410,Other Edible Animal Products,11.3,57679.0,-0.89,2019,,,,,,,,,
1,Animal Products,501,Human Hair,3.8,0.0,,2019,,,,,,,,,
1,Animal Products,502,Pig Hair,7.5,812269.0,,2019,,,,,,,,,
1,Animal Products,504,Animal Organs,3.8,0.0,-1.25,2019,,,,,,,,,
1,Animal Products,505,Bird Feathers and Skins,7.5,0.0,0.31,2019,,,,,,,,,
1,Animal Products,506,Processed Bones,7.5,0.0,,2019,,,,,,,,,
1,Animal Products,507,Raw Bones,7.5,0.0,,2019,,,,,,,,,
1,Animal Products,508,Coral and Shells,7.5,13996.0,,2019,,,,,,,,,
1,Animal Products,510,Pharmaceutical Animal Products,3.8,0.0,,2019,,,,,,,,,
1,Animal Products,511,Other Inedible Animal Products,4.1,198381.0,-0.79,2019,,,,,,,,,
2,Vegetable Products,601,Bulbs and Roots,3.8,62930.0,-0.39,2019,,,,,,,,,
2,Vegetable Products,602,"Other live plants, cuttings and slips;
mushroom spawn",3.2,512682.0,-0.93,2019,,,,,,,,,
2,Vegetable Products,604,Plant foliage,3.8,457248.0,-0.94,2019,,,,,,,,,
2,Vegetable Products,701,Potatoes,7.5,15776007.0,-0.7,2019,,,,,,,,,
2,Vegetable Products,703,Onions,11.3,73071565.0,-2.1,2019,,,,,,,,,
2,Vegetable Products,704,Cabbages,12.1,36309167.0,-1.02,2019,,,,,,,,,
2,Vegetable Products,705,Lettuce,15.0,3952834.0,-0.62,2019,,,,,,,,,
2,Vegetable Products,706,Root Vegetables,11.9,27710744.0,-0.76,2019,,,,,,,,,
2,Vegetable Products,708,Legumes,11.3,126993.0,-2.27,2019,,,,,,,,,
2,Vegetable Products,709,Other Vegetables,7.7,78604018.0,-1.1,2019,,,,,,,,,
2,Vegetable Products,710,Frozen Vegetables,8.6,23758636.0,-0.67,2019,,,,,,,,,
2,Vegetable Products,711,Preserved Vegetables,8.9,337443.0,,2019,,,,,,,,,
2,Vegetable Products,712,Dried Vegetables,9.4,30295672.0,-1.17,2019,,,,,,,,,
2,Vegetable Products,713,Dried Legumes,7.6,5066189.0,-1.99,2019,,,,,,,,,
2,Vegetable Products,714,Cassava,7.8,107059.0,-2.12,2019,,,,,,,,,
2,Vegetable Products,801,"Coconuts, Brazil Nuts, and Cashews",2.0,58578.0,-2.49,2019,,,,,,,,,
2,Vegetable Products,802,Other Nuts,3.0,23594941.0,-1.39,2019,,,,,,,,,
2,Vegetable Products,804,Tropical Fruits,3.3,15927637.0,-1.71,2019,,,,,,,,,
2,Vegetable Products,805,Citrus,3.8,163274565.0,-1.16,2019,,,,,,,,,
2,Vegetable Products,806,Grapes,3.1,13159652.0,-1.26,2019,,,,,,,,,
2,Vegetable Products,807,Melons,3.3,2352330.0,-1.86,2019,,,,,,,,,
2,Vegetable Products,808,Apples and Pears,3.8,28751651.0,-0.72,2019,,,,,,,,,
2,Vegetable Products,809,Pitted Fruits,3.0,28589511.0,-1.32,2019,,,,,,,,,
2,Vegetable Products,810,Other Fruits,3.4,15514361.0,-1.22,2019,,,,,,,,,
2,Vegetable Products,811,Frozen Fruits and Nuts,6.8,33457151.0,-0.59,2019,,,,,,,,,
2,Vegetable Products,812,Preserved Fruits and Nuts,7.1,0.0,,2019,,,,,,,,,
2,Vegetable Products,813,Dried Fruits,5.0,4172396.0,-1.46,2019,,,,,,,,,
2,Vegetable Products,814,Citrus and Melon Peels,7.5,175922.0,,2019,,,,,,,,,
2,Vegetable Products,901,Coffee,1.3,8088054.0,-1.23,2019,,,,,,,,,
2,Vegetable Products,902,Tea,0.0,42511639.0,-1.57,2019,,,,,,,,,
2,Vegetable Products,903,Mate,3.8,0.0,,2019,,,,,,,,,
2,Vegetable Products,904,Pepper,3.4,6227844.0,-2.11,2019,,,,,,,,,
2,Vegetable Products,905,Vanilla,3.8,0.0,-1.97,2019,,,,,,,,,
2,Vegetable Products,906,Cinnamon,2.3,14397.0,,2019,,,,,,,,,
2,Vegetable Products,907,Cloves,3.8,0.0,,2019,,,,,,,,,
2,Vegetable Products,908,"Nutmeg, mace and cardamons",3.8,1573.0,-1.83,2019,,,,,,,,,
2,Vegetable Products,909,Spice Seeds,3.5,74049.0,-1.59,2019,,,,,,,,,
2,Vegetable Products,910,Spices,3.0,14181527.0,-1.5,2019,,,,,,,,,
2,Vegetable Products,1001,Wheat,5.0,0.0,-0.51,2019,,,,,,,,,
2,Vegetable Products,1002,Rye,5.0,0.0,,2019,,,,,,,,,
2,Vegetable Products,1003,Barley,5.0,24058.0,-0.32,2019,,,,,,,,,
2,Vegetable Products,1004,Oats,5.0,0.0,0.07,2019,,,,,,,,,
2,Vegetable Products,1005,Corn,2.3,52674.0,-0.95,2019,,,,,,,,,
2,Vegetable Products,1006,Rice,7.5,5008834.0,-2.03,2019,,,,,,,,,
2,Vegetable Products,1007,Sorghum,5.0,0.0,-2.26,2019,,,,,,,,,
2,Vegetable Products,1008,Buckwheat,5.0,155122.0,,2019,,,,,,,,,
2,Vegetable Products,1101,Wheat Flours,6.9,0.0,-1.77,2019,,,,,,,,,
2,Vegetable Products,1102,Cereal Flours,7.5,30821.0,-1.15,2019,,,,,,,,,
2,Vegetable Products,1103,Cereal Meal and Pellets,7.5,32395.0,,2019,,,,,,,,,
2,Vegetable Products,1104,Processed Cereals,7.5,683409.0,-0.61,2019,,,,,,,,,
2,Vegetable Products,1105,Potato Flours,5.6,0.0,0.17,2019,,,,,,,,,
2,Vegetable Products,1106,Legume Flours,7.3,184634.0,,2019,,,,,,,,,
2,Vegetable Products,1107,Malt,5.3,0.0,0.0,2019,,,,,,,,,
2,Vegetable Products,1108,Starches,7.5,328611.0,-0.57,2019,,,,,,,,,
2,Vegetable Products,1109,Wheat Gluten,7.5,141636.0,0.76,2019,,,,,,,,,
2,Vegetable Products,1201,Soybeans,0.0,342231.0,-1.21,2019,,,,,,,,,
2,Vegetable Products,1202,Ground Nuts,0.0,7920179.0,-2.54,2019,,,,,,,,,
2,Vegetable Products,1203,Copra,3.8,0.0,,2019,,,,,,,,,
2,Vegetable Products,1204,Linseed,3.8,0.0,-0.79,2019,,,,,,,,,
2,Vegetable Products,1205,Rapeseed,0.0,0.0,-0.15,2019,,,,,,,,,
2,Vegetable Products,1206,Sunflower Seeds,3.1,3097798.0,-0.28,2019,,,,,,,,,
2,Vegetable Products,1207,Other Oily Seeds,3.4,25318561.0,-2.35,2019,,,,,,,,,
2,Vegetable Products,1208,Oil Seed Flower,1.9,0.0,-0.9,2019,,,,,,,,,
2,Vegetable Products,1209,Sowing Seeds,3.4,4464674.0,0.01,2019,,,,,,,,,
2,Vegetable Products,1210,Hops,3.8,69238.0,0.25,2019,,,,,,,,,
2,Vegetable Products,1211,Perfume Plants,3.8,1568412.0,-2.15,2019,,,,,,,,,
2,Vegetable Products,1212,"Locust beans, seaweed, sugar beet, cane, for food",3.3,24748246.0,-1.63,2019,,,,,,,,,
2,Vegetable Products,1213,Cereal Straws,3.8,4685.0,,2019,,,,,,,,,
2,Vegetable Products,1214,Forage Crops,3.8,2386.0,-0.92,2019,,,,,,,,,
2,Vegetable Products,1301,Insect Resins,3.8,1398413.0,-2.44,2019,,,,,,,,,
2,Vegetable Products,1302,Vegetable Saps,3.8,59429638.0,-0.44,2019,,,,,,,,,
2,Vegetable Products,1401,Vegetable Plaiting Materials,8.8,691996.0,,2019,,,,,,,,,
2,Vegetable Products,1404,Other Vegetable Products,5.8,1031157.0,-1.83,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1501,Pig and Poultry Fat,7.5,0.0,,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1502,"Bovine, Sheep, and Goat Fat",5.6,0.0,-0.75,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1503,Lard stearin and oils,10.3,0.0,,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1504,Fish Oil,8.0,162097.0,-1.57,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1505,Wool Grease,3.8,559552.0,,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1506,Other Animal Fats,11.3,0.0,,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1507,Soybean Oil,10.5,6192.0,-1.01,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1508,Ground Nut Oil,3.0,30048.0,,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1509,Pure Olive Oil,5.0,3574.0,-0.91,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1510,Olive Oil,5.6,0.0,,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1511,Palm Oil,0.9,0.0,-2.25,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1512,Seed Oils,9.9,0.0,-0.98,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1513,Coconut Oil,0.6,0.0,-1.83,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1514,Rapeseed Oil,10.0,18464.0,0.47,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1515,Other Pure Vegetable Oils,3.8,1639031.0,-1.04,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1516,Other Vegetable Oils,10.5,111982.0,-1.55,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1518,Inedible Fats and Oils,14.0,2373805.0,-0.31,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1520,Glycerol,5.0,12000.0,0.04,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1521,Vegetable waxes and beeswax,13.5,186860.0,,2019,,,,,,,,,
3,Animal and Vegetable Bi-Products,1522,Fat and Oil Residues,15.0,0.0,,2019,,,,,,,,,
4,Foodstuffs,1602,Other Prepared Meat,0.0,1392.0,0.23,2019,,,,,,,,,
4,Foodstuffs,1603,Animal Extracts,10.5,0.0,,2019,,,,,,,,,
4,Foodstuffs,1604,Processed Fish,10.3,66020813.0,-0.84,2019,,,,,,,,,
4,Foodstuffs,1605,Processed Crustaceans,5.4,30880898.0,-1.21,2019,,,,,,,,,
4,Foodstuffs,1702,Other Sugars,5.2,18450204.0,0.02,2019,,,,,,,,,
4,Foodstuffs,1703,Molasses,5.0,0.0,-2.25,2019,,,,,,,,,
4,Foodstuffs,1704,Confectionery Sugar,7.0,16337908.0,-1.04,2019,,,,,,,,,
4,Foodstuffs,1801,Cocoa Beans,0.0,0.0,-3.26,2019,,,,,,,,,
4,Foodstuffs,1802,Cocoa Shells,3.8,0.0,,2019,,,,,,,,,
4,Foodstuffs,1803,Cocoa Paste,2.5,156183.0,-1.46,2019,,,,,,,,,
4,Foodstuffs,1804,Cocoa Butter,0.0,10700342.0,-1.49,2019,,,,,,,,,
4,Foodstuffs,1805,Cocoa Powder,5.0,605224.0,-0.92,2019,,,,,,,,,
4,Foodstuffs,1806,Chocolate,6.7,1623763.0,0.03,2019,,,,,,,,,
4,Foodstuffs,1901,Malt Extract,10.3,1204755.0,-0.1,2019,,,,,,,,,
4,Foodstuffs,1903,Tapioca,13.0,12623.0,,2019,,,,,,,,,
4,Foodstuffs,1904,Prepared Cereals,11.0,1614002.0,-0.54,2019,,,,,,,,,
4,Foodstuffs,2003,Processed Mushrooms,7.9,80665182.0,0.74,2019,,,,,,,,,
4,Foodstuffs,2005,Other Processed Vegetables,6.0,29637749.0,-0.6,2019,,,,,,,,,
4,Foodstuffs,2006,Sugar Preserved Foods,7.9,8243275.0,-1.21,2019,,,,,,,,,
4,Foodstuffs,2007,Jams,5.9,1308534.0,-0.43,2019,,,,,,,,,
4,Foodstuffs,2008,Other Processed Fruits and Nuts,6.7,40385667.0,-0.8,2019,,,,,,,,,
4,Foodstuffs,2009,Fruit Juice,3.3,42905986.0,-0.78,2019,,,,,,,,,
4,Foodstuffs,2101,Coffee and Tea Extracts,11.2,1596180.0,-0.69,2019,,,,,,,,,
4,Foodstuffs,2102,Yeast,11.5,3251093.0,-0.14,2019,,,,,,,,,
4,Foodstuffs,2103,Sauces and Seasonings,6.8,20944296.0,-0.47,2019,,,,,,,,,
4,Foodstuffs,2104,Soups and Broths,6.6,679690.0,-0.44,2019,,,,,,,,,
4,Foodstuffs,2105,Ice Cream,10.0,148338.0,-0.42,2019,,,,,,,,,
4,Foodstuffs,2106,Other Edible Preparations,7.6,36366411.0,-0.11,2019,,,,,,,,,
4,Foodstuffs,2204,Wine,11.0,5060.0,-0.64,2019,,,,,,,,,
4,Foodstuffs,2205,Vermouth,10.0,0.0,-0.63,2019,,,,,,,,,
4,Foodstuffs,2206,Other Fermented Beverages,12.5,26252.0,0.23,2019,,,,,,,,,
4,Foodstuffs,2209,Vinegar,11.0,599933.0,-0.42,2019,,,,,,,,,
4,Foodstuffs,2301,Animal Meal and Pellets,2.5,0.0,-1.21,2019,,,,,,,,,
4,Foodstuffs,2302,Bran,5.0,111692.0,-1.79,2019,,,,,,,,,
4,Foodstuffs,2303,Starch Residue,5.0,9490642.0,0.01,2019,,,,,,,,,
4,Foodstuffs,2304,Soybean Meal,0.0,900622.0,-1.14,2019,,,,,,,,,
4,Foodstuffs,2305,Ground Nut Meal,5.0,0.0,,2019,,,,,,,,,
4,Foodstuffs,2306,Other Vegetable Residues,3.5,0.0,-0.69,2019,,,,,,,,,
4,Foodstuffs,2307,Wine Lees,5.0,0.0,,2019,,,,,,,,,
4,Foodstuffs,2308,Other Vegetable Residues and Waste,4.5,0.0,-0.8,2019,,,,,,,,,
4,Foodstuffs,2309,Animal Food,5.0,39391973.0,-0.27,2019,,,,,,,,,
4,Foodstuffs,2401,Raw Tobacco,3.7,30938596.0,-1.87,2019,,,,,,,,,
4,Foodstuffs,2403,Processed Tobacco,14.2,9804.0,-0.87,2019,,,,,,,,,
5,Mineral Products,2501,Salt,4.2,1619040.0,-1.34,2019,,,,,,,,,
5,Mineral Products,2502,Iron Pyrites,3.8,15335.0,,2019,,,,,,,,,
5,Mineral Products,2503,Sulphur,3.8,9952.0,-1.47,2019,,,,,,,,,
5,Mineral Products,2504,Graphite,3.8,1924556.0,-1.27,2019,,,,,,,,,
5,Mineral Products,2505,Sand,3.8,88044.0,-0.79,2019,,,,,,,,,
5,Mineral Products,2506,Quartz,3.8,774903.0,-1.21,2019,,,,,,,,,
5,Mineral Products,2507,Kaolin,3.8,763055.0,-0.44,2019,,,,,,,,,
5,Mineral Products,2508,Clays,3.8,3251383.0,-0.59,2019,,,,,,,,,
5,Mineral Products,2509,Chalk,3.8,19454.0,,2019,,,,,,,,,
5,Mineral Products,2510,Calcium Phosphates,1.9,0.0,-2.0,2019,,,,,,,,,
5,Mineral Products,2511,Barium Sulphate,3.8,2405010.0,-1.48,2019,,,,,,,,,
5,Mineral Products,2512,Siliceous Fossil Meals,3.8,964724.0,,2019,,,,,,,,,
5,Mineral Products,2513,Pumice,3.8,4070641.0,,2019,,,,,,,,,
5,Mineral Products,2514,Slate,3.8,5347.0,,2019,,,,,,,,,
5,Mineral Products,2515,"Marble, Travertine and Alabaster",3.8,11161.0,-1.54,2019,,,,,,,,,
5,Mineral Products,2516,Granite,2.3,32882.0,-1.47,2019,,,,,,,,,
5,Mineral Products,2517,Gravel and Crushed Stone,3.8,91686.0,-0.56,2019,,,,,,,,,
5,Mineral Products,2518,Dolomite,3.8,7610.0,,2019,,,,,,,,,
5,Mineral Products,2519,Magnesium Carbonate,3.8,43011515.0,-0.04,2019,,,,,,,,,
5,Mineral Products,2520,Gypsum,3.8,176043.0,-1.33,2019,,,,,,,,,
5,Mineral Products,2521,Limestone,3.8,0.0,-0.9,2019,,,,,,,,,
5,Mineral Products,2522,Quicklime,3.8,2537726.0,-0.91,2019,,,,,,,,,
5,Mineral Products,2523,Cement,2.3,36157.0,-1.21,2019,,,,,,,,,
5,Mineral Products,2524,Asbestos,3.8,0.0,,2019,,,,,,,,,
5,Mineral Products,2525,Mica,0.0,116894.0,,2019,,,,,,,,,
5,Mineral Products,2526,Soapstone,3.8,937754.0,-0.25,2019,,,,,,,,,
5,Mineral Products,2528,Borax,3.8,120.0,,2019,,,,,,,,,
5,Mineral Products,2529,Feldspar,6.9,5063.0,-1.17,2019,,,,,,,,,
5,Mineral Products,2530,Other Mineral,3.8,2325609.0,-2.04,2019,,,,,,,,,
5,Mineral Products,2601,Iron Ore,1.3,124.0,-1.41,2019,,,,,,,,,
5,Mineral Products,2602,Manganese Ore,3.8,12430.0,-2.55,2019,,,,,,,,,
5,Mineral Products,2603,Copper Ore,2.3,0.0,-1.87,2019,,,,,,,,,
5,Mineral Products,2604,Nickel Ore,3.8,0.0,-1.57,2019,,,,,,,,,
5,Mineral Products,2605,Cobalt Ore,3.8,0.0,-2.37,2019,,,,,,,,,
5,Mineral Products,2606,Aluminium Ore,3.8,4313012.0,-2.39,2019,,,,,,,,,
5,Mineral Products,2607,Lead Ore,1.1,0.0,-1.7,2019,,,,,,,,,
5,Mineral Products,2608,Zinc Ore,0.0,28800.0,-1.37,2019,,,,,,,,,
5,Mineral Products,2609,Tin Ores,0.0,0.0,-2.87,2019,,,,,,,,,
5,Mineral Products,2610,Chromium Ore,3.8,93386.0,-2.71,2019,,,,,,,,,
5,Mineral Products,2611,Tungsten Ore,0.0,0.0,,2019,,,,,,,,,
5,Mineral Products,2612,Uranium and Thorium Ore,3.8,0.0,-1.2,2019,,,,,,,,,
5,Mineral Products,2613,Molybdenum Ore,0.0,264049.0,-0.74,2019,,,,,,,,,
5,Mineral Products,2614,Titanium Ore,0.0,0.0,-2.07,2019,,,,,,,,,
5,Mineral Products,2615,"Niobium, Tantalum, Vanadium and Zirconium Ore",0.9,7280.0,-2.44,2019,,,,,,,,,
5,Mineral Products,2616,Precious Metal Ore,0.0,0.0,-1.5,2019,,,,,,,,,
5,Mineral Products,2617,Other Ores,1.1,0.0,,2019,,,,,,,,,
5,Mineral Products,2618,Granulated Slag,3.8,0.0,-0.34,2019,,,,,,,,,
5,Mineral Products,2619,Slag Dross,3.8,0.0,-0.65,2019,,,,,,,,,
5,Mineral Products,2620,"Non-Iron and Steel Slag, Ash and Residues",3.7,16697008.0,-0.4,2019,,,,,,,,,
5,Mineral Products,2621,Other Slag and Ash,3.8,112272.0,,2019,,,,,,,,,
5,Mineral Products,2701,Coal Briquettes,4.4,187.0,-1.58,2019,,,,,,,,,
5,Mineral Products,2702,Lignite,5.0,0.0,-1.33,2019,,,,,,,,,
5,Mineral Products,2703,Peat,5.0,0.0,0.39,2019,,,,,,,,,
5,Mineral Products,2704,Coke,5.0,0.0,-0.54,2019,,,,,,,,,
5,Mineral Products,2705,Non-Petroleum Gas,5.0,0.0,,2019,,,,,,,,,
5,Mineral Products,2706,Tar,5.0,0.0,-0.01,2019,,,,,,,,,
5,Mineral Products,2707,Coal Tar Oil,5.0,97626.0,0.03,2019,,,,,,,,,
5,Mineral Products,2708,Pitch Coke,3.8,20156684.0,0.58,2019,,,,,,,,,
5,Mineral Products,2709,Crude Petroleum,1.4,0.0,-2.69,2019,,,,,,,,,
5,Mineral Products,2710,Refined Petroleum,5.0,111427800.0,-0.84,2019,,,,,,,,,
5,Mineral Products,2711,Petroleum Gas,3.9,285312.0,-1.76,2019,,,,,,,,,
5,Mineral Products,2712,Petroleum Jelly,5.0,432894.0,-0.07,2019,,,,,,,,,
5,Mineral Products,2713,Petroleum Coke,3.6,142195778.0,-0.78,2019,,,,,,,,,
5,Mineral Products,2714,Bitumen and asphalt,5.0,0.0,-0.73,2019,,,,,,,,,
5,Mineral Products,2715,Asphalt Mixtures,5.0,151305.0,-0.63,2019,,,,,,,,,
5,Mineral Products,2716,Electricity,0.0,0.0,-0.92,2019,,,,,,,,,
6,Chemical Products,2801,Halogens,5.2,0.0,-0.85,2019,,,,,,,,,
6,Chemical Products,2802,Sulfur,5.0,0.0,,2019,,,,,,,,,
6,Chemical Products,2803,Carbon,5.0,398406.0,0.18,2019,,,,,,,,,
6,Chemical Products,2804,Hydrogen,4.8,16403366.0,-0.02,2019,,,,,,,,,
6,Chemical Products,2805,"Alkali, alkaline-earth, rare-earth metals, scandium, yttrium, and mercury",5.0,9111451.0,,2019,,,,,,,,,
6,Chemical Products,2806,Hydrochloric Acid,5.0,43.0,,2019,,,,,,,,,
6,Chemical Products,2807,Sulfuric Acid,5.0,39589.0,-0.21,2019,,,,,,,,,
6,Chemical Products,2808,Nitric Acids,5.0,0.0,,2019,,,,,,,,,
6,Chemical Products,2809,Phosphoric Acid,5.0,5947830.0,-0.87,2019,,,,,,,,,
6,Chemical Products,2810,Boron,5.0,3031.0,-0.79,2019,,,,,,,,,
6,Chemical Products,2811,Other Inorganic Acids,4.5,22269991.0,1.14,2019,,,,,,,,,
6,Chemical Products,2812,Halides,4.4,163417.0,1.33,2019,,,,,,,,,
6,Chemical Products,2813,Nonmetal Sulfides,5.0,2214180.0,,2019,,,,,,,,,
6,Chemical Products,2814,Ammonia,5.0,0.0,-1.47,2019,,,,,,,,,
6,Chemical Products,2815,Sodium or Potassium Peroxides,5.5,14405946.0,0.05,2019,,,,,,,,,
6,Chemical Products,2816,Magnesium Hydroxide and Peroxide,5.0,95275.0,,2019,,,,,,,,,
6,Chemical Products,2817,Zinc Oxide and Peroxide,5.0,22641.0,-0.48,2019,,,,,,,,,
6,Chemical Products,2818,Aluminium Oxide,3.3,26208760.0,-0.19,2019,,,,,,,,,
6,Chemical Products,2819,Chromium Oxides and Hydroxides,5.0,265234.0,,2019,,,,,,,,,
6,Chemical Products,2820,Manganese Oxides,5.0,317467.0,,2019,,,,,,,,,
6,Chemical Products,2821,Iron Oxides and Hydroxides,5.0,11196233.0,0.5,2019,,,,,,,,,
6,Chemical Products,2822,Cobalt Oxides and Hydroxides,5.0,600854.0,-0.65,2019,,,,,,,,,
6,Chemical Products,2823,Titanium Oxides,5.0,1240498.0,1.02,2019,,,,,,,,,
6,Chemical Products,2824,Lead Oxides,5.0,246345.0,,2019,,,,,,,,,
6,Chemical Products,2825,Inorganic Salts,3.9,22229932.0,-0.22,2019,,,,,,,,,
6,Chemical Products,2826,Fluorides,3.9,15643916.0,0.0,2019,,,,,,,,,
6,Chemical Products,2827,Chlorides,5.0,21758759.0,0.45,2019,,,,,,,,,
6,Chemical Products,2828,Hypochlorites,5.0,18664214.0,,2019,,,,,,,,,
6,Chemical Products,2829,Chlorates and Perchlorates,5.0,789000.0,,2019,,,,,,,,,
6,Chemical Products,2830,Sulfides,5.0,10190923.0,,2019,,,,,,,,,
6,Chemical Products,2831,Dithionites and Sulfoxylates,5.0,1973720.0,,2019,,,,,,,,,
6,Chemical Products,2832,Sulfites,5.0,4168392.0,,2019,,,,,,,,,
6,Chemical Products,2833,Sulfates,5.0,16280478.0,-0.1,2019,,,,,,,,,
6,Chemical Products,2834,Nitrites and Nitrates,5.0,3165886.0,-0.35,2019,,,,,,,,,
6,Chemical Products,2835,Phosphinates (hypophosphites) and phosphonates (phosphites),5.0,20165977.0,-0.06,2019,,,,,,,,,
6,Chemical Products,2836,Carbonates,5.0,14004119.0,-0.32,2019,,,,,,,,,
6,Chemical Products,2837,Cyanides,5.0,20988950.0,-1.21,2019,,,,,,,,,
6,Chemical Products,2839,Silicates,5.0,1708530.0,,2019,,,,,,,,,
6,Chemical Products,2840,Borates,5.0,1804035.0,0.59,2019,,,,,,,,,
6,Chemical Products,2841,Oxometallic or Peroxometallic Acid Salts,5.0,1493852.0,1.81,2019,,,,,,,,,
6,Chemical Products,2842,Other Inorganic Acids Salts,3.8,2627269.0,1.24,2019,,,,,,,,,
6,Chemical Products,2843,Precious Metal Compounds,5.0,5450689.0,0.66,2019,,,,,,,,,
6,Chemical Products,2844,Radioactive Chemicals,3.7,81070.0,-0.48,2019,,,,,,,,,
6,Chemical Products,2845,Other Isotopes,5.0,46600.0,,2019,,,,,,,,,
6,Chemical Products,2846,Rare-Earth Metal Compounds,5.0,5240102.0,-0.21,2019,,,,,,,,,
6,Chemical Products,2847,Hydrogen peroxide,5.0,0.0,0.06,2019,,,,,,,,,
6,Chemical Products,2849,Carbides,5.2,4121148.0,0.38,2019,,,,,,,,,
6,Chemical Products,2850,Hydrides and other anions,3.3,1107751.0,0.98,2019,,,,,,,,,
6,Chemical Products,2852,"Compounds, inorganic or organic, of mercury, excluding amalgams",3.9,0.0,,2019,,,,,,,,,
6,Chemical Products,2853,Other inorganic compounds,5.0,493707.0,1.54,2019,,,,,,,,,
6,Chemical Products,2901,Acyclic Hydrocarbons,2.8,614754.0,0.39,2019,,,,,,,,,
6,Chemical Products,2902,Cyclic Hydrocarbons,2.8,2382157.0,0.65,2019,,,,,,,,,
6,Chemical Products,2903,Halogenated Hydrocarbons,5.0,47891559.0,1.03,2019,,,,,,,,,
6,Chemical Products,2904,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",5.0,393691.0,-0.66,2019,,,,,,,,,
6,Chemical Products,2905,"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)",4.6,49017820.0,0.52,2019,,,,,,,,,
6,Chemical Products,2906,Cyclic Alcohols,5.0,2314548.0,0.43,2019,,,,,,,,,
6,Chemical Products,2907,Phenols,5.0,3466031.0,1.26,2019,,,,,,,,,
6,Chemical Products,2908,Phenol Derivatives,5.0,261125.0,0.7,2019,,,,,,,,,
6,Chemical Products,2909,Ethers,4.5,11676809.0,0.66,2019,,,,,,,,,
