Section ID,Section,HS4 ID,HS4,Year,Exports from Russia to China (USD),PCI
1,Animal Products,101,Horses,2018,29200.0,-0.29
1,Animal Products,106,Other Animals,2018,2223828.0,-1.54
1,Animal Products,203,Pig Meat,2018,83229.0,0.78
1,Animal Products,207,Poultry Meat,2018,3725.0,-0.05
1,Animal Products,302,Non-fillet Fresh Fish,2018,386773.0,-0.66
1,Animal Products,303,Non-fillet Frozen Fish,2018,1207260049.0,-1.11
1,Animal Products,304,Fish Fillets,2018,2692105.0,-1.33
1,Animal Products,305,Dried/Salted/Smoked/Brined Fish,2018,527878.0,-0.82
1,Animal Products,306,Crustaceans,2018,230799157.0,-2.19
1,Animal Products,307,Molluscs,2018,42880509.0,-1.31
1,Animal Products,308,"Aquatic invertebrates, other than crustaceans and molluscs",2018,4102543.0,
1,Animal Products,401,Milk,2018,9930.0,-0.0
1,Animal Products,402,Concentrated Milk,2018,391990.0,-0.95
1,Animal Products,403,Fermented Milk Products,2018,184.0,-0.15
1,Animal Products,406,Cheese,2018,3442.0,-0.05
1,Animal Products,409,Honey,2018,2395989.0,-1.21
1,Animal Products,505,Bird Feathers and Skins,2018,10462360.0,0.75
1,Animal Products,507,Raw Bones,2018,6406637.0,
1,Animal Products,510,Pharmaceutical Animal Products,2018,9000.0,
1,Animal Products,511,Other Inedible Animal Products,2018,1593344.0,-0.61
2,Vegetable Products,701,Potatoes,2018,2818.0,-0.79
2,Vegetable Products,702,Tomatoes,2018,7956.0,-1.75
2,Vegetable Products,703,Onions,2018,9176.0,-1.65
2,Vegetable Products,705,Lettuce,2018,233.0,-0.89
2,Vegetable Products,706,Root Vegetables,2018,2013.0,-0.71
2,Vegetable Products,707,Cucumbers,2018,1222.0,-1.03
2,Vegetable Products,709,Other Vegetables,2018,1908.0,-1.26
2,Vegetable Products,710,Frozen Vegetables,2018,77.0,-0.71
2,Vegetable Products,711,Preserved Vegetables,2018,597901.0,
2,Vegetable Products,712,Dried Vegetables,2018,42455.0,-1.2
2,Vegetable Products,713,Dried Legumes,2018,62879.0,-2.03
2,Vegetable Products,802,Other Nuts,2018,5604072.0,-1.1
2,Vegetable Products,804,Tropical Fruits,2018,1960.0,-1.64
2,Vegetable Products,805,Citrus,2018,3607.0,-1.3
2,Vegetable Products,806,Grapes,2018,1851.0,-1.15
2,Vegetable Products,808,Apples and Pears,2018,23020.0,-1.07
2,Vegetable Products,809,Pitted Fruits,2018,4795.0,-1.31
2,Vegetable Products,810,Other Fruits,2018,284.0,-1.19
2,Vegetable Products,811,Frozen Fruits and Nuts,2018,5671634.0,-0.61
2,Vegetable Products,813,Dried Fruits,2018,7707.0,-1.44
2,Vegetable Products,901,Coffee,2018,100446.0,-1.23
2,Vegetable Products,902,Tea,2018,431297.0,-1.69
2,Vegetable Products,903,Mate,2018,115.0,
2,Vegetable Products,904,Pepper,2018,14645.0,-1.77
2,Vegetable Products,906,Cinnamon,2018,264.0,
2,Vegetable Products,909,Spice Seeds,2018,212.0,
2,Vegetable Products,910,Spices,2018,4746.0,-1.94
2,Vegetable Products,1001,Wheat,2018,13902644.0,-0.51
2,Vegetable Products,1004,Oats,2018,311436.0,0.1
2,Vegetable Products,1005,Corn,2018,4507790.0,-1.21
2,Vegetable Products,1006,Rice,2018,486122.0,-1.96
2,Vegetable Products,1008,Buckwheat,2018,5704738.0,-1.43
2,Vegetable Products,1101,Wheat Flours,2018,28382703.0,-1.59
2,Vegetable Products,1102,Cereal Flours,2018,23781.0,-1.26
2,Vegetable Products,1103,Cereal Meal and Pellets,2018,98833.0,
2,Vegetable Products,1104,Processed Cereals,2018,274264.0,-0.46
2,Vegetable Products,1105,Potato Flours,2018,199586.0,0.41
2,Vegetable Products,1106,Legume Flours,2018,4.0,
2,Vegetable Products,1107,Malt,2018,1547.0,-0.11
2,Vegetable Products,1108,Starches,2018,238.0,-0.59
2,Vegetable Products,1201,Soybeans,2018,244201062.0,-1.14
2,Vegetable Products,1204,Linseed,2018,28283802.0,-0.79
2,Vegetable Products,1205,Rapeseed,2018,60503846.0,-0.32
2,Vegetable Products,1206,Sunflower Seeds,2018,2321229.0,-0.38
2,Vegetable Products,1207,Other Oily Seeds,2018,901151.0,-2.39
2,Vegetable Products,1209,Sowing Seeds,2018,1478.0,-0.39
2,Vegetable Products,1211,Perfume Plants,2018,359904.0,-1.05
2,Vegetable Products,1212,"Locust beans, seaweed, sugar beet, cane, for food",2018,2504175.0,-2.29
2,Vegetable Products,1213,Cereal Straws,2018,4199415.0,
2,Vegetable Products,1214,Forage Crops,2018,165444.0,-1.3
2,Vegetable Products,1302,Vegetable Saps,2018,299214.0,-0.55
2,Vegetable Products,1404,Other Vegetable Products,2018,348556.0,-1.8
3,Animal and Vegetable Bi-Products,1507,Soybean Oil,2018,141941098.0,-1.07
3,Animal and Vegetable Bi-Products,1509,Pure Olive Oil,2018,32229.0,-0.93
3,Animal and Vegetable Bi-Products,1510,Olive Oil,2018,17195.0,
3,Animal and Vegetable Bi-Products,1512,Seed Oils,2018,156890669.0,-1.02
3,Animal and Vegetable Bi-Products,1514,Rapeseed Oil,2018,65402002.0,0.39
3,Animal and Vegetable Bi-Products,1515,Other Pure Vegetable Oils,2018,2351759.0,-0.96
3,Animal and Vegetable Bi-Products,1516,Other Vegetable Oils,2018,4504.0,-1.45
3,Animal and Vegetable Bi-Products,1517,Margarine,2018,2949027.0,-1.04
3,Animal and Vegetable Bi-Products,1522,Fat and Oil Residues,2018,312959.0,
4,Foodstuffs,1601,Sausages,2018,48724.0,0.08
4,Foodstuffs,1602,Other Prepared Meat,2018,16761.0,0.24
4,Foodstuffs,1604,Processed Fish,2018,536489.0,-0.85
4,Foodstuffs,1605,Processed Crustaceans,2018,3280201.0,-1.47
4,Foodstuffs,1701,Raw Sugar,2018,23917.0,-1.77
4,Foodstuffs,1702,Other Sugars,2018,198366.0,-0.09
4,Foodstuffs,1704,Confectionery Sugar,2018,8114147.0,-0.89
4,Foodstuffs,1803,Cocoa Paste,2018,18418.0,-1.31
4,Foodstuffs,1805,Cocoa Powder,2018,318.0,-0.78
4,Foodstuffs,1806,Chocolate,2018,92787660.0,0.02
4,Foodstuffs,1901,Malt Extract,2018,1556419.0,-0.19
4,Foodstuffs,1902,Pasta,2018,307308.0,-0.82
4,Foodstuffs,1904,Prepared Cereals,2018,1070206.0,-0.54
4,Foodstuffs,1905,Baked Goods,2018,21152943.0,-0.46
4,Foodstuffs,2001,Pickled Foods,2018,143525.0,-0.69
4,Foodstuffs,2002,Processed Tomatoes,2018,50.0,-1.09
4,Foodstuffs,2003,Processed Mushrooms,2018,156.0,0.35
4,Foodstuffs,2005,Other Processed Vegetables,2018,255723.0,-0.65
4,Foodstuffs,2006,Sugar Preserved Foods,2018,8060.0,
4,Foodstuffs,2007,Jams,2018,289181.0,-0.81
4,Foodstuffs,2008,Other Processed Fruits and Nuts,2018,535879.0,-1.0
4,Foodstuffs,2009,Fruit Juice,2018,525976.0,-0.92
4,Foodstuffs,2101,Coffee and Tea Extracts,2018,694551.0,-0.73
4,Foodstuffs,2102,Yeast,2018,2618.0,-0.17
4,Foodstuffs,2103,Sauces and Seasonings,2018,207152.0,-0.22
4,Foodstuffs,2104,Soups and Broths,2018,9838.0,-0.37
4,Foodstuffs,2105,Ice Cream,2018,4065628.0,-0.33
4,Foodstuffs,2106,Other Edible Preparations,2018,4043314.0,-0.21
4,Foodstuffs,2201,Water,2018,2164634.0,-0.9
4,Foodstuffs,2202,Flavored Water,2018,5154100.0,-0.68
4,Foodstuffs,2203,Beer,2018,20942345.0,-0.56
4,Foodstuffs,2204,Wine,2018,1479141.0,-0.68
4,Foodstuffs,2205,Vermouth,2018,3656.0,
4,Foodstuffs,2206,Other Fermented Beverages,2018,162680.0,0.06
4,Foodstuffs,2208,Hard Liquor,2018,3068494.0,-1.01
4,Foodstuffs,2209,Vinegar,2018,82761.0,-0.26
4,Foodstuffs,2301,Animal Meal and Pellets,2018,49598732.0,-1.16
4,Foodstuffs,2302,Bran,2018,4086133.0,-1.81
4,Foodstuffs,2303,Starch Residue,2018,11530.0,-0.09
4,Foodstuffs,2401,Raw Tobacco,2018,7914035.0,-1.92
4,Foodstuffs,2402,Rolled Tobacco,2018,957109.0,-0.9
5,Mineral Products,2501,Salt,2018,455148.0,-1.32
5,Mineral Products,2503,Sulphur,2018,37102767.0,-1.16
5,Mineral Products,2504,Graphite,2018,241.0,
5,Mineral Products,2505,Sand,2018,180472.0,-1.0
5,Mineral Products,2506,Quartz,2018,282291.0,
5,Mineral Products,2507,Kaolin,2018,249.0,-0.41
5,Mineral Products,2508,Clays,2018,451.0,-0.6
5,Mineral Products,2512,Siliceous Fossil Meals,2018,8478.0,
5,Mineral Products,2514,Slate,2018,8422.0,
5,Mineral Products,2515,"Marble, Travertine and Alabaster",2018,264142.0,-1.24
5,Mineral Products,2519,Magnesium Carbonate,2018,8894070.0,-0.29
5,Mineral Products,2520,Gypsum,2018,4957.0,-1.37
5,Mineral Products,2523,Cement,2018,499.0,-1.16
5,Mineral Products,2524,Asbestos,2018,34718920.0,
5,Mineral Products,2525,Mica,2018,53257.0,
5,Mineral Products,2526,Soapstone,2018,91.0,-0.23
5,Mineral Products,2530,Other Mineral,2018,15835296.0,-1.52
5,Mineral Products,2601,Iron Ore,2018,216185667.0,-1.32
5,Mineral Products,2603,Copper Ore,2018,154149405.0,-1.92
5,Mineral Products,2604,Nickel Ore,2018,38197437.0,-1.77
5,Mineral Products,2607,Lead Ore,2018,356456047.0,-1.6
5,Mineral Products,2608,Zinc Ore,2018,280411738.0,-1.53
5,Mineral Products,2609,Tin Ores,2018,2144136.0,-2.84
5,Mineral Products,2610,Chromium Ore,2018,292549.0,-2.67
5,Mineral Products,2611,Tungsten Ore,2018,12233474.0,
5,Mineral Products,2615,"Niobium, Tantalum, Vanadium and Zirconium Ore",2018,2348668.0,-2.43
5,Mineral Products,2616,Precious Metal Ore,2018,295428296.0,-1.67
5,Mineral Products,2617,Other Ores,2018,49113453.0,
5,Mineral Products,2620,"Non-Iron and Steel Slag, Ash and Residues",2018,130270.0,-0.73
5,Mineral Products,2701,Coal Briquettes,2018,1872967931.0,-1.55
5,Mineral Products,2702,Lignite,2018,236472492.0,-1.35
5,Mineral Products,2703,Peat,2018,635248.0,-0.28
5,Mineral Products,2707,Coal Tar Oil,2018,15231187.0,-0.07
5,Mineral Products,2709,Crude Petroleum,2018,35123588710.0,-2.6
5,Mineral Products,2710,Refined Petroleum,2018,3590519978.0,-0.76
5,Mineral Products,2711,Petroleum Gas,2018,210570236.0,-1.66
5,Mineral Products,2712,Petroleum Jelly,2018,719.0,0.2
5,Mineral Products,2713,Petroleum Coke,2018,47605636.0,-0.74
5,Mineral Products,2715,Asphalt Mixtures,2018,61971.0,-0.49
5,Mineral Products,2716,Electricity,2018,138348238.0,-0.85
6,Chemical Products,2801,Halogens,2018,256.0,-0.79
6,Chemical Products,2802,Sulfur,2018,723.0,
6,Chemical Products,2803,Carbon,2018,547424.0,0.2
6,Chemical Products,2804,Hydrogen,2018,3325561.0,0.14
6,Chemical Products,2805,"Alkali, alkaline-earth, rare-earth metals, scandium, yttrium, and mercury",2018,168365.0,
6,Chemical Products,2810,Boron,2018,24665037.0,-0.8
6,Chemical Products,2811,Other Inorganic Acids,2018,55796.0,1.16
6,Chemical Products,2812,Halides,2018,1661.0,1.35
6,Chemical Products,2813,Nonmetal Sulfides,2018,482.0,
6,Chemical Products,2814,Ammonia,2018,15407947.0,-1.27
6,Chemical Products,2815,Sodium or Potassium Peroxides,2018,1222.0,0.06
6,Chemical Products,2816,Magnesium Hydroxide and Peroxide,2018,4498134.0,
6,Chemical Products,2818,Aluminium Oxide,2018,18672.0,-0.22
6,Chemical Products,2819,Chromium Oxides and Hydroxides,2018,315200.0,
6,Chemical Products,2821,Iron Oxides and Hydroxides,2018,56.0,0.24
6,Chemical Products,2822,Cobalt Oxides and Hydroxides,2018,992.0,-0.95
6,Chemical Products,2825,Inorganic Salts,2018,2961501.0,-0.18
6,Chemical Products,2826,Fluorides,2018,68975.0,-0.38
6,Chemical Products,2827,Chlorides,2018,18052.0,0.32
6,Chemical Products,2829,Chlorates and Perchlorates,2018,3452.0,0.2
6,Chemical Products,2830,Sulfides,2018,37118.0,
6,Chemical Products,2833,Sulfates,2018,45448.0,-0.31
6,Chemical Products,2834,Nitrites and Nitrates,2018,114830.0,-0.02
6,Chemical Products,2836,Carbonates,2018,160010.0,-0.31
6,Chemical Products,2839,Silicates,2018,603.0,
6,Chemical Products,2841,Oxometallic or Peroxometallic Acid Salts,2018,5280.0,0.24
6,Chemical Products,2842,Other Inorganic Acids Salts,2018,124090.0,1.42
6,Chemical Products,2843,Precious Metal Compounds,2018,1343.0,0.65
6,Chemical Products,2844,Radioactive Chemicals,2018,134841124.0,-0.25
6,Chemical Products,2845,Other Isotopes,2018,2016375.0,
6,Chemical Products,2846,Rare-Earth Metal Compounds,2018,146098.0,0.27
6,Chemical Products,2849,Carbides,2018,16100.0,0.42
6,Chemical Products,2850,Hydrides and other anions,2018,58420.0,1.05
6,Chemical Products,2853,Other inorganic compounds,2018,155648.0,
6,Chemical Products,2901,Acyclic Hydrocarbons,2018,1109288.0,0.35
6,Chemical Products,2902,Cyclic Hydrocarbons,2018,8194957.0,0.79
6,Chemical Products,2903,Halogenated Hydrocarbons,2018,796145.0,0.81
6,Chemical Products,2904,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",2018,1953.0,-0.25
6,Chemical Products,2905,"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)",2018,10175898.0,0.45
6,Chemical Products,2906,Cyclic Alcohols,2018,50455.0,0.41
6,Chemical Products,2907,Phenols,2018,4820436.0,1.11
6,Chemical Products,2908,Phenol Derivatives,2018,255.0,1.0
6,Chemical Products,2909,Ethers,2018,1145.0,0.57
6,Chemical Products,2911,Acetals and Hemiacetals,2018,152.0,
6,Chemical Products,2912,"Aldehydes, cyclic polymers, and paraformaldehyde",2018,139.0,1.22
6,Chemical Products,2913,Halogenated aldehyde derivatives (heading 2912),2018,112.0,
6,Chemical Products,2914,Ketones and Quinones,2018,24274.0,0.95
6,Chemical Products,2915,Saturated Acyclic Monocarboxylic Acids,2018,125510.0,0.9
6,Chemical Products,2916,Unsaturated Acyclic Monocarboxylic Acids,2018,8648.0,0.72
6,Chemical Products,2917,Polycarboxylic Acids,2018,266280.0,0.65
6,Chemical Products,2918,Carboxylic Acids,2018,1383.0,0.81
6,Chemical Products,2920,Other Esters,2018,622906.0,1.28
6,Chemical Products,2921,Amine Compounds,2018,2573.0,1.09
6,Chemical Products,2922,Oxygen Amino Compounds,2018,69710.0,0.66
6,Chemical Products,2923,Quaternary Ammonium Salts and Hydroxides,2018,1479110.0,0.65
6,Chemical Products,2924,Carboxyamide Compounds,2018,112853.0,0.69
6,Chemical Products,2925,Carboxyimide Compounds,2018,112839.0,0.8
6,Chemical Products,2926,Nitrile Compounds,2018,5169246.0,0.98
6,Chemical Products,2927,"Diazo, Azo or Aoxy Compounds",2018,27.0,0.71
6,Chemical Products,2928,Hydrazine or Hydroxylamine Derivatives,2018,482.0,1.11
6,Chemical Products,2929,Other Nitrogen Compounds,2018,5699.0,0.79
6,Chemical Products,2930,Organo-Sulfur Compounds,2018,12771.0,0.65
6,Chemical Products,2931,Other Organo-Inorganic Compounds,2018,1864380.0,1.33
6,Chemical Products,2932,Oxygen Heterocyclic Compounds,2018,12708.0,0.86
6,Chemical Products,2933,Nitrogen Heterocyclic Compounds,2018,198424752.0,1.09
6,Chemical Products,2934,Nucleic Acids,2018,22962.0,1.01
6,Chemical Products,2935,Sulfonamides,2018,470.0,1.0
6,Chemical Products,2938,Glycosides,2018,97907.0,-0.06
6,Chemical Products,2939,Vegetable Alkaloids,2018,296821.0,0.55
6,Chemical Products,2941,Antibiotics,2018,96347.0,0.73
6,Chemical Products,2942,Other Organic Compounds,2018,22844.0,0.07
6,Chemical Products,3001,Glands and Other Organs,2018,10.0,0.56
6,Chemical Products,3002,"Vaccines, blood, antisera, toxins and cultures",2018,1219979.0,0.54
6,Chemical Products,3004,Packaged Medicaments,2018,10441.0,0.24
6,Chemical Products,3005,Bandages,2018,8368.0,0.53
6,Chemical Products,3006,Special Pharmaceuticals,2018,86191.0,0.42
6,Chemical Products,3101,Animal or Vegetable Fertilizers,2018,101665.0,-0.83
6,Chemical Products,3102,Nitrogenous Fertilizers,2018,12880100.0,-0.85
6,Chemical Products,3104,Potassic Fertilizers,2018,328818589.0,-1.01
6,Chemical Products,3105,Mixed Mineral or Chemical Fertilizers,2018,258738751.0,-1.21
6,Chemical Products,3203,Vegetable or Animal Dyes,2018,4020.0,-0.35
6,Chemical Products,3204,Synthetic Coloring Matter,2018,6185.0,0.43
6,Chemical Products,3206,Other Coloring Matter,2018,259.0,0.66
6,Chemical Products,3207,Prepared Pigments,2018,244616.0,0.37
6,Chemical Products,3208,Nonaqueous Paints,2018,2494.0,0.16
6,Chemical Products,3209,Aqueous Paints,2018,1150.0,0.11
6,Chemical Products,3212,Nonaqueous Pigments,2018,473323.0,1.02
6,Chemical Products,3213,Artistry Paints,2018,432201.0,
6,Chemical Products,3214,Glaziers Putty,2018,183964.0,0.22
6,Chemical Products,3215,Ink,2018,5368.0,0.71
6,Chemical Products,3301,Essential Oils,2018,70453.0,-1.01
6,Chemical Products,3302,Scented Mixtures,2018,34966.0,0.21
6,Chemical Products,3303,Perfumes,2018,3099.0,-0.23
6,Chemical Products,3304,Beauty Products,2018,3981656.0,0.4
6,Chemical Products,3305,Hair Products,2018,853785.0,0.19
6,Chemical Products,3306,Dental Products,2018,1773428.0,-0.13
6,Chemical Products,3307,Shaving Products,2018,67488.0,0.1
6,Chemical Products,3401,Soap,2018,393541.0,-1.24
6,Chemical Products,3402,Cleaning Products,2018,397804.0,0.16
6,Chemical Products,3403,Lubricating Products,2018,501607.0,1.34
6,Chemical Products,3404,Waxes,2018,45530.0,0.43
6,Chemical Products,3405,Polishes and Creams,2018,4999.0,1.05
6,Chemical Products,3407,Pastes and Waxes,2018,1594.0,0.89
6,Chemical Products,3504,Peptones,2018,3662.0,0.57
6,Chemical Products,3506,Glues,2018,6687.0,0.59
6,Chemical Products,3507,Enzymes,2018,108397.0,0.86
6,Chemical Products,3603,Detonating Fuses,2018,279204.0,-0.71
6,Chemical Products,3701,Photographic Plates,2018,370.0,1.51
6,Chemical Products,3706,"Motion-picture film, exposed and developed",2018,30133.0,
6,Chemical Products,3801,Artificial Graphite,2018,1755430.0,1.19
6,Chemical Products,3802,Activated Carbon,2018,118812.0,-0.6
6,Chemical Products,3803,Tall Oil,2018,2393.0,
6,Chemical Products,3804,Wood Pulp Lyes,2018,1107556.0,
6,Chemical Products,3805,Turpentine,2018,1815881.0,
6,Chemical Products,3806,Rosin,2018,2994343.0,-0.21
6,Chemical Products,3808,Pesticides,2018,92373.0,-0.07
6,Chemical Products,3810,Metal Pickling Preparations,2018,4887.0,1.49
6,Chemical Products,3811,Antiknock,2018,66872.0,0.7
6,Chemical Products,3812,Prepared Rubber Accelerators,2018,24846.0,1.08
6,Chemical Products,3813,Fire Extinguishers Preparations,2018,91609.0,
6,Chemical Products,3814,Organic Composite Solvents,2018,806.0,-0.26
6,Chemical Products,3815,Reaction and Catalytic Products,2018,5603279.0,1.0
6,Chemical Products,3818,Disc Chemicals for Electronics,2018,82535455.0,1.72
6,Chemical Products,3819,Hydraulic Brake Fluid,2018,2759020.0,-0.09
6,Chemical Products,3820,Antifreeze,2018,2.0,0.22
6,Chemical Products,3821,Micro-Organism Culture Preparations,2018,435.0,1.1
6,Chemical Products,3822,Laboratory Reagents,2018,205342.0,0.77
6,Chemical Products,3823,"Industrial Fatty Acids, Oils and Alcohols",2018,130264.0,0.29
6,Chemical Products,3824,Prepr binder for foundry,2018,2185003.0,
7,Plastics and Rubbers,3901,Ethylene Polymers,2018,84802068.0,0.39
7,Plastics and Rubbers,3902,Propylene Polymers,2018,55024924.0,0.67
7,Plastics and Rubbers,3903,Styrene Polymers,2018,1106713.0,0.94
7,Plastics and Rubbers,3904,Vinyl Chloride Polymers,2018,1638742.0,0.53
7,Plastics and Rubbers,3905,Other Vinyl Polymers,2018,11200.0,1.02
7,Plastics and Rubbers,3906,Acrylic Polymers,2018,84294.0,1.34
7,Plastics and Rubbers,3907,Polyacetals,2018,41996619.0,0.87
7,Plastics and Rubbers,3908,Polyamides,2018,69369316.0,1.53
7,Plastics and Rubbers,3909,Amino-resins,2018,10.0,0.9
7,Plastics and Rubbers,3910,Silicone,2018,291223.0,1.61
7,Plastics and Rubbers,3911,Petroleum Resins,2018,20040.0,1.24
7,Plastics and Rubbers,3912,Cellulose,2018,133.0,0.68
7,Plastics and Rubbers,3913,Natural Polymers,2018,24408.0,0.84
7,Plastics and Rubbers,3914,Polymer Ion-Exchangers,2018,70058.0,1.32
7,Plastics and Rubbers,3916,Monofilament,2018,686446.0,0.25
7,Plastics and Rubbers,3917,Plastic Pipes,2018,216619.0,0.05
7,Plastics and Rubbers,3918,Plastic Floor Coverings,2018,9875.0,0.51
7,Plastics and Rubbers,3919,Self-adhesive Plastics,2018,76394.0,0.98
7,Plastics and Rubbers,3920,Raw Plastic Sheeting,2018,215827.0,0.7
7,Plastics and Rubbers,3921,Other Plastic Sheetings,2018,89577.0,0.57
7,Plastics and Rubbers,3922,Plastic Wash Basins,2018,5251.0,0.22
7,Plastics and Rubbers,3923,Plastic Lids,2018,1420587.0,-0.29
7,Plastics and Rubbers,3924,Plastic Housewares,2018,87099.0,-0.77
7,Plastics and Rubbers,3925,Plastic Building Materials,2018,45419.0,0.04
7,Plastics and Rubbers,3926,Other Plastic Products,2018,417065.0,-0.23
7,Plastics and Rubbers,4002,Synthetic Rubber,2018,206544203.0,0.98
7,Plastics and Rubbers,4003,Reclaimed Rubber,2018,13173.0,
7,Plastics and Rubbers,4005,Compounded Unvulcanised Rubber,2018,46752.0,0.57
7,Plastics and Rubbers,4006,Unvulcanised Rubber Products,2018,156.0,
7,Plastics and Rubbers,4007,Rubber Thread,2018,24.0,-0.12
7,Plastics and Rubbers,4008,Rubber Sheets,2018,13236.0,0.76
7,Plastics and Rubbers,4009,Rubber Pipes,2018,373998.0,0.68
7,Plastics and Rubbers,4010,Rubber Belting,2018,23158.0,0.76
7,Plastics and Rubbers,4011,Rubber Tires,2018,7690177.0,0.08
7,Plastics and Rubbers,4012,Used Rubber Tires,2018,6375.0,0.02
7,Plastics and Rubbers,4013,Rubber Inner Tubes,2018,12.0,
7,Plastics and Rubbers,4015,Rubber Apparel,2018,707.0,-0.92
7,Plastics and Rubbers,4016,Other Rubber Products,2018,1169980.0,0.5
7,Plastics and Rubbers,4017,Hard Rubber,2018,90.0,
8,Animal Hides,4104,Tanned Equine and Bovine Hides,2018,1211686.0,-1.13
8,Animal Hides,4107,Leather of Other Animals,2018,18391994.0,
8,Animal Hides,4202,Trunks and Cases,2018,14467.0,-0.96
8,Animal Hides,4203,Leather Apparel,2018,2590.0,-1.11
8,Animal Hides,4205,Other Leather Articles,2018,27703.0,-0.33
8,Animal Hides,4301,Raw Furskins,2018,882528.0,0.33
8,Animal Hides,4302,Tanned Furskins,2018,183217.0,-0.3
8,Animal Hides,4303,Furskin Apparel,2018,36973.0,-0.4
8,Animal Hides,4304,Artificial Fur,2018,657.0,
9,Wood Products,4401,Fuel Wood,2018,4211112.0,-0.54
9,Wood Products,4402,Wood Charcoal,2018,1665759.0,-1.95
9,Wood Products,4403,Rough Wood,2018,1099058368.0,-1.29
9,Wood Products,4404,Wood Stakes,2018,745090.0,
9,Wood Products,4406,Railroad Ties,2018,1350177.0,
9,Wood Products,4407,Sawn Wood,2018,2343190871.0,-0.99
9,Wood Products,4408,Veneer Sheets,2018,29369627.0,-0.8
9,Wood Products,4409,Shaped Wood,2018,409193.0,-0.79
9,Wood Products,4410,Particle Board,2018,4150320.0,0.02
9,Wood Products,4411,Wood Fiberboard,2018,210617.0,-0.06
9,Wood Products,4412,Plywood,2018,23339610.0,-1.27
9,Wood Products,4413,Densified Wood,2018,606449.0,
9,Wood Products,4415,Wood Crates,2018,48215.0,0.12
9,Wood Products,4417,Wooden Tool Handles,2018,10269.0,
9,Wood Products,4418,Wood Carpentry,2018,2699522.0,0.01
9,Wood Products,4419,Wood Kitchenware,2018,9701087.0,-0.61
9,Wood Products,4420,Wood Ornaments,2018,230834.0,-1.18
9,Wood Products,4421,Other Wood Articles,2018,9067974.0,-0.73
9,Wood Products,4602,Basketwork,2018,1119.0,-1.95
10,Paper Goods,4703,Sulfate Chemical Woodpulp,2018,1024242947.0,0.21
10,Paper Goods,4704,Sulfite Chemical Woodpulp,2018,6350291.0,
10,Paper Goods,4705,Semi chemical Woodpulp,2018,12191637.0,-0.12
10,Paper Goods,4706,Recovered Paper Pulp,2018,8988355.0,
10,Paper Goods,4707,Recovered Paper,2018,2246675.0,-0.22
10,Paper Goods,4801,Newsprint,2018,73285315.0,0.68
10,Paper Goods,4802,Uncoated Paper,2018,1619990.0,0.47
10,Paper Goods,4803,Tissue,2018,3792.0,-0.67
10,Paper Goods,4804,Kraft Paper,2018,134029014.0,-0.06
10,Paper Goods,4805,Other Uncoated Paper,2018,2638928.0,0.0
10,Paper Goods,4806,Vegetable Parchment,2018,367123.0,1.03
10,Paper Goods,4807,Composite Paper,2018,2.0,0.03
10,Paper Goods,4808,Corrugated Paper,2018,87761.0,-0.17
10,Paper Goods,4810,Kaolin Coated Paper,2018,777210.0,0.81
10,Paper Goods,4811,Cellulose Fibers Paper,2018,119600.0,0.52
10,Paper Goods,4814,Wallpaper,2018,276811.0,0.44
10,Paper Goods,4817,Letter Stock,2018,572.0,-0.17
10,Paper Goods,4818,Toilet Paper,2018,36977.0,-0.08
10,Paper Goods,4819,Paper Containers,2018,99963.0,-0.44
10,Paper Goods,4820,Paper Notebooks,2018,10692.0,-0.72
10,Paper Goods,4821,Paper Labels,2018,1490.0,-0.25
10,Paper Goods,4823,Shaped Paper,2018,49730.0,0.24
10,Paper Goods,4901,Brochures,2018,12411655.0,0.25
10,Paper Goods,4902,Newspapers,2018,1065355.0,0.68
10,Paper Goods,4903,Children's Picture Books,2018,1.0,-0.29
10,Paper Goods,4905,Maps,2018,2485.0,
10,Paper Goods,4906,Architectural Plans,2018,1195000.0,
10,Paper Goods,4907,Documents of title (bonds etc) and unused stamps,2018,5855.0,-1.03
10,Paper Goods,4908,Decals,2018,69285.0,0.66
10,Paper Goods,4909,Postcards,2018,15.0,0.97
10,Paper Goods,4910,Calendars,2018,3545.0,
10,Paper Goods,4911,Other Printed Material,2018,401064.0,0.47
11,Textiles,5004,Non-Retail Silk Yarn,2018,1700.0,
11,Textiles,5006,Retail Silk Yarn,2018,317.0,
11,Textiles,5101,Wool,2018,6079436.0,-1.4
11,Textiles,5102,Animal Hair,2018,34339.0,-1.33
11,Textiles,5103,Wool or Animal Hair Waste,2018,18968.0,
11,Textiles,5205,Non-Retail Pure Cotton Yarn,2018,887369.0,-1.52
11,Textiles,5301,Flax Fibers,2018,2044905.0,
11,Textiles,5309,Flax Woven Fabric,2018,141536.0,0.38
11,Textiles,5402,Non-Retail Synthetic Filament Yarn,2018,439361.0,0.09
11,Textiles,5407,Synthetic Filament Yarn Woven Fabric,2018,366.0,-0.16
11,Textiles,5408,Artificial Filament Yarn Woven Fabric,2018,13513.0,
11,Textiles,5501,Synthetic Filament Tow,2018,442443.0,0.18
11,Textiles,5502,Artificial Filament Tow,2018,351141.0,1.12
11,Textiles,5503,Unprocessed Synthetic Staple Fibers,2018,322198.0,0.57
11,Textiles,5506,Processed Synthetic Staple Fibers,2018,2160.0,
11,Textiles,5601,Wadding,2018,2310.0,-0.32
