t,i,j,k,v,q
2021,156,643,710122,341.417,0.372
2021,156,643,710310,20.326,0.962
2021,156,643,710391,0.041,
2021,156,643,710399,750.315,0.792
2021,156,643,710410,217.226,0.019
2021,156,643,710420,3725.35,142.627
2021,156,643,710490,1843.051,4.137
2021,156,643,710510,2844.01,9.292
2021,156,643,710691,0.119,
2021,156,643,710692,339.566,1.327
2021,156,643,710700,2.902,0.038
2021,156,643,710813,0.016,
2021,156,643,711311,39317.629,20.502
2021,156,643,711319,10583.149,0.256
2021,156,643,711320,0.582,0.008
2021,156,643,711590,42.277,0.008
2021,156,643,711610,531.867,2.108
2021,156,643,711620,3998.292,31.365
2021,156,643,711711,224.319,1.641
2021,156,643,711719,15995.247,455.907
2021,156,643,711790,6026.511,414.214
2021,156,643,711810,4.699,0.7
2021,156,643,720211,83.768,2.5
2021,156,643,720219,85.655,34.968
2021,156,643,720221,225.309,104.314
2021,156,643,720229,396.86,193.086
2021,156,643,720249,53.684,29.462
2021,156,643,720250,1.247,0.02
2021,156,643,720299,13508.478,6064.471
2021,156,643,720390,24.169,2.394
2021,156,643,720441,3.496,1.666
2021,156,643,720449,5.589,22.62
2021,156,643,720510,36.767,39.03
2021,156,643,720521,1151.866,207.873
2021,156,643,720529,1609.485,732.39
2021,156,643,720610,0.286,0.04
2021,156,643,720690,459.997,460.321
2021,156,643,720711,2.431,0.016
2021,156,643,720712,1.295,0.882
2021,156,643,720720,85.673,26.442
2021,156,643,720839,26.71,11.833
2021,156,643,720840,188.811,182.191
2021,156,643,720851,455.006,439.752
2021,156,643,720852,188.877,203.66
2021,156,643,720853,81.635,77.183
2021,156,643,720854,32.41,3.883
2021,156,643,720890,25.028,16.69
2021,156,643,720915,38.442,6.739
2021,156,643,720916,60.346,8.575
2021,156,643,720917,13.639,14.269
2021,156,643,720918,15183.808,21248.178
2021,156,643,720925,18.26,34.493
2021,156,643,720926,47.755,3.547
2021,156,643,720927,21.01,13.265
2021,156,643,720990,34.808,24.939
2021,156,643,721012,36451.069,33480.74
2021,156,643,721030,1451.481,1084.855
2021,156,643,721041,1534.155,1348.02
2021,156,643,721049,62029.863,58445.986
2021,156,643,721050,2056.421,1508.451
2021,156,643,721061,18115.456,5166.121
2021,156,643,721069,48564.441,64888.004
2021,156,643,721070,180184.097,151081.499
2021,156,643,721090,1077.125,101.246
2021,156,643,721113,15.864,17.53
2021,156,643,721114,9.895,13.101
2021,156,643,721119,352.707,338.428
2021,156,643,721123,458.857,432.294
2021,156,643,721129,390.684,568.636
2021,156,643,721190,225.845,177.11
2021,156,643,721210,32.704,20.45
2021,156,643,721220,2595.708,1936.506
2021,156,643,721230,1959.929,391.874
2021,156,643,721240,5973.477,3165.684
2021,156,643,721250,389.503,674.951
2021,156,643,721260,62.312,17.881
2021,156,643,721320,0.002,0.003
2021,156,643,721391,1.952,2.391
2021,156,643,721399,0.016,0.01
2021,156,643,721410,51.398,14.392
2021,156,643,721420,122.38,191.338
2021,156,643,721491,1.118,1.509
2021,156,643,721499,197.838,128.54
2021,156,643,721510,0.001,0.001
2021,156,643,721550,284.999,285.694
2021,156,643,721590,644.404,334.433
2021,156,643,721610,205.496,147.387
2021,156,643,721621,30.739,28.804
2021,156,643,721631,241.241,234.134
2021,156,643,721632,418.26,584.167
2021,156,643,721633,174.636,71.058
2021,156,643,721640,11.977,11.244
2021,156,643,721650,59.89,62.064
2021,156,643,721661,1107.555,890.549
2021,156,643,721669,29.405,25.01
2021,156,643,721691,15099.758,26426.697
2021,156,643,721699,187.591,132.911
2021,156,643,721710,2097.385,1597.773
2021,156,643,721720,10563.321,4409.368
2021,156,643,721730,13371.079,9608.497
2021,156,643,721790,969.724,474.81
2021,156,643,721810,0.806,0.158
2021,156,643,721891,1.348,0.104
2021,156,643,721899,118.701,19.876
2021,156,643,721911,620.784,151.551
2021,156,643,721912,3375.204,988.24
2021,156,643,721913,8496.735,2084.979
2021,156,643,721914,2380.631,1226.69
2021,156,643,721921,9893.754,3030.726
2021,156,643,721922,42418.354,11754.612
2021,156,643,721923,17914.828,5853.087
2021,156,643,721924,334.742,103.656
2021,156,643,721931,4300.063,1360.101
2021,156,643,721932,36928.31,13921.043
2021,156,643,721933,165129.373,67447.816
2021,156,643,721934,198842.221,90577.893
2021,156,643,721935,20563.169,9218.547
2021,156,643,721990,16229.1,2422.537
2021,156,643,722011,355.686,188.619
2021,156,643,722012,2024.885,632.939
2021,156,643,722020,22694.915,7891.53
2021,156,643,722090,2941.69,784.139
2021,156,643,722100,977.403,260.134
2021,156,643,722211,1155.073,224.115
2021,156,643,722219,234.143,36.721
2021,156,643,722220,3671.559,1483.471
2021,156,643,722230,1821.823,327.743
2021,156,643,722240,2158.079,711.525
2021,156,643,722300,7174.2,2035.911
2021,156,643,722410,16.299,0.741
2021,156,643,722490,297.918,135.362
2021,156,643,722511,60.33,2.011
2021,156,643,722540,2466.219,1200.399
2021,156,643,722550,221.002,12.432
2021,156,643,722592,85.799,69.164
2021,156,643,722599,122.752,67.136
2021,156,643,722619,39.797,5.6
2021,156,643,722620,188.279,151.116
2021,156,643,722691,108.196,48.123
2021,156,643,722692,598.504,267.364
2021,156,643,722699,2564.567,199.293
2021,156,643,722720,122.124,104.592
2021,156,643,722790,3.103,2.152
2021,156,643,722810,3024.762,348.159
2021,156,643,722820,179.512,115.921
2021,156,643,722830,1031.947,337.551
2021,156,643,722840,2249.326,1060.295
2021,156,643,722850,75.295,26.187
2021,156,643,722860,288.567,36.253
2021,156,643,722870,654.314,335.014
2021,156,643,722880,276.539,225.669
2021,156,643,722920,36230.158,27976.635
2021,156,643,722990,1805.941,1263.975
2021,156,643,730110,2663.477,3206.195
2021,156,643,730120,195.216,52.544
2021,156,643,730210,867.823,753.722
2021,156,643,730240,32.886,4.287
2021,156,643,730290,15.145,2.61
2021,156,643,730300,5824.394,5317.893
2021,156,643,730411,6439.332,567.441
2021,156,643,730419,10260.302,1615.16
2021,156,643,730422,43.556,0.804
2021,156,643,730423,19116.069,7283.831
2021,156,643,730424,0.92,0.107
2021,156,643,730429,7551.933,4022.934
2021,156,643,730431,10136.976,7339.801
2021,156,643,730439,6246.632,4807.452
2021,156,643,730441,52822.825,8232.209
2021,156,643,730449,10442.946,4897.044
2021,156,643,730451,7182.838,2280.3
2021,156,643,730459,35163.937,16007.454
2021,156,643,730490,4185.45,1012.538
2021,156,643,730511,108.893,63.867
2021,156,643,730512,751.369,662.109
2021,156,643,730520,2077.56,714.216
2021,156,643,730531,3043.309,1444.242
2021,156,643,730539,858.714,171.811
2021,156,643,730590,2042.782,141.091
2021,156,643,730611,16024.102,747.401
2021,156,643,730619,557.498,539.416
2021,156,643,730621,203.72,10.301
2021,156,643,730629,2040.421,669.169
2021,156,643,730630,27913.296,15906.094
2021,156,643,730640,16363.627,5074.512
2021,156,643,730650,531.962,211.056
2021,156,643,730661,8285.93,3916.696
2021,156,643,730669,3314.444,2016.309
2021,156,643,730690,4480.999,1401.244
2021,156,643,730711,8342.407,1369.405
2021,156,643,730719,12291.739,5173.836
2021,156,643,730721,11958.17,1729.957
2021,156,643,730722,903.357,31.808
2021,156,643,730723,16276.536,1843.473
2021,156,643,730729,11885.092,1008.437
2021,156,643,730791,23518.262,12955.102
2021,156,643,730792,4508.018,348.25
2021,156,643,730793,22180.77,10803.17
2021,156,643,730799,33132.398,8435.41
2021,156,643,730810,430.273,84.631
2021,156,643,730820,8301.143,3024.564
2021,156,643,730830,26283.544,13911.71
2021,156,643,730840,13823.921,10237.241
2021,156,643,730890,61166.566,25399.8
2021,156,643,730900,8487.564,1550.666
2021,156,643,731010,1749.245,461.678
2021,156,643,731021,3260.388,151.261
2021,156,643,731029,14358.309,2741.038
2021,156,643,731100,35547.26,6500.212
2021,156,643,731210,28675.312,13808.194
2021,156,643,731290,1196.539,247.47
2021,156,643,731300,114.973,68.427
2021,156,643,731412,89.81,23.775
2021,156,643,731414,4872.387,631.985
2021,156,643,731419,854.217,516.704
2021,156,643,731420,1142.929,837.783
2021,156,643,731431,1708.006,1013.943
2021,156,643,731439,978.694,442.18
2021,156,643,731441,3330.147,2025.854
2021,156,643,731442,595.243,247.582
2021,156,643,731449,4851.827,1910.916
2021,156,643,731450,140.9,61.995
2021,156,643,731511,25533.724,9915.259
2021,156,643,731512,12643.977,8120.799
2021,156,643,731519,2133.61,1146.859
2021,156,643,731520,2853.128,1417.45
2021,156,643,731581,1269.815,164.836
2021,156,643,731582,12766.932,10176.756
2021,156,643,731589,1273.191,392.737
2021,156,643,731590,746.027,357.835
2021,156,643,731600,1111.699,391.105
2021,156,643,731700,9448.714,3323.016
2021,156,643,731811,5605.084,5464.506
2021,156,643,731812,21940.409,21944.216
2021,156,643,731813,2196.19,692.094
2021,156,643,731814,181373.437,120447.316
2021,156,643,731815,158628.192,87057.494
2021,156,643,731816,63024.903,33381.032
2021,156,643,731819,52703.901,14706.798
2021,156,643,731821,3856.115,2595.99
2021,156,643,731822,26573.577,18299.594
2021,156,643,731823,2716.93,292.814
2021,156,643,731824,3718.469,246.808
2021,156,643,731829,10294.824,4066.078
2021,156,643,731940,503.85,81.574
2021,156,643,731990,2173.834,186.678
2021,156,643,732010,5670.442,3947.183
2021,156,643,732020,11340.554,4356.441
2021,156,643,732090,2344.214,293.223
2021,156,643,732111,31705.498,6138.088
2021,156,643,732112,200.379,21.224
2021,156,643,732119,6573.477,1578.603
2021,156,643,732181,5652.139,831.483
2021,156,643,732182,125.631,10.357
2021,156,643,732189,1569.566,695.816
2021,156,643,732190,5332.986,1284.993
2021,156,643,732211,13372.336,3327.123
2021,156,643,732219,28917.233,10927.757
2021,156,643,732290,8667.956,2012.949
2021,156,643,732310,4799.04,1490.257
2021,156,643,732391,4660.256,1784.497
2021,156,643,732392,1452.176,357.868
2021,156,643,732393,133677.219,26363.385
2021,156,643,732394,6165.989,1661.003
2021,156,643,732399,63165.404,18887.023
2021,156,643,732410,18281.075,3294.656
2021,156,643,732421,5788.198,2961.261
2021,156,643,732429,1731.978,931.133
2021,156,643,732490,20397.632,2979.593
2021,156,643,732510,17736.659,8886.546
2021,156,643,732591,1257.826,247.383
2021,156,643,732599,26645.995,7215.955
2021,156,643,732611,14415.113,13203.783
2021,156,643,732619,9858.263,6353.611
2021,156,643,732620,15940.174,4715.372
2021,156,643,732690,191620.919,50146.56
2021,156,643,740319,0.065,
2021,156,643,740400,4.0,0.032
2021,156,643,740610,28.005,2.648
2021,156,643,740620,34.015,0.981
2021,156,643,740710,26.156,1.942
2021,156,643,740721,245.526,19.349
2021,156,643,740729,1159.786,38.622
2021,156,643,740811,19.24,1.833
2021,156,643,740819,141.86,15.177
2021,156,643,740821,4139.148,578.244
2021,156,643,740822,47.645,3.803
2021,156,643,740829,786.926,61.056
2021,156,643,740911,65.391,6.315
2021,156,643,740919,86.747,2.56
2021,156,643,740921,1.837,0.235
2021,156,643,740929,1.778,0.174
2021,156,643,740939,2.001,0.033
2021,156,643,740940,5.415,0.013
2021,156,643,740990,680.046,20.108
2021,156,643,741011,842.829,45.636
2021,156,643,741012,396.343,12.964
2021,156,643,741021,4471.62,487.119
2021,156,643,741022,171.273,34.826
2021,156,643,741110,11964.469,940.187
2021,156,643,741121,1184.377,112.242
2021,156,643,741122,153.61,9.932
2021,156,643,741129,180.988,6.015
2021,156,643,741210,2866.823,179.685
2021,156,643,741220,86358.299,8467.395
2021,156,643,741300,335.497,18.616
2021,156,643,741510,41.45,4.712
2021,156,643,741521,340.775,17.769
2021,156,643,741529,249.144,19.662
2021,156,643,741533,2246.311,193.814
2021,156,643,741539,988.337,90.775
2021,156,643,741810,92.686,6.487
2021,156,643,741820,6728.255,182.108
2021,156,643,741910,191.277,15.918
2021,156,643,741991,649.857,33.52
2021,156,643,741999,19542.673,829.374
2021,156,643,750210,1.431,0.006
2021,156,643,750220,52.347,0.636
2021,156,643,750400,124.383,0.949
2021,156,643,750511,154.593,4.707
2021,156,643,750512,9728.501,254.551
2021,156,643,750521,149.473,4.012
2021,156,643,750522,1359.823,56.549
2021,156,643,750610,786.196,19.357
2021,156,643,750620,1626.018,63.333
2021,156,643,750711,2.632,0.057
2021,156,643,750712,1777.613,69.107
2021,156,643,750720,347.453,7.443
2021,156,643,750810,89.868,4.38
2021,156,643,750890,1273.025,9.381
2021,156,643,760110,0.443,0.001
2021,156,643,760120,6867.532,1313.756
2021,156,643,760200,14.333,2.24
2021,156,643,760310,2.517,0.016
2021,156,643,760320,21.691,0.789
2021,156,643,760410,684.958,93.429
2021,156,643,760421,22388.463,6466.844
2021,156,643,760429,21838.407,5689.913
2021,156,643,760511,1.581,1.028
2021,156,643,760519,183.756,28.988
2021,156,643,760521,4222.716,956.848
2021,156,643,760529,1199.45,172.262
2021,156,643,760611,13088.324,4098.438
2021,156,643,760612,17135.337,4934.06
2021,156,643,760691,1838.415,230.396
2021,156,643,760692,466.685,122.651
2021,156,643,760711,76870.602,21038.721
2021,156,643,760719,12499.419,3200.24
2021,156,643,760720,7357.214,1530.237
2021,156,643,760810,2876.193,783.24
2021,156,643,760820,4854.887,785.878
2021,156,643,760900,4584.686,312.918
2021,156,643,761010,6267.399,497.643
2021,156,643,761090,25786.342,3326.026
2021,156,643,761100,39.611,1.519
2021,156,643,761210,181.692,5.634
2021,156,643,761290,1777.599,150.356
2021,156,643,761300,552.078,18.03
2021,156,643,761410,75.303,21.851
2021,156,643,761490,1073.24,162.478
2021,156,643,761510,92124.983,16786.071
2021,156,643,761520,326.562,33.693
2021,156,643,761610,1941.827,83.707
2021,156,643,761691,246.027,27.477
2021,156,643,761699,156473.527,36696.16
2021,156,643,780199,214.368,53.233
2021,156,643,780411,10.003,0.576
2021,156,643,780419,4.191,0.401
2021,156,643,780420,0.411,0.025
2021,156,643,780600,120.28,16.935
2021,156,643,790120,0.194,0.033
2021,156,643,790390,0.142,0.003
2021,156,643,790400,55.203,1.333
2021,156,643,790500,0.703,0.011
2021,156,643,790700,2001.138,207.684
2021,156,643,800110,2209.866,86.804
2021,156,643,800300,291.128,14.414
2021,156,643,800700,159.889,7.329
2021,156,643,810110,1.077,0.005
2021,156,643,810194,2558.774,84.169
2021,156,643,810196,2126.668,11.836
2021,156,643,810199,4799.119,43.864
2021,156,643,810210,1917.703,38.672
2021,156,643,810294,1439.532,45.009
2021,156,643,810295,3776.722,75.171
2021,156,643,810296,1075.105,18.637
2021,156,643,810299,984.763,21.516
2021,156,643,810320,906.931,1.721
2021,156,643,810390,702.982,1.02
2021,156,643,810411,33275.433,9165.017
2021,156,643,810419,146.884,49.829
2021,156,643,810430,174.953,25.61
2021,156,643,810490,1317.897,69.065
2021,156,643,810520,678.009,11.29
2021,156,643,810590,480.0,3.674
2021,156,643,810600,163.698,13.744
2021,156,643,810720,0.254,
2021,156,643,810790,24.24,0.558
2021,156,643,810820,691.293,267.115
2021,156,643,810890,9618.425,448.97
2021,156,643,810920,3592.683,56.0
2021,156,643,810990,221.665,7.768
2021,156,643,811010,634.018,78.424
2021,156,643,811090,0.55,
2021,156,643,811100,152644.571,51900.87
2021,156,643,811221,106.425,20.521
2021,156,643,811229,409.856,21.747
2021,156,643,811292,2974.318,6.732
2021,156,643,811299,6238.904,4.347
2021,156,643,811300,5135.695,71.67
2021,156,643,820110,10559.992,6450.208
2021,156,643,820130,2706.153,990.318
2021,156,643,820140,6576.845,2508.234
2021,156,643,820150,5875.431,871.253
2021,156,643,820160,2179.703,547.003
2021,156,643,820190,3034.587,922.633
2021,156,643,820210,9279.144,2010.456
2021,156,643,820220,7111.12,477.055
2021,156,643,820231,7650.22,1338.87
2021,156,643,820239,30960.394,933.359
2021,156,643,820240,9529.774,926.02
2021,156,643,820291,1151.709,151.561
2021,156,643,820299,8051.174,460.075
2021,156,643,820310,3261.153,596.655
2021,156,643,820320,25446.306,3250.988
2021,156,643,820330,3038.378,570.708
2021,156,643,820340,3475.047,937.945
2021,156,643,820411,21254.743,5481.6
2021,156,643,820412,8996.139,1963.247
2021,156,643,820420,9501.191,1630.293
2021,156,643,820510,1842.955,354.674
2021,156,643,820520,12940.108,5217.653
2021,156,643,820530,3293.076,520.206
2021,156,643,820540,16627.343,2935.819
2021,156,643,820551,29417.549,4674.844
2021,156,643,820559,55164.539,12175.741
2021,156,643,820560,4084.572,156.002
2021,156,643,820570,11362.541,4530.86
2021,156,643,820590,2505.041,443.347
2021,156,643,820600,39160.463,9005.65
2021,156,643,820713,2858.557,328.098
2021,156,643,820719,25269.203,1585.123
2021,156,643,820720,1537.701,36.059
2021,156,643,820730,62281.099,7044.304
2021,156,643,820740,8860.112,501.406
2021,156,643,820750,85538.434,9343.793
2021,156,643,820760,1112.562,38.399
2021,156,643,820770,13353.82,340.804
2021,156,643,820780,2156.861,62.067
2021,156,643,820790,27222.339,6941.146
2021,156,643,820810,2422.806,63.76
2021,156,643,820820,2195.093,168.288
2021,156,643,820830,418.846,48.458
2021,156,643,820840,2701.935,1193.449
2021,156,643,820890,5268.629,402.777
2021,156,643,820900,30492.876,460.603
2021,156,643,821000,6853.211,1431.208
2021,156,643,821110,13191.548,1603.385
2021,156,643,821191,2346.748,362.67
2021,156,643,821192,45879.901,5085.968
2021,156,643,821193,10376.71,1648.479
2021,156,643,821194,4721.26,1212.416
2021,156,643,821195,7.057,0.302
2021,156,643,821210,12882.385,1179.231
2021,156,643,821220,1258.608,33.296
2021,156,643,821290,340.729,11.04
2021,156,643,821300,16144.984,2239.439
2021,156,643,821410,8456.884,1690.139
2021,156,643,821420,5515.659,497.401
2021,156,643,821490,9210.851,423.922
2021,156,643,821510,95.583,2.57
2021,156,643,821520,20524.473,2716.431
2021,156,643,821591,81.506,1.789
2021,156,643,821599,15384.481,2344.859
2021,156,643,830110,15096.678,4673.971
2021,156,643,830120,4921.613,330.194
2021,156,643,830130,11219.486,1194.178
2021,156,643,830140,32603.897,6738.854
2021,156,643,830150,443.58,48.528
2021,156,643,830160,42692.152,5385.51
2021,156,643,830170,875.916,35.372
2021,156,643,830210,85235.264,23213.34
2021,156,643,830220,18516.013,5114.96
2021,156,643,830230,9388.609,2541.934
2021,156,643,830241,115918.076,23955.863
2021,156,643,830242,154126.803,52421.151
2021,156,643,830249,11590.32,2736.175
2021,156,643,830250,45319.828,14892.594
2021,156,643,830260,21983.181,4759.242
2021,156,643,830300,2546.209,591.628
2021,156,643,830400,3433.541,839.46
2021,156,643,830510,4199.385,1358.573
2021,156,643,830520,7509.261,4135.033
2021,156,643,830590,6187.126,1848.889
2021,156,643,830610,926.14,115.47
2021,156,643,830621,897.637,25.683
2021,156,643,830629,7200.095,1237.417
2021,156,643,830630,1081.935,202.25
2021,156,643,830710,6206.072,843.43
2021,156,643,830790,833.435,94.515
2021,156,643,830810,7539.189,470.305
2021,156,643,830820,14716.397,5569.092
2021,156,643,830890,3381.105,504.414
2021,156,643,830910,10.169,3.912
2021,156,643,830990,18513.869,5903.17
2021,156,643,831000,2237.639,62.514
2021,156,643,831110,3398.851,2978.564
2021,156,643,831120,3164.878,1357.434
2021,156,643,831130,4607.62,199.751
2021,156,643,831190,1636.351,98.083
2021,156,643,840130,90.0,0.02
2021,156,643,840140,3286.089,6.156
2021,156,643,840211,374.741,46.027
2021,156,643,840212,2756.597,2078.439
2021,156,643,840219,2445.356,452.933
2021,156,643,840220,310.674,69.24
2021,156,643,840290,4995.016,241.499
2021,156,643,840310,16946.296,2606.42
2021,156,643,840390,1304.726,65.252
2021,156,643,840410,761.981,81.556
2021,156,643,840420,423.785,8.823
2021,156,643,840490,2313.131,54.114
2021,156,643,840510,389.117,25.001
2021,156,643,840590,59.532,8.003
2021,156,643,840690,3048.252,197.542
2021,156,643,840710,1.666,0.014
2021,156,643,840721,25554.674,2586.804
2021,156,643,840729,38.746,21.051
2021,156,643,840731,527.509,154.549
2021,156,643,840732,9950.574,2145.585
2021,156,643,840733,7067.021,979.633
2021,156,643,840734,350247.5,25952.051
2021,156,643,840790,41365.053,8767.278
2021,156,643,840810,18694.303,828.972
2021,156,643,840820,133869.587,8420.66
2021,156,643,840890,36065.745,3624.814
2021,156,643,840910,98.447,0.051
2021,156,643,840991,85709.781,5616.28
2021,156,643,840999,95675.874,12078.273
2021,156,643,841011,23.001,12.005
2021,156,643,841012,145.541,18.15
2021,156,643,841013,1.732,0.09
2021,156,643,841090,17293.821,1603.498
2021,156,643,841111,0.035,0.002
2021,156,643,841112,65419.142,29.697
2021,156,643,841122,27.976,0.75
2021,156,643,841181,744.974,0.603
2021,156,643,841191,1069.356,1.081
2021,156,643,841199,936.273,126.471
2021,156,643,841221,40204.227,7814.811
2021,156,643,841229,17988.036,1932.977
2021,156,643,841231,13932.304,1601.7
2021,156,643,841239,3802.27,233.101
2021,156,643,841280,5109.383,133.594
2021,156,643,841290,17892.082,2074.912
2021,156,643,841311,2347.332,341.596
2021,156,643,841319,6079.972,100.809
2021,156,643,841320,18339.229,3116.808
2021,156,643,841330,56134.478,5777.839
2021,156,643,841340,6023.942,1181.067
2021,156,643,841350,28936.488,5332.029
2021,156,643,841360,45171.177,4823.51
2021,156,643,841370,234550.48,48457.048
2021,156,643,841381,4250.026,487.257
2021,156,643,841382,447.085,19.426
2021,156,643,841391,53820.111,6418.571
2021,156,643,841392,23.235,1.295
2021,156,643,841410,13913.202,1218.557
2021,156,643,841420,6167.08,1390.658
2021,156,643,841430,135810.02,36721.301
2021,156,643,841440,6152.995,410.039
2021,156,643,841451,47773.172,10764.509
2021,156,643,841459,92131.018,12878.4
2021,156,643,841460,32091.025,7067.032
2021,156,643,841480,576765.372,33392.553
2021,156,643,841490,23815.023,1836.795
2021,156,643,841510,391169.807,89764.603
2021,156,643,841520,11465.283,660.968
2021,156,643,841581,10138.837,456.133
2021,156,643,841582,22076.862,3427.262
2021,156,643,841583,7449.144,1285.784
2021,156,643,841590,154015.844,17403.838
2021,156,643,841610,392.899,10.06
2021,156,643,841620,2136.555,284.481
2021,156,643,841630,18.493,15.559
2021,156,643,841690,1201.396,75.399
2021,156,643,841710,3991.544,802.85
2021,156,643,841720,137.005,27.407
2021,156,643,841780,9561.643,3472.153
2021,156,643,841790,8505.035,1198.016
2021,156,643,841810,137210.985,40645.845
2021,156,643,841821,31735.764,8252.785
2021,156,643,841829,6062.234,650.21
2021,156,643,841830,60045.447,20131.453
2021,156,643,841840,23492.981,7861.839
2021,156,643,841850,9954.322,2818.331
2021,156,643,841861,1651.626,70.866
2021,156,643,841869,48502.376,10440.654
2021,156,643,841891,43.103,7.522
2021,156,643,841899,46716.072,8271.378
2021,156,643,841911,31391.207,4691.941
2021,156,643,841919,1357.132,216.113
2021,156,643,841920,7512.609,251.874
2021,156,643,841931,771.042,253.85
2021,156,643,841932,28401.05,6767.262
2021,156,643,841939,16440.401,1713.056
2021,156,643,841940,158070.57,3746.83
2021,156,643,841950,23373.783,2620.131
2021,156,643,841960,219470.633,11652.87
2021,156,643,841981,14170.829,1984.234
2021,156,643,841989,127617.8,14252.431
2021,156,643,841990,55957.468,6330.017
2021,156,643,842010,7041.565,1297.407
2021,156,643,842091,4777.609,367.255
2021,156,643,842099,247.539,36.516
2021,156,643,842111,59.215,9.429
2021,156,643,842112,212.473,71.715
2021,156,643,842119,12331.656,731.446
2021,156,643,842121,29859.784,4492.802
2021,156,643,842122,20.84,1.956
2021,156,643,842123,54050.669,8191.781
2021,156,643,842129,39231.058,3116.501
2021,156,643,842131,22228.074,2840.901
2021,156,643,842139,223723.252,6364.182
2021,156,643,842191,1781.876,87.893
2021,156,643,842199,71096.414,9649.569
2021,156,643,842211,98062.942,23332.949
2021,156,643,842219,101.672,10.897
2021,156,643,842220,1427.849,95.923
2021,156,643,842230,35737.57,1351.282
2021,156,643,842240,26667.469,2670.61
2021,156,643,842290,1632.093,24.948
2021,156,643,842310,48812.685,9769.904
2021,156,643,842320,237.944,15.122
2021,156,643,842330,1922.39,51.482
2021,156,643,842381,9166.405,606.105
2021,156,643,842382,13547.325,3220.537
2021,156,643,842389,1992.28,784.959
2021,156,643,842390,7712.249,1225.364
2021,156,643,842410,265.506,50.527
2021,156,643,842420,43660.048,6525.33
2021,156,643,842430,45897.634,9326.133
2021,156,643,842441,18265.707,5019.006
2021,156,643,842449,819.215,178.704
2021,156,643,842482,7219.394,2151.128
2021,156,643,842489,60240.218,2570.111
2021,156,643,842490,19184.364,1635.775
2021,156,643,842511,9958.022,2852.828
2021,156,643,842519,7594.439,3079.212
2021,156,643,842531,18185.599,3460.449
2021,156,643,842539,9020.922,2298.321
2021,156,643,842541,22885.686,11773.56
2021,156,643,842542,44859.227,14156.023
2021,156,643,842549,6668.826,2624.509
2021,156,643,842611,6352.601,1243.9
2021,156,643,842612,57.767,6.138
2021,156,643,842619,19401.004,2352.464
2021,156,643,842620,39646.529,11551.329
2021,156,643,842630,72.409,32.354
2021,156,643,842641,16224.457,3237.543
2021,156,643,842649,42092.585,14068.229
2021,156,643,842691,5390.847,1273.447
2021,156,643,842699,2309.603,993.153
2021,156,643,842710,57884.645,14787.182
2021,156,643,842720,120516.263,41480.494
2021,156,643,842790,28561.524,4498.501
2021,156,643,842810,83169.613,25837.41
2021,156,643,842820,1337.602,96.395
2021,156,643,842831,1557.303,88.936
2021,156,643,842832,1396.069,156.261
2021,156,643,842833,18998.734,2951.348
2021,156,643,842839,36500.528,5895.918
2021,156,643,842840,15405.751,4002.322
2021,156,643,842860,22.35,2.565
2021,156,643,842890,28973.604,5319.017
2021,156,643,842911,119451.592,26764.089
2021,156,643,842919,130.91,35.5
2021,156,643,842920,53093.07,10105.876
2021,156,643,842930,12719.132,958.466
2021,156,643,842940,64391.227,17920.192
2021,156,643,842951,328349.374,107283.878
2021,156,643,842952,317418.824,77572.037
2021,156,643,842959,7191.609,1165.243
2021,156,643,843010,8073.308,3768.474
2021,156,643,843020,30107.855,7599.781
2021,156,643,843031,9857.152,1068.619
2021,156,643,843039,271.314,24.771
2021,156,643,843041,53221.149,8725.469
2021,156,643,843049,10794.198,2402.18
2021,156,643,843050,355.348,37.056
2021,156,643,843061,11037.44,3272.708
2021,156,643,843069,9578.476,813.794
2021,156,643,843110,3090.584,530.792
2021,156,643,843120,8712.017,2719.388
2021,156,643,843131,12148.044,1828.205
2021,156,643,843139,20242.974,3625.095
2021,156,643,843141,5452.925,2237.845
2021,156,643,843142,231.994,134.13
2021,156,643,843143,61603.522,8778.253
2021,156,643,843149,193042.356,78169.236
2021,156,643,843210,257.283,132.272
2021,156,643,843221,167.047,170.135
2021,156,643,843229,41521.454,11993.428
2021,156,643,843231,235.484,42.376
2021,156,643,843239,1061.937,84.772
2021,156,643,843241,10.683,0.502
2021,156,643,843242,21.193,3.545
2021,156,643,843280,5102.692,315.698
2021,156,643,843290,17050.99,6064.361
2021,156,643,843311,62276.652,12766.989
2021,156,643,843319,6913.462,230.408
2021,156,643,843320,1564.878,522.062
2021,156,643,843330,97.015,12.366
2021,156,643,843340,4841.653,1303.922
2021,156,643,843351,19.69,3.475
2021,156,643,843352,59.195,3.157
2021,156,643,843353,264.249,119.63
2021,156,643,843359,98.607,27.232
2021,156,643,843360,105.549,11.524
2021,156,643,843390,11061.629,2092.152
2021,156,643,843410,1182.283,362.97
2021,156,643,843420,251.141,53.858
2021,156,643,843490,602.133,17.343
2021,156,643,843510,130.503,50.758
2021,156,643,843590,1.824,0.027
2021,156,643,843610,3130.742,902.794
2021,156,643,843621,370.839,44.276
2021,156,643,843629,601.091,147.768
2021,156,643,843680,44349.859,3738.144
2021,156,643,843691,80.379,2.237
2021,156,643,843699,3352.379,327.058
2021,156,643,843710,6337.695,779.531
2021,156,643,843780,3300.032,501.983
2021,156,643,843790,498.99,129.431
2021,156,643,843810,8173.728,1734.058
2021,156,643,843820,3753.185,392.167
2021,156,643,843830,97.041,8.911
