t,i,j,k,v,q
2018,643,156,851290,0.254,0.08
2018,643,156,851310,0.273,0.008
2018,643,156,851410,316.308,17.654
2018,643,156,851420,345.456,13.718
2018,643,156,851430,2284.135,63.342
2018,643,156,851440,975.0,9.429
2018,643,156,851490,172.792,0.777
2018,643,156,851521,260.0,4.8
2018,643,156,851529,450.0,0.11
2018,643,156,851580,620.543,7.055
2018,643,156,851590,267.423,0.196
2018,643,156,851610,41.58,1.95
2018,643,156,851629,75.239,4.447
2018,643,156,851631,0.61,0.012
2018,643,156,851640,3.752,0.099
2018,643,156,851660,3.037,0.094
2018,643,156,851671,7.763,0.148
2018,643,156,851672,0.903,0.027
2018,643,156,851679,3.538,0.16
2018,643,156,851680,1542.277,42.691
2018,643,156,851712,7715.464,29.901
2018,643,156,851718,0.307,0.008
2018,643,156,851761,13.8,0.309
2018,643,156,851762,1473.19,2.616
2018,643,156,851769,124.089,0.049
2018,643,156,851770,1362.288,0.564
2018,643,156,851810,15.037,0.059
2018,643,156,851821,37.602,8.349
2018,643,156,851822,3.361,0.117
2018,643,156,851829,3.595,0.011
2018,643,156,851830,0.74,0.006
2018,643,156,851840,13.736,0.225
2018,643,156,851890,2.76,0.006
2018,643,156,851981,5.1,0.051
2018,643,156,851989,181.839,0.024
2018,643,156,852190,148.374,0.44
2018,643,156,852290,10.012,0.01
2018,643,156,852321,3.769,0.045
2018,643,156,852329,7.727,1.569
2018,643,156,852349,8852.586,0.094
2018,643,156,852351,462.845,0.117
2018,643,156,852352,73.321,0.895
2018,643,156,852359,0.058,0.001
2018,643,156,852380,0.221,
2018,643,156,852550,10.443,0.002
2018,643,156,852560,474.023,0.082
2018,643,156,852580,458.242,0.449
2018,643,156,852610,755.913,0.632
2018,643,156,852691,312.162,1.254
2018,643,156,852721,1.78,0.026
2018,643,156,852729,0.05,
2018,643,156,852799,546.64,0.175
2018,643,156,852852,45.738,0.082
2018,643,156,852859,259.045,0.149
2018,643,156,852872,0.649,0.013
2018,643,156,852910,549.644,0.049
2018,643,156,852990,7763.572,0.994
2018,643,156,853090,42.639,0.053
2018,643,156,853110,48.115,0.121
2018,643,156,853120,0.734,0.017
2018,643,156,853180,964.526,0.123
2018,643,156,853190,41.659,0.123
2018,643,156,853210,1.907,0.008
2018,643,156,853221,2.423,0.002
2018,643,156,853222,2.104,0.036
2018,643,156,853223,0.086,
2018,643,156,853224,36.231,0.144
2018,643,156,853225,2.626,0.059
2018,643,156,853229,0.649,0.029
2018,643,156,853310,14.95,0.023
2018,643,156,853321,16.32,0.042
2018,643,156,853329,15.753,0.031
2018,643,156,853331,1.796,0.004
2018,643,156,853339,0.354,0.001
2018,643,156,853340,70.984,0.017
2018,643,156,853400,47.1,0.006
2018,643,156,853521,105.473,3.291
2018,643,156,853529,79.256,0.012
2018,643,156,853530,863.018,22.962
2018,643,156,853540,465.7,17.045
2018,643,156,853590,54.609,0.296
2018,643,156,853610,219.073,0.037
2018,643,156,853620,32.372,0.083
2018,643,156,853630,168.974,0.147
2018,643,156,853641,2118.385,0.522
2018,643,156,853649,73.985,0.363
2018,643,156,853650,3705.556,6.063
2018,643,156,853661,0.027,0.001
2018,643,156,853669,50.683,0.181
2018,643,156,853670,1.172,0.008
2018,643,156,853690,1628.108,0.73
2018,643,156,853710,1048.482,4.589
2018,643,156,853720,9.468,0.375
2018,643,156,853810,76.002,0.141
2018,643,156,853890,489.491,2.515
2018,643,156,853910,733.0,0.159
2018,643,156,853921,0.885,0.017
2018,643,156,853922,0.806,0.074
2018,643,156,853929,0.097,0.075
2018,643,156,853931,8.829,1.427
2018,643,156,853932,175.98,1.505
2018,643,156,853939,0.387,0.001
2018,643,156,853949,176.044,13.212
2018,643,156,853950,0.888,0.15
2018,643,156,853990,0.079,0.001
2018,643,156,854020,6470.423,1.625
2018,643,156,854060,36.202,0.03
2018,643,156,854071,32.951,3.747
2018,643,156,854079,1528.414,1.237
2018,643,156,854081,54.25,0.147
2018,643,156,854089,795.743,1.264
2018,643,156,854099,394.792,0.391
2018,643,156,854110,843.11,0.573
2018,643,156,854121,1.16,0.002
2018,643,156,854129,182.932,1.11
2018,643,156,854130,905.008,19.25
2018,643,156,854140,7928.367,0.563
2018,643,156,854150,588.416,0.561
2018,643,156,854160,47.897,0.037
2018,643,156,854190,943.929,0.21
2018,643,156,854231,186.462,0.093
2018,643,156,854232,74.041,0.032
2018,643,156,854233,135.594,0.023
2018,643,156,854239,2715.96,0.52
2018,643,156,854290,2378.302,0.471
2018,643,156,854310,3353.491,3.229
2018,643,156,854320,1921.091,0.817
2018,643,156,854330,16.84,0.012
2018,643,156,854370,2305.269,0.69
2018,643,156,854390,1149.43,11.832
2018,643,156,854411,16.368,1.146
2018,643,156,854420,84.093,0.028
2018,643,156,854430,11.116,0.443
2018,643,156,854442,4095.847,14.625
2018,643,156,854449,177.342,8.512
2018,643,156,854460,401.472,74.088
2018,643,156,854470,12.871,0.072
2018,643,156,854519,19.8,0.2
2018,643,156,854520,93.131,1.48
2018,643,156,854590,4.175,0.003
2018,643,156,854620,69.046,1.565
2018,643,156,854690,145.666,13.241
2018,643,156,854710,1.468,0.032
2018,643,156,854720,0.864,0.002
2018,643,156,854790,0.002,
2018,643,156,854890,134.078,0.529
2018,643,156,860699,364.944,173.2
2018,643,156,860712,30.25,1.27
2018,643,156,860719,19.258,0.179
2018,643,156,860721,54.267,0.316
2018,643,156,860730,2.889,0.487
2018,643,156,860800,200.279,16.557
2018,643,156,860900,74.042,50.422
2018,643,156,870310,243.701,17.366
2018,643,156,870321,28.753,2.076
2018,643,156,870323,811.816,55.076
2018,643,156,870324,7125.523,191.4
2018,643,156,870333,7798.855,194.139
2018,643,156,870423,200.786,49.433
2018,643,156,870431,99.58,18.066
2018,643,156,870510,339.176,20.66
2018,643,156,870530,1480.0,81.75
2018,643,156,870810,5.125,0.244
2018,643,156,870829,11.669,1.666
2018,643,156,870830,67.061,0.216
2018,643,156,870840,1.814,0.079
2018,643,156,870850,2.343,0.465
2018,643,156,870870,507.377,797.797
2018,643,156,870880,3.197,0.227
2018,643,156,870891,10.24,0.359
2018,643,156,870892,0.373,0.016
2018,643,156,870893,6.513,0.195
2018,643,156,870894,4.393,0.216
2018,643,156,870899,10.363,0.592
2018,643,156,871140,162.073,6.848
2018,643,156,871491,0.244,0.001
2018,643,156,871620,89.616,15.204
2018,643,156,871639,3.658,1.817
2018,643,156,871640,26.822,0.025
2018,643,156,871680,5.295,0.337
2018,643,156,871690,0.011,
2018,643,156,880212,59174.224,47.538
2018,643,156,880220,52.9,0.219
2018,643,156,880240,93770.442,211.96
2018,643,156,880310,196.492,0.721
2018,643,156,880320,14845.305,147.344
2018,643,156,880330,13457.859,28.78
2018,643,156,890110,171.422,4.538
2018,643,156,890120,12401.067,9869.0
2018,643,156,890130,2386.0,9876.9
2018,643,156,890190,430.331,458.583
2018,643,156,890399,42.0,1.3
2018,643,156,890790,0.654,0.56
2018,643,156,890800,371.14,2694.0
2018,643,156,900110,1338.0,10.319
2018,643,156,900120,2.479,0.041
2018,643,156,900190,1045.854,1.233
2018,643,156,900211,8.507,0.011
2018,643,156,900219,3.51,
2018,643,156,900220,22.616,0.001
2018,643,156,900290,386.487,0.058
2018,643,156,900510,69.915,1.232
2018,643,156,900580,14.213,0.322
2018,643,156,900699,0.359,0.005
2018,643,156,900710,28.8,0.002
2018,643,156,901060,3.168,0.052
2018,643,156,901120,100.0,0.212
2018,643,156,901180,107.0,0.465
2018,643,156,901190,12.0,0.007
2018,643,156,901210,796.699,2.454
2018,643,156,901290,33.505,0.019
2018,643,156,901310,18.219,0.038
2018,643,156,901320,112797.516,282.223
2018,643,156,901380,237.006,1.323
2018,643,156,901390,4054.772,6.17
2018,643,156,901410,42.204,0.014
2018,643,156,901420,5456.327,0.315
2018,643,156,901480,518.776,0.221
2018,643,156,901490,1256.996,0.159
2018,643,156,901580,887.824,1.139
2018,643,156,901590,104.005,27.976
2018,643,156,901600,0.261,0.003
2018,643,156,901720,0.502,0.071
2018,643,156,901730,87.907,0.009
2018,643,156,901780,126.626,0.013
2018,643,156,901790,0.525,0.008
2018,643,156,901812,42.72,0.075
2018,643,156,901819,1084.025,3.639
2018,643,156,901820,0.239,0.009
2018,643,156,901831,0.954,0.039
2018,643,156,901832,0.482,
2018,643,156,901849,22.7,0.222
2018,643,156,901850,44.766,0.007
2018,643,156,901890,2935.182,27.874
2018,643,156,901910,0.464,0.01
2018,643,156,901920,4.392,0.005
2018,643,156,902000,230.915,0.103
2018,643,156,902129,5.906,0.041
2018,643,156,902131,126.324,0.212
2018,643,156,902139,238.623,0.5
2018,643,156,902190,0.569,
2018,643,156,902214,97.774,2.113
2018,643,156,902219,182.459,2.17
2018,643,156,902229,737.948,0.986
2018,643,156,902230,44.691,0.092
2018,643,156,902290,53.108,0.113
2018,643,156,902300,1.986,0.233
2018,643,156,902410,11.589,0.044
2018,643,156,902480,133.451,1.136
2018,643,156,902490,3.31,0.002
2018,643,156,902519,3.305,0.142
2018,643,156,902580,201.459,0.124
2018,643,156,902590,75.579,0.013
2018,643,156,902610,3310.228,3.444
2018,643,156,902620,920.38,0.957
2018,643,156,902680,717.095,0.919
2018,643,156,902690,1773.699,1.111
2018,643,156,902710,167.55,0.132
2018,643,156,902720,153.134,0.62
2018,643,156,902730,133.625,0.29
2018,643,156,902750,192.191,0.238
2018,643,156,902780,592.776,3.164
2018,643,156,902790,29.727,0.077
2018,643,156,902820,14.202,0.12
2018,643,156,902830,3.478,0.011
2018,643,156,902890,0.753,0.05
2018,643,156,902910,21.456,0.046
2018,643,156,902920,2.687,0.019
2018,643,156,902990,21.531,0.008
2018,643,156,903010,1716.65,0.416
2018,643,156,903031,30.239,0.062
2018,643,156,903032,5.607,0.019
2018,643,156,903033,35.337,0.154
2018,643,156,903039,5.01,0.018
2018,643,156,903040,909.853,0.864
2018,643,156,903082,3.235,0.034
2018,643,156,903084,181.055,0.361
2018,643,156,903089,533.771,0.275
2018,643,156,903090,98.672,0.138
2018,643,156,903110,1.11,0.137
2018,643,156,903120,287.091,1.437
2018,643,156,903149,311.747,0.222
2018,643,156,903180,27511.57,24.789
2018,643,156,903190,7209.698,0.765
2018,643,156,903210,184.514,0.234
2018,643,156,903220,15.8,0.007
2018,643,156,903281,209.058,0.278
2018,643,156,903289,7823.49,19.021
2018,643,156,903290,73.45,0.15
2018,643,156,903300,15.319,0.173
2018,643,156,910121,68.982,0.286
2018,643,156,910211,24.653,0.129
2018,643,156,910212,0.062,
2018,643,156,910219,0.115,0.001
2018,643,156,910221,66.516,0.162
2018,643,156,910229,22.738,0.088
2018,643,156,910299,20.839,0.048
2018,643,156,910310,0.569,0.009
2018,643,156,910400,8.176,0.003
2018,643,156,910511,29.857,1.223
2018,643,156,910521,0.873,0.023
2018,643,156,910529,0.062,0.003
2018,643,156,910591,29.592,0.066
2018,643,156,910610,77.172,0.033
2018,643,156,910690,149.3,0.007
2018,643,156,910820,1.968,
2018,643,156,910990,0.035,
2018,643,156,911320,0.165,0.003
2018,643,156,911390,2.918,0.002
2018,643,156,911490,0.133,0.006
2018,643,156,920110,9.413,0.811
2018,643,156,920290,32.446,0.186
2018,643,156,920590,5.34,0.257
2018,643,156,920600,8.384,0.186
2018,643,156,920810,0.277,0.006
2018,643,156,920890,5.668,0.094
2018,643,156,930330,83.171,0.145
2018,643,156,930390,274.652,2.351
2018,643,156,930690,3264.387,1.46
2018,643,156,930700,106.674,1.074
2018,643,156,940120,1.816,0.109
2018,643,156,940140,3.076,0.185
2018,643,156,940159,1.868,0.077
2018,643,156,940161,0.648,0.102
2018,643,156,940169,36.62,0.492
2018,643,156,940171,0.24,0.03
2018,643,156,940179,9.257,5.493
2018,643,156,940180,0.328,0.069
2018,643,156,940190,127.281,2.086
2018,643,156,940310,0.164,0.092
2018,643,156,940320,95.22,2.125
2018,643,156,940330,3.558,0.09
2018,643,156,940340,2.253,0.053
2018,643,156,940350,31.284,25.857
2018,643,156,940360,2663.334,1103.361
2018,643,156,940370,4.611,0.197
2018,643,156,940389,0.28,0.109
2018,643,156,940390,1249.29,849.681
2018,643,156,940429,0.354,0.043
2018,643,156,940490,1.329,0.652
2018,643,156,940510,2775.248,40.271
2018,643,156,940520,5.144,0.005
2018,643,156,940530,20.132,8.149
2018,643,156,940540,22.77,1.227
2018,643,156,940550,0.536,0.01
2018,643,156,940560,40.032,0.019
2018,643,156,940591,0.723,0.001
2018,643,156,940592,3.327,0.001
2018,643,156,940599,0.486,0.002
2018,643,156,940610,645.103,1653.504
2018,643,156,940690,21.605,8.461
2018,643,156,950300,67.6,3.794
2018,643,156,950440,0.004,
2018,643,156,950450,1.102,0.107
2018,643,156,950490,9.366,0.534
2018,643,156,950590,0.1,0.002
2018,643,156,950629,3.44,0.038
2018,643,156,950632,0.111,0.013
2018,643,156,950662,1.085,0.093
2018,643,156,950669,0.378,0.122
2018,643,156,950691,14.066,5.76
2018,643,156,950699,21.112,4.801
2018,643,156,950710,1.369,0.008
2018,643,156,950790,0.016,0.002
2018,643,156,950810,3.862,0.826
2018,643,156,950890,148.95,1.082
2018,643,156,960110,5.421,0.116
2018,643,156,960190,1.02,0.01
2018,643,156,960200,171.958,0.642
2018,643,156,960321,59.856,1.239
2018,643,156,960330,30.948,0.121
2018,643,156,960340,0.964,
2018,643,156,960350,0.076,0.031
2018,643,156,960390,0.595,0.003
2018,643,156,960629,0.794,0.016
2018,643,156,960810,1.68,0.056
2018,643,156,960820,0.004,0.001
2018,643,156,960830,2.405,0.005
2018,643,156,960899,0.781,0.131
2018,643,156,960910,0.008,
2018,643,156,961000,1.402,0.145
2018,643,156,961511,0.013,
2018,643,156,961519,0.056,0.001
2018,643,156,961590,0.004,
2018,643,156,961700,0.674,0.019
2018,643,156,961900,8.149,0.501
2018,643,156,970110,380.504,2.02
2018,643,156,970190,4850.321,2.034
2018,643,156,970300,5.594,0.717
2018,643,156,970400,174.091,0.072
2018,643,156,970500,730.181,23.055
2018,643,156,970600,148.774,2.031
2019,156,643,10619,227.062,0.142
2019,156,643,10620,78.237,3.842
2019,156,643,10690,63.59,4.23
2019,156,643,20714,321.443,170.024
2019,156,643,20742,317.913,168.345
2019,156,643,20745,400.942,196.156
2019,156,643,20810,1092.478,215.269
2019,156,643,30111,86.42,0.992
2019,156,643,30199,415.641,50.17
2019,156,643,30314,5670.316,866.513
2019,156,643,30319,1930.116,480.092
2019,156,643,30326,371.092,30.376
2019,156,643,30343,5017.685,533.096
2019,156,643,30353,89.64,81.324
2019,156,643,30354,26652.955,14121.133
2019,156,643,30359,48991.155,38232.519
2019,156,643,30366,767.554,458.166
2019,156,643,30367,5.016,6.27
2019,156,643,30369,278.094,102.605
2019,156,643,30381,926.968,244.951
2019,156,643,30389,25914.727,6982.844
2019,156,643,30391,364.419,55.657
2019,156,643,30399,72.15,22.977
2019,156,643,30461,15300.53,6552.562
2019,156,643,30472,44.092,25.5
2019,156,643,30474,1247.781,526.276
2019,156,643,30475,8377.474,4252.318
2019,156,643,30481,131.198,52.23
2019,156,643,30483,3249.053,843.238
2019,156,643,30487,26908.896,3672.859
2019,156,643,30488,141.875,14.25
2019,156,643,30489,4064.881,911.888
2019,156,643,30494,691.609,154.851
2019,156,643,30495,259.71,72.534
2019,156,643,30496,692.465,75.0
2019,156,643,30499,1900.025,1038.744
2019,156,643,30520,514.616,111.887
2019,156,643,30531,37.437,8.12
2019,156,643,30532,11182.05,2122.875
2019,156,643,30539,2492.795,478.228
2019,156,643,30551,39.0,13.0
2019,156,643,30552,82.274,13.085
2019,156,643,30554,605.787,103.655
2019,156,643,30559,3112.311,452.131
2019,156,643,30563,1.6,0.4
2019,156,643,30617,23775.169,5067.07
2019,156,643,30636,0.469,0.005
2019,156,643,30695,70.325,3.658
2019,156,643,30721,154.1,0.75
2019,156,643,30722,5665.503,486.727
2019,156,643,30732,633.434,253.786
2019,156,643,30743,14768.43,4490.277
2019,156,643,30749,22651.112,3049.415
2019,156,643,30752,2738.789,725.938
2019,156,643,30759,42.633,15.498
2019,156,643,30792,195.51,68.642
2019,156,643,30799,43.913,6.0
2019,156,643,30890,497.281,85.84
2019,156,643,40900,5.476,2.164
2019,156,643,41000,57.679,0.644
2019,156,643,50210,617.275,82.561
2019,156,643,50290,194.994,2.263
2019,156,643,50800,13.996,8.469
2019,156,643,51191,27.097,9.523
2019,156,643,51199,171.284,12.579
2019,156,643,60110,29.645,1.615
2019,156,643,60120,33.285,4.2
2019,156,643,60220,1.297,0.17
2019,156,643,60240,1.374,0.046
2019,156,643,60290,510.011,42.184
2019,156,643,60311,27.144,4.382
2019,156,643,60312,33.592,5.396
2019,156,643,60313,1.598,0.054
2019,156,643,60314,6.87,1.384
2019,156,643,60315,2.939,0.537
2019,156,643,60319,16.238,3.397
2019,156,643,60390,23.987,1.064
2019,156,643,60420,135.626,19.216
2019,156,643,60490,321.622,58.265
2019,156,643,70110,17.302,0.32
2019,156,643,70190,15758.705,38895.133
2019,156,643,70200,76437.261,69452.818
2019,156,643,70310,20286.273,54646.385
2019,156,643,70320,51357.757,38612.741
2019,156,643,70390,1427.535,1229.517
2019,156,643,70410,6258.333,4149.937
2019,156,643,70420,8.787,8.229
2019,156,643,70490,30042.047,74018.299
2019,156,643,70511,1981.916,539.756
2019,156,643,70519,1743.18,4314.863
2019,156,643,70529,227.738,226.827
2019,156,643,70610,23930.247,49167.001
2019,156,643,70690,3780.497,10895.687
2019,156,643,70700,24464.039,24131.876
2019,156,643,70810,0.24,0.245
2019,156,643,70820,99.533,102.629
2019,156,643,70890,27.22,27.22
2019,156,643,70920,2.751,3.399
2019,156,643,70930,5649.648,4201.825
2019,156,643,70940,1117.941,1144.361
2019,156,643,70951,974.999,1320.021
2019,156,643,70959,2592.362,707.905
2019,156,643,70960,58266.375,59999.409
2019,156,643,70970,322.323,322.007
2019,156,643,70993,5850.736,7630.339
2019,156,643,70999,3826.883,1340.093
2019,156,643,71010,23.35,28.781
2019,156,643,71021,472.483,399.051
2019,156,643,71022,557.7,832.543
2019,156,643,71029,640.614,343.753
2019,156,643,71030,369.595,472.887
2019,156,643,71040,756.832,1041.824
2019,156,643,71080,19872.801,21919.771
2019,156,643,71090,1065.261,1379.202
2019,156,643,71151,157.816,62.811
2019,156,643,71159,85.042,61.009
2019,156,643,71190,94.585,25.354
2019,156,643,71220,1139.455,903.747
2019,156,643,71231,1405.654,319.504
2019,156,643,71232,1340.196,112.257
2019,156,643,71233,896.293,12.507
2019,156,643,71239,5245.119,153.105
2019,156,643,71290,20268.955,12547.895
2019,156,643,71310,14.61,2.405
2019,156,643,71331,21.555,23.58
2019,156,643,71332,16.169,15.153
2019,156,643,71333,3754.39,1962.012
2019,156,643,71339,1242.372,711.185
2019,156,643,71350,3.305,0.917
2019,156,643,71390,13.788,4.601
2019,156,643,71420,79.85,152.913
2019,156,643,71430,14.888,12.536
2019,156,643,71440,8.697,7.124
2019,156,643,71490,3.624,2.968
2019,156,643,80112,26.979,17.241
2019,156,643,80119,31.599,27.812
2019,156,643,80212,13213.857,1436.252
2019,156,643,80231,364.861,138.867
2019,156,643,80232,6682.417,1192.457
2019,156,643,80241,744.508,450.722
2019,156,643,80242,3.745,2.466
2019,156,643,80251,1869.44,179.894
2019,156,643,80261,27.843,5.053
2019,156,643,80290,688.27,45.673
2019,156,643,80390,620.887,97.152
2019,156,643,80410,19.081,13.425
2019,156,643,80420,5.963,0.612
2019,156,643,80430,4466.555,4124.487
2019,156,643,80440,4.773,3.003
2019,156,643,80450,11431.265,6051.513
2019,156,643,80510,3320.128,4295.303
2019,156,643,80521,68222.669,71489.999
2019,156,643,80529,50.446,4.232
2019,156,643,80540,67234.929,91837.51
2019,156,643,80550,24107.152,27257.166
2019,156,643,80590,339.241,195.842
2019,156,643,80610,12962.337,8714.02
2019,156,643,80620,197.315,102.653
2019,156,643,80711,1466.274,1491.553
2019,156,643,80719,850.984,685.289
2019,156,643,80720,35.072,29.551
2019,156,643,80810,19992.463,25567.286
2019,156,643,80830,8759.188,10928.758
2019,156,643,80910,979.203,963.307
2019,156,643,80929,163.053,39.07
2019,156,643,80930,26137.49,20362.274
2019,156,643,80940,1309.765,1189.812
2019,156,643,81010,4239.371,2321.348
2019,156,643,81020,57.365,3.949
2019,156,643,81040,472.152,81.726
2019,156,643,81050,6767.541,5488.748
2019,156,643,81060,3.169,0.867
2019,156,643,81070,2828.397,2525.61
2019,156,643,81090,1146.366,503.393
2019,156,643,81110,5018.677,3184.071
2019,156,643,81120,9690.344,7633.614
2019,156,643,81190,18748.13,11393.494
2019,156,643,81310,9.642,0.479
2019,156,643,81330,1643.91,902.243
2019,156,643,81340,2412.504,302.674
2019,156,643,81350,106.34,7.186
2019,156,643,81400,175.922,165.962
2019,156,643,90111,7702.269,3233.502
2019,156,643,90121,258.001,19.364
2019,156,643,90122,127.784,9.671
2019,156,643,90210,1641.993,115.172
2019,156,643,90220,25115.232,10065.874
2019,156,643,90230,892.262,134.946
2019,156,643,90240,14862.152,3793.684
2019,156,643,90411,19.356,13.414
2019,156,643,90412,156.292,132.889
2019,156,643,90421,181.024,68.675
2019,156,643,90422,5871.172,3226.082
2019,156,643,90611,7.422,1.225
2019,156,643,90619,2.36,0.784
2019,156,643,90620,4.615,1.594
2019,156,643,90831,1.573,0.269
2019,156,643,90921,1.0,0.453
2019,156,643,90922,11.45,6.924
2019,156,643,90931,12.403,5.556
2019,156,643,90932,1.955,1.58
2019,156,643,90961,24.429,6.648
2019,156,643,90962,22.812,5.069
2019,156,643,91011,13689.415,6907.554
2019,156,643,91012,441.529,79.985
2019,156,643,91030,0.585,0.005
2019,156,643,91091,2.264,2.246
2019,156,643,91099,47.734,7.079
2019,156,643,100390,24.058,16.054
2019,156,643,100510,6.022,23.0
2019,156,643,100590,46.652,515.579
2019,156,643,100610,24.595,80.95
2019,156,643,100630,4984.239,9684.25
2019,156,643,100810,39.018,65.092
2019,156,643,100829,52.572,24.84
2019,156,643,100890,63.532,36.575
2019,156,643,110290,30.821,49.368
2019,156,643,110320,32.395,13.19
2019,156,643,110412,672.82,650.495
2019,156,643,110429,10.589,15.432
2019,156,643,110630,184.634,11.953
2019,156,643,110811,7.855,22.346
2019,156,643,110812,26.138,49.211
2019,156,643,110813,230.692,411.632
2019,156,643,110819,63.709,17.203
2019,156,643,110820,0.217,0.014
2019,156,643,110900,141.636,104.0
2019,156,643,120110,72.654,155.887
2019,156,643,120190,269.577,712.373
2019,156,643,120241,749.404,620.272
2019,156,643,120242,7170.775,5310.112
2019,156,643,120600,3097.798,1626.114
2019,156,643,120740,323.182,169.468
2019,156,643,120770,20.774,0.099
2019,156,643,120791,91.14,21.0
2019,156,643,120799,24883.465,9308.329
2019,156,643,120930,134.665,6.822
2019,156,643,120991,3392.616,51.162
2019,156,643,120999,937.393,6.761
2019,156,643,121010,34.33,16.0
2019,156,643,121020,34.908,6.546
2019,156,643,121120,50.042,2.65
2019,156,643,121190,1518.37,295.876
2019,156,643,121221,9248.675,2724.768
2019,156,643,121229,68.539,5.155
2019,156,643,121291,1017.435,2087.004
2019,156,643,121299,14413.597,999.77
2019,156,643,121300,4.685,6.667
2019,156,643,121490,2.386,1.164
2019,156,643,130190,1398.413,1005.062
2019,156,643,130212,552.788,46.65
2019,156,643,130213,32.309,1.553
2019,156,643,130219,6465.248,175.307
2019,156,643,130220,11587.813,1147.512
2019,156,643,130231,9807.176,830.454
2019,156,643,130232,155.339,15.921
2019,156,643,130239,30828.965,2349.546
2019,156,643,140110,680.053,968.18
2019,156,643,140120,2.629,0.127
2019,156,643,140190,9.314,0.926
2019,156,643,140490,1031.157,1239.854
2019,156,643,150420,162.097,25.753
2019,156,643,150500,559.552,93.622
2019,156,643,150710,5.584,2.952
2019,156,643,150790,0.608,0.602
2019,156,643,150890,30.048,14.4
2019,156,643,150910,3.574,0.654
2019,156,643,151419,4.917,1.0
2019,156,643,151491,8.709,6.176
2019,156,643,151499,4.838,2.329
2019,156,643,151519,28.158,4.909
2019,156,643,151530,0.173,0.013
2019,156,643,151550,1277.81,666.074
2019,156,643,151590,332.89,48.589
2019,156,643,151610,97.888,6.84
2019,156,643,151620,14.094,2.508
2019,156,643,151790,906.804,578.609
2019,156,643,151800,2373.805,2467.681
2019,156,643,152000,12.0,3.0
2019,156,643,152110,5.327,1.683
2019,156,643,152190,181.533,35.135
2019,156,643,160249,1.392,0.462
2019,156,643,160411,312.002,48.001
2019,156,643,160413,8.075,2.5
2019,156,643,160414,6356.565,1899.738
2019,156,643,160415,90.13,65.956
2019,156,643,160417,36664.139,2099.625
2019,156,643,160419,8491.952,2038.63
2019,156,643,160420,13568.273,1658.942
2019,156,643,160431,529.677,2.333
2019,156,643,160521,16379.362,635.808
2019,156,643,160529,1840.903,219.73
2019,156,643,160540,923.353,55.773
2019,156,643,160552,6.75,1.03
2019,156,643,160553,2962.394,1117.222
2019,156,643,160554,7210.94,1333.791
2019,156,643,160555,748.631,27.455
2019,156,643,160556,314.824,103.505
2019,156,643,160559,47.84,13.0
2019,156,643,160563,6.701,0.404
2019,156,643,160569,439.2,36.0
2019,156,643,170191,1.568,0.8
2019,156,643,170199,35.648,37.94
2019,156,643,170219,46.435,18.0
2019,156,643,170230,9471.236,22369.772
2019,156,643,170250,85.05,118.961
2019,156,643,170260,341.148,85.154
2019,156,643,170290,8506.335,11806.754
2019,156,643,170410,1439.025,819.74
2019,156,643,170490,14898.883,5990.495
2019,156,643,180310,18.196,5.0
2019,156,643,180320,137.987,65.173
2019,156,643,180400,10700.342,1671.2
2019,156,643,180500,605.224,412.73
2019,156,643,180610,83.599,16.653
2019,156,643,180620,32.605,3.0
2019,156,643,180631,10.924,5.162
2019,156,643,180632,1.962,0.392
2019,156,643,180690,1494.673,447.63
2019,156,643,190120,112.68,48.54
2019,156,643,190190,1092.075,2068.81
2019,156,643,190211,611.026,553.019
2019,156,643,190219,16094.87,9292.263
2019,156,643,190220,52.98,12.17
2019,156,643,190230,10351.685,3800.951
2019,156,643,190300,12.623,8.036
2019,156,643,190410,1450.569,197.849
2019,156,643,190420,12.461,5.811
2019,156,643,190490,150.972,20.274
2019,156,643,190520,55.018,26.293
2019,156,643,190531,1576.954,1076.703
2019,156,643,190532,16.351,4.125
2019,156,643,190540,734.025,654.483
2019,156,643,190590,1812.354,524.09
2019,156,643,200190,11475.868,32720.167
2019,156,643,200210,57.321,163.017
2019,156,643,200290,56554.739,79027.779
2019,156,643,200310,73883.261,31099.041
2019,156,643,200390,6781.921,8054.4
2019,156,643,200410,12.286,5.115
2019,156,643,200490,1360.085,182.343
2019,156,643,200540,2074.452,3438.312
2019,156,643,200551,2237.072,1367.707
2019,156,643,200559,107.621,307.848
2019,156,643,200560,30.054,21.01
2019,156,643,200570,4.201,3.501
2019,156,643,200580,13911.164,9394.417
2019,156,643,200591,51.663,63.576
2019,156,643,200599,11221.522,1838.541
2019,156,643,200600,8243.275,420.544
2019,156,643,200710,50.743,9.348
2019,156,643,200791,8.408,7.07
2019,156,643,200799,1249.383,1839.891
2019,156,643,200811,10770.265,2411.479
2019,156,643,200819,1565.0,488.288
2019,156,643,200820,459.352,256.952
2019,156,643,200830,1553.41,2062.953
2019,156,643,200840,786.668,1129.98
2019,156,643,200850,1484.57,2049.44
2019,156,643,200860,2375.804,2256.359
2019,156,643,200870,9085.557,12674.755
2019,156,643,200880,2180.88,2004.771
2019,156,643,200893,0.265,0.194
2019,156,643,200897,462.207,609.865
2019,156,643,200899,9661.689,4331.433
2019,156,643,200912,224.837,27.117
2019,156,643,200919,3.567,4.245
2019,156,643,200979,36030.311,32588.589
2019,156,643,200989,6647.271,4649.463
2019,156,643,210111,528.414,96.177
2019,156,643,210112,489.975,258.699
