Section ID,Section,HS4 ID,HS4,Year,Russia's Exports,China's Exports,PCI
5,Mineral Products,2710,Refined Petroleum,2021,3918661091.0,52752428.0,-1.04
5,Mineral Products,2701,Coal Briquettes,2021,3890878945.0,22139.0,-1.82
9,Wood Products,4407,Sawn Wood,2021,2715276369.0,115954.0,-0.44
16,Machines,8411,Gas Turbines,2021,1763182806.0,68197756.0,0.33
15,Metals,7403,Refined Copper,2021,1269816982.0,65.0,-1.53
5,Mineral Products,2601,Iron Ore,2021,1227726452.0,8.0,-1.84
10,Paper Goods,4703,Sulfate Chemical Woodpulp,2021,897724387.0,40212.0,0.08
15,Metals,7502,Raw Nickel,2021,892100202.0,53778.0,-0.06
5,Mineral Products,2702,Lignite,2021,751368839.0,39564.0,-1.69
15,Metals,7601,Raw Aluminium,2021,733006774.0,6867975.0,-1.23
6,Chemical Products,3104,Potassic Fertilizers,2021,725326101.0,316414.0,-0.95
15,Metals,7408,Copper Wire,2021,614495220.0,5134819.0,-0.15
1,Animal Products,306,Crustaceans,2021,589757251.0,28720011.0,-2.19
7,Plastics and Rubbers,3901,Ethylene Polymers,2021,588918800.0,42397305.0,0.25
15,Metals,7203,Iron Reductions,2021,501239589.0,24169.0,-1.78
1,Animal Products,303,Non-fillet Frozen Fish,2021,471564169.0,67140020.0,-1.16
3,Animal and Vegetable Bi-Products,1514,Rapeseed Oil,2021,393845706.0,10918.0,0.22
3,Animal and Vegetable Bi-Products,1512,Seed Oils,2021,358585749.0,64.0,-1.04
2,Vegetable Products,1201,Soybeans,2021,296973093.0,40294.0,-1.76
15,Metals,7207,Semi-Finished Iron,2021,284777313.0,89399.0,-1.01
1,Animal Products,207,Poultry Meat,2021,249581690.0,597811.0,-0.36
7,Plastics and Rubbers,4002,Synthetic Rubber,2021,240673994.0,19786703.0,0.85
14,Precious Metals,7108,Gold,2021,236884274.0,16.0,-2.51
5,Mineral Products,2608,Zinc Ore,2021,200956143.0,55781.0,-1.57
10,Paper Goods,4805,Other Uncoated Paper,2021,196621274.0,4290464.0,0.02
10,Paper Goods,4804,Kraft Paper,2021,176438578.0,187309.0,0.01
3,Animal and Vegetable Bi-Products,1507,Soybean Oil,2021,164941744.0,16488.0,-0.99
6,Chemical Products,3105,Mixed Mineral or Chemical Fertilizers,2021,158527549.0,2392767.0,-0.81
6,Chemical Products,2933,Nitrogen Heterocyclic Compounds,2021,141696376.0,380989010.0,0.99
10,Paper Goods,4801,Newsprint,2021,136469611.0,14396.0,0.82
18,Instruments,9013,LCDs,2021,109435086.0,623915326.0,0.83
4,Foodstuffs,1806,Chocolate,2021,108211915.0,3379023.0,0.15
15,Metals,7202,Ferroalloys,2021,103880290.0,14355001.0,-0.56
10,Paper Goods,4901,Brochures,2021,102223309.0,15660562.0,0.26
5,Mineral Products,2713,Petroleum Coke,2021,98985123.0,3914087.0,-0.61
6,Chemical Products,2844,Radioactive Chemicals,2021,82179422.0,8377.0,-0.89
17,Transportation,8802,"Planes, Helicopters, and/or Spacecraft",2021,78052382.0,3595830.0,-0.34
5,Mineral Products,2704,Coke,2021,60684471.0,3481.0,-0.62
9,Wood Products,4408,Veneer Sheets,2021,58122745.0,3619266.0,-0.85
16,Machines,8401,Nuclear Reactors,2021,56200889.0,3376089.0,1.25
17,Transportation,8803,"Aircraft parts (gliders, balloons, and powered aircraft)",2021,50287006.0,26147427.0,-0.11
6,Chemical Products,3818,Disc Chemicals for Electronics,2021,44305187.0,27124939.0,1.69
9,Wood Products,4412,Plywood,2021,41202208.0,12289575.0,-1.21
7,Plastics and Rubbers,3908,Polyamides,2021,40842504.0,3676500.0,1.3
16,Machines,8540,Cathode Tubes,2021,39488651.0,984631.0,
16,Machines,8523,Blank Audio Media,2021,38289301.0,100316999.0,1.41
1,Animal Products,307,Molluscs,2021,37227414.0,57288767.0,-1.51
14,Precious Metals,7104,Synthetic Reconstructed Jewellery Stones,2021,37046975.0,5785627.0,-0.17
7,Plastics and Rubbers,3902,Propylene Polymers,2021,35027451.0,19623246.0,0.67
16,Machines,8517,Telephones,2021,31830029.0,6691823955.0,0.34
15,Metals,8108,Titanium,2021,31793448.0,10309718.0,0.53
9,Wood Products,4410,Particle Board,2021,31620910.0,1374941.0,0.02
6,Chemical Products,2810,Boron,2021,30151147.0,12635.0,-1.0
15,Metals,7308,Iron Structures,2021,29829052.0,110005447.0,-0.06
6,Chemical Products,2901,Acyclic Hydrocarbons,2021,27670581.0,1592394.0,0.33
15,Metals,8112,Other Metals,2021,27649856.0,9729503.0,0.41
9,Wood Products,4421,Other Wood Articles,2021,25634561.0,31177675.0,-0.56
4,Foodstuffs,1905,Baked Goods,2021,24990033.0,6108901.0,-0.42
3,Animal and Vegetable Bi-Products,1515,Other Pure Vegetable Oils,2021,21157322.0,2718349.0,-1.17
2,Vegetable Products,1005,Corn,2021,20603231.0,41988.0,-1.12
4,Foodstuffs,2203,Beer,2021,20536093.0,7652631.0,-0.58
6,Chemical Products,2827,Chlorides,2021,17125999.0,19880720.0,0.42
15,Metals,8105,Cobalt,2021,16827402.0,1158009.0,-1.35
16,Machines,8543,Other Electrical Machinery,2021,16139786.0,578590903.0,0.82
6,Chemical Products,2816,Magnesium Hydroxide and Peroxide,2021,15567269.0,5946.0,
15,Metals,7604,Aluminium Bars,2021,15405279.0,44911828.0,-0.14
15,Metals,8109,Zirconium,2021,14915161.0,3814348.0,
16,Machines,8529,Broadcasting Accessories,2021,13893861.0,547548668.0,0.38
15,Metals,7302,Iron Railway Products,2021,13858963.0,915854.0,0.28
15,Metals,7504,Nickel Powder,2021,13709895.0,124383.0,-0.14
15,Metals,7606,Aluminium Plating,2021,13600210.0,32528761.0,0.16
6,Chemical Products,2905,"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)",2021,13257380.0,85351479.0,0.54
18,Instruments,9031,Other Measuring Instruments,2021,12950383.0,113322583.0,1.19
18,Instruments,9014,Compasses,2021,12697582.0,1333051.0,0.54
2,Vegetable Products,1008,Buckwheat,2021,12523917.0,193510.0,-1.06
8,Animal Hides,4107,Leather of Other Animals,2021,12044775.0,1145720.0,
18,Instruments,9026,Gas and Liquid Flow Measuring Instruments,2021,11952809.0,68855846.0,1.07
1,Animal Products,304,Fish Fillets,2021,11415076.0,61100450.0,-1.36
5,Mineral Products,2519,Magnesium Carbonate,2021,11319140.0,35343803.0,-0.51
16,Machines,8511,Electrical Ignitions,2021,10555059.0,119594587.0,0.62
6,Chemical Products,2825,Inorganic Salts,2021,10457580.0,21942646.0,-0.37
16,Machines,8536,Low-voltage Protection Equipment,2021,9778467.0,459214687.0,0.5
16,Machines,8526,Navigation Equipment,2021,9758878.0,61988360.0,0.61
10,Paper Goods,4802,Uncoated Paper,2021,9610445.0,2783528.0,0.37
16,Machines,8541,Semiconductor Devices,2021,9299676.0,222295378.0,1.04
16,Machines,8413,Liquid Pumps,2021,9196646.0,456123555.0,0.85
4,Foodstuffs,2304,Soybean Meal,2021,9145402.0,3903123.0,-1.27
4,Foodstuffs,2208,Hard Liquor,2021,9119898.0,1271536.0,-0.96
8,Animal Hides,4104,Tanned Equine and Bovine Hides,2021,9051833.0,4238.0,-0.99
4,Foodstuffs,1904,Prepared Cereals,2021,8699299.0,2517905.0,-0.51
6,Chemical Products,3102,Nitrogenous Fertilizers,2021,8623698.0,136739.0,-0.76
16,Machines,8482,Ball Bearings,2021,8420255.0,43108427.0,1.02
18,Instruments,9032,Thermostats,2021,8154735.0,141978373.0,0.97
14,Precious Metals,7103,Precious Stones,2021,8107864.0,770682.0,-1.88
16,Machines,8462,Forging Machines,2021,7975273.0,76786629.0,1.35
2,Vegetable Products,1206,Sunflower Seeds,2021,7718977.0,27665814.0,-0.4
15,Metals,7225,Flat Flat-Rolled Steel,2021,7693200.0,2956102.0,1.25
18,Instruments,9030,Oscilloscopes,2021,7506539.0,31525903.0,1.08
9,Wood Products,4419,Wood Kitchenware,2021,7249466.0,26673289.0,-0.55
4,Foodstuffs,2303,Starch Residue,2021,7247314.0,14002127.0,0.03
4,Foodstuffs,2106,Other Edible Preparations,2021,7026785.0,51080004.0,-0.13
7,Plastics and Rubbers,3923,Plastic Lids,2021,7013534.0,106966810.0,-0.18
6,Chemical Products,2845,Other Isotopes,2021,6895336.0,83979.0,0.26
13,Stone And Glass,6815,Other Stone Articles,2021,6818472.0,101403680.0,0.47
4,Foodstuffs,1704,Confectionery Sugar,2021,6685129.0,28539660.0,-1.0
16,Machines,8537,Electrical Control Boards,2021,6632124.0,206162069.0,0.2
5,Mineral Products,2707,Coal Tar Oil,2021,6576417.0,101592.0,-0.02
7,Plastics and Rubbers,3904,Vinyl Chloride Polymers,2021,6379145.0,93427872.0,0.42
1,Animal Products,507,Raw Bones,2021,6001553.0,77903.0,
16,Machines,8504,Electrical Transformers,2021,5974838.0,635012862.0,0.11
15,Metals,7326,Other Iron Products,2021,5806681.0,231834469.0,-0.06
16,Machines,8483,Transmissions,2021,5788055.0,231512889.0,1.26
15,Metals,7214,Raw Iron Bars,2021,5650470.0,372734.0,-0.96
8,Animal Hides,4302,Tanned Furskins,2021,5617860.0,1918269.0,-0.14
6,Chemical Products,2804,Hydrogen,2021,5395251.0,94038455.0,-0.14
18,Instruments,9001,Optical Fibers and optical fibre bundles,2021,5387427.0,50766208.0,1.05
4,Foodstuffs,2302,Bran,2021,5277624.0,206346.0,-1.95
16,Machines,8501,Electric Motors,2021,5097644.0,307041233.0,0.61
16,Machines,8425,Pulley Systems,2021,5044219.0,119172721.0,0.76
5,Mineral Products,2615,"Niobium, Tantalum, Vanadium and Zirconium Ore",2021,5034574.0,48039.0,-2.55
4,Foodstuffs,1901,Malt Extract,2021,4871062.0,2107978.0,-0.3
4,Foodstuffs,1605,Processed Crustaceans,2021,4828725.0,21458298.0,-1.63
2,Vegetable Products,802,Other Nuts,2021,4807675.0,49442520.0,-1.44
18,Instruments,9015,Surveying Equipment,2021,4711072.0,53791566.0,0.54
16,Machines,8514,Electric Furnaces,2021,4695116.0,29802830.0,1.02
6,Chemical Products,3304,Beauty Products,2021,4568862.0,71373670.0,0.45
16,Machines,8471,Computers,2021,4343366.0,4838502215.0,0.63
15,Metals,8311,Coated Metal Soldering Products,2021,4232487.0,12807700.0,0.4
15,Metals,7404,Scrap Copper,2021,4199560.0,4000.0,-1.28
15,Metals,7605,Aluminium Wire,2021,4063998.0,5607503.0,-0.69
16,Machines,8414,Air Pumps,2021,3960550.0,934618907.0,0.66
1,Animal Products,308,"Aquatic invertebrates, other than crustaceans and molluscs",2021,3877572.0,105000.0,
16,Machines,8531,Audio Alarms,2021,3853152.0,103443232.0,0.6
16,Machines,8542,Integrated Circuits,2021,3830506.0,216395867.0,0.9
9,Wood Products,4415,Wood Crates,2021,3819232.0,184298.0,0.21
6,Chemical Products,3815,Reaction and Catalytic Products,2021,3815363.0,11746195.0,0.86
16,Machines,8515,Electric Soldering Equipment,2021,3787710.0,185787874.0,1.27
6,Chemical Products,2846,Rare-Earth Metal Compounds,2021,3502207.0,5714371.0,0.4
6,Chemical Products,3801,Artificial Graphite,2021,3438985.0,5103571.0,0.88
15,Metals,7801,Raw Lead,2021,3434928.0,214368.0,-1.48
7,Plastics and Rubbers,4011,Rubber Tires,2021,3405063.0,538833237.0,0.15
6,Chemical Products,3804,Wood Pulp Lyes,2021,3249509.0,23362.0,
15,Metals,7216,Iron Blocks,2021,3019739.0,17566548.0,-0.36
16,Machines,8436,Other Agricultural Machinery,2021,3008241.0,51885289.0,0.57
20,Miscellaneous,9403,Other Furniture,2021,2820384.0,235795793.0,0.02
15,Metals,7309,Large Iron Containers,2021,2808283.0,8487564.0,-0.08
5,Mineral Products,2715,Asphalt Mixtures,2021,2762171.0,42905.0,-1.62
16,Machines,8481,Valves,2021,2749929.0,792032480.0,1.08
13,Stone And Glass,6907,Unglazed Ceramics,2021,2682407.0,27055315.0,-1.29
6,Chemical Products,2902,Cyclic Hydrocarbons,2021,2609451.0,5602496.0,0.4
6,Chemical Products,3403,Lubricating Products,2021,2578479.0,4978552.0,1.22
18,Instruments,9027,Chemical Analysis Instruments,2021,2572568.0,73180750.0,1.51
6,Chemical Products,3819,Hydraulic Brake Fluid,2021,2557665.0,14869.0,0.26
6,Chemical Products,2907,Phenols,2021,2505359.0,6993141.0,1.22
16,Machines,8535,High-voltage Protection Equipment,2021,2500189.0,12243683.0,0.55
17,Transportation,8607,Locomotive Parts,2021,2383650.0,39069108.0,0.81
16,Machines,8424,Liquid Dispersing Machines,2021,2279498.0,195552086.0,0.83
6,Chemical Products,3001,Glands and Other Organs,2021,2199505.0,158551491.0,0.45
16,Machines,8431,Excavation Machinery,2021,2185295.0,304524416.0,0.64
15,Metals,7616,Other Aluminium Products,2021,2159876.0,158661381.0,0.62
2,Vegetable Products,1211,Perfume Plants,2021,2144714.0,2472290.0,-2.05
6,Chemical Products,3305,Hair Products,2021,2045074.0,6077456.0,0.16
4,Foodstuffs,2202,Flavored Water,2021,2026130.0,5026796.0,-0.58
9,Wood Products,4418,Wood Carpentry,2021,1993062.0,3318786.0,-0.01
17,Transportation,8609,Railway Cargo Containers,2021,1953359.0,159001797.0,-0.78
7,Plastics and Rubbers,3910,Silicone,2021,1941332.0,46040441.0,1.54
7,Plastics and Rubbers,3903,Styrene Polymers,2021,1904164.0,24191071.0,0.93
6,Chemical Products,2803,Carbon,2021,1896080.0,758741.0,0.21
9,Wood Products,4409,Shaped Wood,2021,1885315.0,772787.0,-0.71
9,Wood Products,4404,Wood Stakes,2021,1885249.0,7412.0,
10,Paper Goods,4706,Recovered Paper Pulp,2021,1878173.0,524.0,-0.48
15,Metals,8306,Bells and Other Metal Ornaments,2021,1870104.0,10105807.0,-0.7
15,Metals,7602,Scrap Aluminium,2021,1860383.0,14333.0,-0.86
16,Machines,8409,Engine Parts,2021,1810839.0,181484102.0,0.39
15,Metals,7204,Scrap Iron,2021,1791170.0,9085.0,-0.57
16,Machines,8538,Electrical Power Accessories,2021,1741713.0,66722905.0,0.52
18,Instruments,9018,Medical Instruments,2021,1732756.0,354984912.0,0.74
3,Animal and Vegetable Bi-Products,1517,Margarine,2021,1695302.0,659764.0,-0.94
12,Footwear and Headwear,6403,Leather Footwear,2021,1644617.0,633462546.0,-0.53
16,Machines,8544,Insulated Wire,2021,1604131.0,341772597.0,-0.38
18,Instruments,9033,Opto-Electric Instrument Parts,2021,1596493.0,3099209.0,0.9
6,Chemical Products,3806,Rosin,2021,1589191.0,429041.0,-0.39
14,Precious Metals,7106,Silver,2021,1559900.0,339685.0,-0.14
18,Instruments,9025,Hydrometers,2021,1536508.0,47908507.0,0.61
6,Chemical Products,2923,Quaternary Ammonium Salts and Hydroxides,2021,1535849.0,18083531.0,0.47
16,Machines,8412,Other Engines,2021,1535385.0,98928302.0,0.89
20,Miscellaneous,9401,Seats,2021,1422599.0,387189949.0,-0.04
18,Instruments,9022,X-Ray Equipment,2021,1418675.0,76705176.0,1.32
17,Transportation,8716,"Trailers and semi-trailers, not mechanically propelled vehicles",2021,1395547.0,129780014.0,0.36
16,Machines,8443,Industrial Printers,2021,1382164.0,371357129.0,0.84
4,Foodstuffs,2201,Water,2021,1370468.0,107554.0,-0.52
15,Metals,7306,Other Small Iron Pipes,2021,1352694.0,79715999.0,-0.3
16,Machines,8468,Soldering and Welding Machinery,2021,1334277.0,10719835.0,
6,Chemical Products,3824,Prepr binder for foundry,2021,1330279.0,135933413.0,
6,Chemical Products,3402,Cleaning Products,2021,1322260.0,58451072.0,0.08
16,Machines,8419,Other Heating Machinery,2021,1298873.0,684534524.0,0.83
2,Vegetable Products,901,Coffee,2021,1293887.0,9804977.0,-1.31
13,Stone And Glass,7018,Glass Beads,2021,1279242.0,3727436.0,0.38
12,Footwear and Headwear,6402,Rubber Footwear,2021,1275895.0,932257409.0,-1.15
5,Mineral Products,2530,Other Mineral,2021,1272573.0,2134142.0,-1.58
13,Stone And Glass,6806,Rock Wool,2021,1252496.0,4172462.0,0.91
16,Machines,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",2021,1242009.0,6942256.0,
15,Metals,7312,Stranded Iron Wire,2021,1236963.0,29871851.0,-0.05
4,Foodstuffs,2204,Wine,2021,1223395.0,62305.0,-0.52
9,Wood Products,4401,Fuel Wood,2021,1222150.0,32571.0,-0.22
16,Machines,8525,Broadcasting Equipment,2021,1176869.0,362061003.0,0.34
4,Foodstuffs,2101,Coffee and Tea Extracts,2021,1170589.0,1482088.0,-0.73
6,Chemical Products,3306,Dental Products,2021,1131761.0,61665195.0,-0.01
17,Transportation,8703,Cars,2021,1086407.0,1343560332.0,0.8
16,Machines,8473,Office Machine Parts,2021,1081015.0,431757640.0,0.65
6,Chemical Products,2931,Other Organo-Inorganic Compounds,2021,1078818.0,160617537.0,1.31
6,Chemical Products,2805,"Alkali, alkaline-earth, rare-earth metals, scandium, yttrium, and mercury",2021,1068904.0,20236090.0,
12,Footwear and Headwear,6404,Textile Footwear,2021,1051980.0,494185227.0,-1.01
2,Vegetable Products,1104,Processed Cereals,2021,1034683.0,1192348.0,-0.88
2,Vegetable Products,811,Frozen Fruits and Nuts,2021,1017921.0,26738399.0,-0.63
13,Stone And Glass,6807,Asphalt,2021,987927.0,317444.0,-0.14
13,Stone And Glass,6914,Other Ceramic Articles,2021,966820.0,9622835.0,0.09
6,Chemical Products,3002,"Vaccines, blood, antisera, toxins and cultures",2021,963241.0,44125897.0,0.61
15,Metals,7318,Iron Fasteners,2021,962827.0,532632031.0,1.23
2,Vegetable Products,902,Tea,2021,962449.0,49998066.0,-1.65
16,Machines,8530,Traffic Signals,2021,946921.0,3419353.0,0.99
15,Metals,7322,Iron Radiators,2021,906303.0,50957525.0,0.75
18,Instruments,9023,Instructional Models,2021,883087.0,9321999.0,0.19
6,Chemical Products,3401,Soap,2021,840354.0,16380602.0,-1.26
5,Mineral Products,2505,Sand,2021,810226.0,131697.0,-1.11
20,Miscellaneous,9405,Light Fixtures,2021,801464.0,857912906.0,0.12
6,Chemical Products,3504,Peptones,2021,796994.0,62779659.0,0.36
4,Foodstuffs,2005,Other Processed Vegetables,2021,790466.0,18188336.0,-0.66
2,Vegetable Products,1207,Other Oily Seeds,2021,788834.0,9245901.0,-2.46
5,Mineral Products,2525,Mica,2021,787946.0,326984.0,
6,Chemical Products,2819,Chromium Oxides and Hydroxides,2021,764676.0,145276.0,
16,Machines,8479,Machinery Having Individual Functions,2021,756302.0,292439116.0,1.06
17,Transportation,8901,Passenger and Cargo Ships,2021,739168.0,154886364.0,-0.63
15,Metals,7508,Other Nickel Products,2021,732900.0,1362893.0,1.09
7,Plastics and Rubbers,3920,Raw Plastic Sheeting,2021,704371.0,344144447.0,0.74
15,Metals,7307,Iron Pipe Fittings,2021,696415.0,144996749.0,0.81
9,Wood Products,4413,Densified Wood,2021,696111.0,15112.0,
6,Chemical Products,3822,Laboratory Reagents,2021,690935.0,27807506.0,1.1
18,Instruments,9029,Revolution Counters,2021,690910.0,8265413.0,0.93
16,Machines,8421,Centrifuges,2021,689544.0,454595311.0,0.89
7,Plastics and Rubbers,3907,Polyacetals,2021,685199.0,419654198.0,0.79
4,Foodstuffs,1604,Processed Fish,2021,674275.0,68981864.0,-0.65
16,Machines,8548,Electrical Parts,2021,664470.0,4174947.0,0.42
15,Metals,7507,Nickel Pipes,2021,635366.0,2127698.0,1.0
7,Plastics and Rubbers,3917,Plastic Pipes,2021,633634.0,129627733.0,0.08
13,Stone And Glass,7013,Interior Decorative Glassware,2021,628073.0,112648650.0,0.26
16,Machines,8418,Refrigerators,2021,621020.0,365414910.0,0.26
4,Foodstuffs,1902,Pasta,2021,620216.0,29586527.0,-0.77
6,Chemical Products,3301,Essential Oils,2021,618714.0,1322477.0,-1.03
6,Chemical Products,2833,Sulfates,2021,617830.0,21042199.0,-0.0
16,Machines,8519,Sound Recording Equipment,2021,613330.0,38777236.0,0.2
10,Paper Goods,4902,Newspapers,2021,603271.0,930.0,0.96
15,Metals,7304,Iron Pipes,2021,591950.0,169593716.0,0.3
17,Transportation,8711,Motorcycles and cycles,2021,590681.0,207397147.0,0.49
15,Metals,7226,Flat-Rolled Iron,2021,582109.0,3499343.0,1.41
6,Chemical Products,3809,Dyeing Finishing Agents,2021,575688.0,1062312.0,0.53
15,Metals,7323,Iron Housewares,2021,572559.0,213920084.0,-0.15
17,Transportation,8903,Recreational Boats,2021,558931.0,6130718.0,-0.13
15,Metals,7610,Aluminium Structures,2021,558003.0,32053741.0,0.24
16,Machines,8502,Electric Generating Sets,2021,527792.0,275946200.0,-0.33
6,Chemical Products,2903,Halogenated Hydrocarbons,2021,527653.0,46194051.0,0.82
16,Machines,8430,Other Construction Vehicles,2021,524975.0,133296240.0,-0.47
6,Chemical Products,2920,Other Esters,2021,518716.0,9177544.0,1.69
16,Machines,8423,Scales,2021,513690.0,83391278.0,0.42
9,Wood Products,4411,Wood Fiberboard,2021,508684.0,58613321.0,-0.53
16,Machines,8487,"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",2021,505448.0,21910641.0,
6,Chemical Products,3812,Prepared Rubber Accelerators,2021,504271.0,29518576.0,0.91
4,Foodstuffs,2009,Fruit Juice,2021,503713.0,46453160.0,-0.91
21,Arts and Antiques,9705,Collector's Items,2021,499947.0,2400.0,-1.2
10,Paper Goods,4806,Vegetable Parchment,2021,487836.0,324196.0,1.16
16,Machines,8474,Stone Processing Machines,2021,482857.0,209061966.0,-0.3
11,Textiles,5205,Non-Retail Pure Cotton Yarn,2021,475239.0,582373.0,-1.66
16,Machines,8458,Metal Lathes,2021,467560.0,44841353.0,1.3
17,Transportation,8708,Motor Vehicles; parts & accessories,2021,462598.0,1671188449.0,0.95
13,Stone And Glass,7019,Glass Fibers,2021,457518.0,113438744.0,0.47
5,Mineral Products,2506,Quartz,2021,454659.0,1531489.0,-1.03
16,Machines,8415,Air Conditioners,2021,451701.0,596315777.0,0.39
18,Instruments,9002,Mirrors and Lenses,2021,448971.0,12056133.0,1.27
11,Textiles,5503,Unprocessed Synthetic Staple Fibers,2021,446789.0,38788724.0,0.62
5,Mineral Products,2517,Gravel and Crushed Stone,2021,445194.0,360830.0,-0.33
15,Metals,8205,Other Hand Tools,2021,442876.0,137237724.0,1.02
10,Paper Goods,4823,Shaped Paper,2021,441276.0,32746380.0,0.16
14,Precious Metals,7116,Pearl Products,2021,434276.0,4530159.0,-0.83
9,Wood Products,4402,Wood Charcoal,2021,431472.0,415003.0,-1.58
17,Transportation,8705,Special purpose motor vehicles,2021,421200.0,102620969.0,-0.23
5,Mineral Products,2501,Salt,2021,418114.0,399372.0,-1.43
7,Plastics and Rubbers,3916,Monofilament,2021,407606.0,23810680.0,0.45
6,Chemical Products,3208,Nonaqueous Paints,2021,405044.0,22425206.0,0.14
6,Chemical Products,2922,Oxygen Amino Compounds,2021,401895.0,211492019.0,0.4
7,Plastics and Rubbers,3921,Other Plastic Sheetings,2021,397995.0,126555177.0,0.52
15,Metals,7228,Other Steel Bars,2021,395101.0,7780262.0,0.67
4,Foodstuffs,2008,Other Processed Fruits and Nuts,2021,394207.0,65576159.0,-1.04
16,Machines,8403,Central Heating Boilers,2021,393388.0,18251022.0,0.63
13,Stone And Glass,7020,Other Glass Articles,2021,391910.0,17154137.0,0.46
16,Machines,8539,Electric Filament,2021,381172.0,263985379.0,0.86
1,Animal Products,511,Other Inedible Animal Products,2021,373925.0,328421.0,-0.5
7,Plastics and Rubbers,3926,Other Plastic Products,2021,371902.0,577751075.0,-0.35
1,Animal Products,305,Dried/Salted/Smoked/Brined Fish,2021,358233.0,16137784.0,-1.18
7,Plastics and Rubbers,4016,Other Rubber Products,2021,355000.0,100468804.0,0.35
6,Chemical Products,3213,Artistry Paints,2021,353901.0,12517587.0,0.46
20,Miscellaneous,9508,Fairground Amusements,2021,349162.0,1433002.0,0.95
13,Stone And Glass,6911,Porcelain Tableware,2021,342205.0,124488990.0,-0.49
20,Miscellaneous,9402,Medical Furniture,2021,340084.0,25826595.0,0.56
8,Animal Hides,4202,Trunks and Cases,2021,338118.0,590660900.0,-0.84
15,Metals,7210,Coated Flat-Rolled Iron,2021,327627.0,351464108.0,0.02
16,Machines,8505,Electromagnets,2021,324138.0,72775782.0,0.99
11,Textiles,5402,Non-Retail Synthetic Filament Yarn,2021,313357.0,78130707.0,0.07
15,Metals,8204,Wrenches,2021,309772.0,39752073.0,1.27
6,Chemical Products,2925,Carboxyimide Compounds,2021,308734.0,11443733.0,0.34
11,Textiles,6112,Knit Active Wear,2021,307648.0,51008926.0,-1.43
16,Machines,8516,Electric Heaters,2021,305401.0,1109637492.0,0.36
15,Metals,7505,Nickel Bars,2021,296021.0,11392390.0,1.21
10,Paper Goods,4810,Kaolin Coated Paper,2021,292583.0,90217116.0,0.87
18,Instruments,9005,Binoculars and Telescopes,2021,289537.0,10024173.0,0.23
16,Machines,8480,Metal Molds,2021,283135.0,129526562.0,0.85
20,Miscellaneous,9504,Video and Card Games,2021,278751.0,108739344.0,0.65
16,Machines,8533,Electrical Resistors,2021,277635.0,20012809.0,0.67
6,Chemical Products,2815,Sodium or Potassium Peroxides,2021,272572.0,6556721.0,-0.02
20,Miscellaneous,9506,Sports Equipment,2021,271301.0,370017418.0,0.17
15,Metals,7315,Iron Chains,2021,270860.0,59220404.0,0.93
6,Chemical Products,3808,Pesticides,2021,261944.0,159454180.0,-0.1
3,Animal and Vegetable Bi-Products,1504,Fish Oil,2021,259609.0,731018.0,-1.69
11,Textiles,5902,Polyamide Fabric,2021,255262.0,25843813.0,0.33
4,Foodstuffs,2001,Pickled Foods,2021,252507.0,15571991.0,-0.74
4,Foodstuffs,2103,Sauces and Seasonings,2021,245558.0,26068585.0,-0.35
18,Instruments,9021,Orthopedic Appliances,2021,240950.0,24615709.0,0.67
15,Metals,7615,Aluminium Housewares,2021,238850.0,92451545.0,-1.05
11,Textiles,6103,Knit Men's Suits,2021,238169.0,49647178.0,-1.61
7,Plastics and Rubbers,4005,Compounded Unvulcanised Rubber,2021,233898.0,986582.0,0.61
7,Plastics and Rubbers,3919,Self-adhesive Plastics,2021,228461.0,127884218.0,0.85
20,Miscellaneous,9406,Prefabricated Buildings,2021,220091.0,85451328.0,-0.09
17,Transportation,8701,Tractors,2021,212669.0,75549892.0,0.32
13,Stone And Glass,7014,Signaling Glassware,2021,210548.0,796873.0,1.01
16,Machines,8507,Electric Batteries,2021,205228.0,281415410.0,0.57
16,Machines,8503,Electric Motor Parts,2021,204328.0,60207148.0,0.58
6,Chemical Products,2834,Nitrites and Nitrates,2021,201685.0,696599.0,-0.12
16,Machines,8484,Gaskets,2021,195324.0,20336425.0,1.2
14,Precious Metals,7113,Jewellery,2021,195303.0,49901360.0,-0.57
11,Textiles,6204,Non-Knit Women's Suits,2021,195185.0,288876791.0,-1.28
11,Textiles,5603,Non-woven Textiles,2021,194105.0,108543934.0,0.7
15,Metals,7224,Steel Ingots,2021,193695.0,314217.0,0.26
15,Metals,7222,Other Stainless Steel Bars,2021,193584.0,9040677.0,0.82
15,Metals,7223,Stainless Steel Wire,2021,188528.0,7174200.0,1.26
2,Vegetable Products,711,Preserved Vegetables,2021,186704.0,1778347.0,
15,Metals,8207,Interchangeable Tool Parts,2021,179941.0,230190688.0,0.86
15,Metals,7325,Other Cast Iron Products,2021,179162.0,45640480.0,-0.18
6,Chemical Products,2836,Carbonates,2021,177025.0,11149128.0,-0.56
12,Footwear and Headwear,6506,Other Headwear,2021,176618.0,40594289.0,0.72
18,Instruments,9202,String Instruments,2021,176121.0,16403965.0,0.11
20,Miscellaneous,9503,Other toys,2021,175270.0,1169418676.0,-0.19
