"Commodity code","Commodity","Trading partner code","Trading partner","Customs Regime code","Customs Regime","Locations of importers and exporters code","Locations of importers and exporters","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"05079090","Tortois-shell,whalebon,antlers, hooves, nails, claws&beaks;pwd/wst","502","United States","10","Ordinary Trade","21","Liaoning Province","18073","Kilogram","0","?","113,460",
"05079090","Tortois-shell,whalebon,antlers, hooves, nails, claws&beaks;pwd/wst","609","New Zealand","10","Ordinary Trade","21","Liaoning Province","12039","Kilogram","0","?","291,967",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","110","Hong Kong£¬China","10","Ordinary Trade","42","Hubei Province","4614","Kilogram","0","?","11,920",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","110","Hong Kong£¬China","10","Ordinary Trade","43","Hunan Province","195","Kilogram","0","?","185",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","526","Kilogram","0","?","1,526",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","110","Hong Kong£¬China","10","Ordinary Trade","51","Sichuan Province","60","Kilogram","0","?","64",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","116","Japan","10","Ordinary Trade","37","Shandong Province","1200","Kilogram","0","?","3,024",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","119","Lao","10","Ordinary Trade","35","Fujian Province","27520","Kilogram","0","?","2,700",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","121","Macao,China","10","Ordinary Trade","44","Guangdong Province","30","Kilogram","0","?","350",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","122","Malaysia","10","Ordinary Trade","31","Shanghai Province","27000","Kilogram","0","?","4,666",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","122","Malaysia","10","Ordinary Trade","35","Fujian Province","400","Kilogram","0","?","160",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","132","Singapore","10","Ordinary Trade","42","Hubei Province","198","Kilogram","0","?","76",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","132","Singapore","10","Ordinary Trade","44","Guangdong Province","60","Kilogram","0","?","34",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","133","Republic of Korea","10","Ordinary Trade","34","Anhui Province","4093","Kilogram","0","?","1,617",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","143","Taiwan£¬China","10","Ordinary Trade","33","Zhejiang Province","550","Kilogram","0","?","8,100",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","143","Taiwan£¬China","10","Ordinary Trade","34","Anhui Province","6500","Kilogram","0","?","3,363",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","143","Taiwan£¬China","10","Ordinary Trade","44","Guangdong Province","752","Kilogram","0","?","713",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","143","Taiwan£¬China","10","Ordinary Trade","50","Chongqing","1080","Kilogram","0","?","432",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","304","Germany","34","Entrepot Trade by Bonded Area","61","Shaanxi Province","6","Kilogram","0","?","156",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","305","France","10","Ordinary Trade","37","Shandong Province","130","Kilogram","0","?","5,478",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","307","Italy","10","Ordinary Trade","33","Zhejiang Province","20","Kilogram","0","?","274",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","309","Netherlands","10","Ordinary Trade","34","Anhui Province","60","Kilogram","0","?","27",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","501","Canada","10","Ordinary Trade","33","Zhejiang Province","200","Kilogram","0","?","9,100",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","501","Canada","10","Ordinary Trade","42","Hubei Province","151","Kilogram","0","?","90",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","502","United States","10","Ordinary Trade","41","Henan Province","230","Kilogram","0","?","294",
"05080010","Pwd&wst of shells of molluscs,crustaceans, echinoderms/cuttle-bone","609","New Zealand","10","Ordinary Trade","44","Guangdong Province","350","Kilogram","0","?","576",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","103","Bangladesh","10","Ordinary Trade","37","Shandong Province","25000","Kilogram","0","?","14,920",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","106","Myanmar","10","Ordinary Trade","44","Guangdong Province","53000","Kilogram","0","?","23,935",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","106","Myanmar","10","Ordinary Trade","53","Yunnan Province","165000","Kilogram","0","?","60,525",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","109","Democratic People's Republic of Korea","10","Ordinary Trade","21","Liaoning Province","146000","Kilogram","0","?","55,000",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","109","Democratic People's Republic of Korea","10","Ordinary Trade","23","Heilongjiang Province","300","Kilogram","0","?","84",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","109","Democratic People's Republic of Korea","10","Ordinary Trade","44","Guangdong Province","90700","Kilogram","0","?","31,884",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","110","Hong Kong£¬China","10","Ordinary Trade","32","Jiangsu Province","360","Kilogram","0","?","1,291",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","1011","Kilogram","0","?","1,341",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","110","Hong Kong£¬China","10","Ordinary Trade","51","Sichuan Province","96","Kilogram","0","?","716",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","110","Hong Kong£¬China","39","Other","35","Fujian Province","530","Kilogram","0","?","293",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","111","India","10","Ordinary Trade","12","Tianjin","11000","Kilogram","0","?","12,650",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","111","India","10","Ordinary Trade","36","Jiangxi Province","6000","Kilogram","0","?","1,643",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","111","India","10","Ordinary Trade","37","Shandong Province","44000","Kilogram","0","?","83,851",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","111","India","10","Ordinary Trade","44","Guangdong Province","10000","Kilogram","0","?","8,526",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","112","Indonesia","10","Ordinary Trade","12","Tianjin","26400","Kilogram","0","?","6,387",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","112","Indonesia","10","Ordinary Trade","35","Fujian Province","135470","Kilogram","0","?","75,485",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","112","Indonesia","10","Ordinary Trade","36","Jiangxi Province","19500","Kilogram","0","?","51,003",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","112","Indonesia","10","Ordinary Trade","37","Shandong Province","48125","Kilogram","0","?","45,926",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","112","Indonesia","10","Ordinary Trade","44","Guangdong Province","164942","Kilogram","0","?","213,887",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","112","Indonesia","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","17500","Kilogram","0","?","13,164",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","116","Japan","10","Ordinary Trade","11","Beijing","20","Kilogram","0","?","416",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","116","Japan","10","Ordinary Trade","15","Inner Mongolia Autonomous Region","5","Kilogram","0","?","3,600",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","116","Japan","10","Ordinary Trade","32","Jiangsu Province","8470","Kilogram","0","?","37,782",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","116","Japan","10","Ordinary Trade","33","Zhejiang Province","300","Kilogram","0","?","1,210",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","116","Japan","10","Ordinary Trade","35","Fujian Province","46","Kilogram","0","?","37,216",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","116","Japan","10","Ordinary Trade","37","Shandong Province","16155","Kilogram","0","?","51,322",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","116","Japan","10","Ordinary Trade","44","Guangdong Province","297","Kilogram","0","?","233,755",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","116","Japan","10","Ordinary Trade","51","Sichuan Province","145","Kilogram","0","?","78,810",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","129","Philippines","10","Ordinary Trade","33","Zhejiang Province","12600","Kilogram","0","?","5,055",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","129","Philippines","10","Ordinary Trade","35","Fujian Province","40257","Kilogram","0","?","27,020",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","129","Philippines","10","Ordinary Trade","37","Shandong Province","19780","Kilogram","0","?","10,105",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","129","Philippines","10","Ordinary Trade","41","Henan Province","22759","Kilogram","0","?","10,564",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","129","Philippines","10","Ordinary Trade","44","Guangdong Province","30622","Kilogram","0","?","25,883",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","131","Saudi Arabia","10","Ordinary Trade","31","Shanghai Province","355","Kilogram","0","?","767",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","133","Republic of Korea","10","Ordinary Trade","21","Liaoning Province","63510","Kilogram","0","?","102,453",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","133","Republic of Korea","10","Ordinary Trade","31","Shanghai Province","1872","Kilogram","0","?","24,186",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","133","Republic of Korea","10","Ordinary Trade","32","Jiangsu Province","85830","Kilogram","0","?","74,388",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","133","Republic of Korea","10","Ordinary Trade","35","Fujian Province","24980","Kilogram","0","?","9,636",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","198180","Kilogram","0","?","218,461",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","133","Republic of Korea","39","Other","37","Shandong Province","24980","Kilogram","0","?","9,436",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","136","Thailand","10","Ordinary Trade","21","Liaoning Province","25000","Kilogram","0","?","10,030",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","136","Thailand","10","Ordinary Trade","37","Shandong Province","8040","Kilogram","0","?","12,060",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","136","Thailand","10","Ordinary Trade","42","Hubei Province","58085","Kilogram","0","?","37,266",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","136","Thailand","10","Ordinary Trade","44","Guangdong Province","172344","Kilogram","0","?","53,494",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","136","Thailand","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","12895","Kilogram","0","?","13,433",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","138","United Arab Emirates","10","Ordinary Trade","37","Shandong Province","12570","Kilogram","0","?","6,384",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","12","Tianjin","153730","Kilogram","0","?","46,822",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","13","Hebei Province","162000","Kilogram","0","?","58,224",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","21","Liaoning Province","257360","Kilogram","0","?","74,163",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","31","Shanghai Province","324410","Kilogram","0","?","67,592",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","34","Anhui Province","12100","Kilogram","0","?","4,914",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","35","Fujian Province","110400","Kilogram","0","?","18,470",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","36","Jiangxi Province","54760","Kilogram","0","?","18,337",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","37","Shandong Province","327130","Kilogram","0","?","101,530",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","42","Hubei Province","30476","Kilogram","0","?","18,965",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","43","Hunan Province","36700","Kilogram","0","?","7,249",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","44","Guangdong Province","142463","Kilogram","0","?","47,062",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","141","Viet Nam","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","162000","Kilogram","0","?","65,418",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","143","Taiwan£¬China","10","Ordinary Trade","12","Tianjin","48000","Kilogram","0","?","10,080",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","143","Taiwan£¬China","10","Ordinary Trade","34","Anhui Province","1290","Kilogram","0","?","673",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","143","Taiwan£¬China","10","Ordinary Trade","35","Fujian Province","4000","Kilogram","0","?","650",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","143","Taiwan£¬China","10","Ordinary Trade","37","Shandong Province","9241","Kilogram","0","?","9,368",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","143","Taiwan£¬China","10","Ordinary Trade","44","Guangdong Province","65","Kilogram","0","?","43,450",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","143","Taiwan£¬China","10","Ordinary Trade","46","Hainan Province","5831","Kilogram","0","?","4,071",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","227","Madagascar","10","Ordinary Trade","36","Jiangxi Province","39000","Kilogram","0","?","21,758",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","230","Mauritania","10","Ordinary Trade","37","Shandong Province","12303","Kilogram","0","?","13,041",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","230","Mauritania","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","10580","Kilogram","0","?","15,870",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","232","Morocco","10","Ordinary Trade","44","Guangdong Province","418","Kilogram","0","?","46,858",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","233","Mozambique","10","Ordinary Trade","36","Jiangxi Province","53750","Kilogram","0","?","33,426",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","240","Senegal","10","Ordinary Trade","12","Tianjin","9692","Kilogram","0","?","26,036",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","240","Senegal","10","Ordinary Trade","35","Fujian Province","36725","Kilogram","0","?","12,742",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","240","Senegal","10","Ordinary Trade","42","Hubei Province","9645","Kilogram","0","?","9,674",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","249","Tunisia","10","Ordinary Trade","44","Guangdong Province","610","Kilogram","0","?","82,066",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","303","United Kingdom","10","Ordinary Trade","37","Shandong Province","231073","Kilogram","0","?","69,321",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","304","Germany","10","Ordinary Trade","32","Jiangsu Province","3270","Kilogram","0","?","4,249",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","307","Italy","10","Ordinary Trade","44","Guangdong Province","448","Kilogram","0","?","89,189",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","307","Italy","10","Ordinary Trade","51","Sichuan Province","659","Kilogram","0","?","50,716",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","327","Poland","10","Ordinary Trade","32","Jiangsu Province","5184","Kilogram","0","?","7,488",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","331","Switzerland","10","Ordinary Trade","31","Shanghai Province","295","Kilogram","0","?","824",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","404","Bahamas","10","Ordinary Trade","44","Guangdong Province","27500","Kilogram","0","?","16,800",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","445","Venezuela","10","Ordinary Trade","44","Guangdong Province","54810","Kilogram","0","?","19,186",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","501","Canada","10","Ordinary Trade","32","Jiangsu Province","4572","Kilogram","0","?","8,467",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","501","Canada","10","Ordinary Trade","44","Guangdong Province","23","Kilogram","0","?","46",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","502","United States","10","Ordinary Trade","32","Jiangsu Province","2059","Kilogram","0","?","3,274",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","502","United States","10","Ordinary Trade","35","Fujian Province","8225","Kilogram","0","?","6,650",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","502","United States","10","Ordinary Trade","41","Henan Province","32042","Kilogram","0","?","97,268",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","502","United States","10","Ordinary Trade","44","Guangdong Province","21732","Kilogram","0","?","30,115",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","601","Australia","10","Ordinary Trade","32","Jiangsu Province","1132","Kilogram","0","?","2,103",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","601","Australia","10","Ordinary Trade","33","Zhejiang Province","147","Kilogram","0","?","497",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","601","Australia","10","Ordinary Trade","44","Guangdong Province","32240","Kilogram","0","?","258,694",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","609","New Zealand","10","Ordinary Trade","32","Jiangsu Province","3839","Kilogram","0","?","5,844",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","613","Solomon Islands","10","Ordinary Trade","44","Guangdong Province","19800","Kilogram","0","?","15,093",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","623","French Polynesia","10","Ordinary Trade","35","Fujian Province","16300","Kilogram","0","?","12,425",
"05080090","Coral; shells of molluscs, crustaceans, echinoderms/cuttle-bone,","623","French Polynesia","10","Ordinary Trade","44","Guangdong Province","118731","Kilogram","0","?","101,662",
"05100090","Bile; other animal products for pharmacy","110","Hong Kong£¬China","10","Ordinary Trade","32","Jiangsu Province","63","Kilogram","0","?","3,585",
"05100090","Bile; other animal products for pharmacy","110","Hong Kong£¬China","10","Ordinary Trade","34","Anhui Province","18","Kilogram","0","?","2,743",
"05100090","Bile; other animal products for pharmacy","110","Hong Kong£¬China","10","Ordinary Trade","42","Hubei Province","1317","Kilogram","0","?","7,522",
"05100090","Bile; other animal products for pharmacy","110","Hong Kong£¬China","10","Ordinary Trade","43","Hunan Province","71","Kilogram","0","?","1,865",
"05100090","Bile; other animal products for pharmacy","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","112","Kilogram","0","?","11,590",
"05100090","Bile; other animal products for pharmacy","110","Hong Kong£¬China","10","Ordinary Trade","51","Sichuan Province","152","Kilogram","0","?","13,039",
"05100090","Bile; other animal products for pharmacy","122","Malaysia","10","Ordinary Trade","34","Anhui Province","334","Kilogram","0","?","950",
"05100090","Bile; other animal products for pharmacy","132","Singapore","10","Ordinary Trade","42","Hubei Province","80","Kilogram","0","?","186",
"05100090","Bile; other animal products for pharmacy","132","Singapore","10","Ordinary Trade","43","Hunan Province","112","Kilogram","0","?","1,865",
"05100090","Bile; other animal products for pharmacy","132","Singapore","10","Ordinary Trade","44","Guangdong Province","213","Kilogram","0","?","2,786",
"05100090","Bile; other animal products for pharmacy","133","Republic of Korea","10","Ordinary Trade","34","Anhui Province","50","Kilogram","0","?","5,655",
"05100090","Bile; other animal products for pharmacy","133","Republic of Korea","10","Ordinary Trade","42","Hubei Province","270","Kilogram","0","?","100,320",
"05100090","Bile; other animal products for pharmacy","141","Viet Nam","10","Ordinary Trade","34","Anhui Province","10","Kilogram","0","?","2,455",
"05100090","Bile; other animal products for pharmacy","143","Taiwan£¬China","10","Ordinary Trade","13","Hebei Province","2000","Kilogram","0","?","3,096",
"05100090","Bile; other animal products for pharmacy","143","Taiwan£¬China","10","Ordinary Trade","33","Zhejiang Province","100","Kilogram","0","?","8,087",
"05100090","Bile; other animal products for pharmacy","143","Taiwan£¬China","10","Ordinary Trade","34","Anhui Province","185","Kilogram","0","?","13,381",
"05100090","Bile; other animal products for pharmacy","143","Taiwan£¬China","10","Ordinary Trade","43","Hunan Province","100","Kilogram","0","?","635",
"05100090","Bile; other animal products for pharmacy","143","Taiwan£¬China","10","Ordinary Trade","44","Guangdong Province","104","Kilogram","0","?","5,075",
"05100090","Bile; other animal products for pharmacy","309","Netherlands","10","Ordinary Trade","34","Anhui Province","42","Kilogram","0","?","1,792",
"05100090","Bile; other animal products for pharmacy","501","Canada","10","Ordinary Trade","42","Hubei Province","50","Kilogram","0","?","119",
"05100090","Bile; other animal products for pharmacy","501","Canada","10","Ordinary Trade","44","Guangdong Province","10","Kilogram","0","?","7",
"05119111","Fertilized fish eggs","302","Denmark","10","Ordinary Trade","37","Shandong Province","186","Kilogram","0","?","105,361",
"05119111","Fertilized fish eggs","312","Spain","10","Ordinary Trade","37","Shandong Province","85","Kilogram","0","?","42,841",
"05119111","Fertilized fish eggs","312","Spain","10","Ordinary Trade","53","Yunnan Province","130","Kilogram","0","?","64,495",
"05119111","Fertilized fish eggs","322","Iceland","10","Ordinary Trade","33","Zhejiang Province","35","Kilogram","0","?","68,634",
"05119111","Fertilized fish eggs","322","Iceland","10","Ordinary Trade","37","Shandong Province","24","Kilogram","0","?","47,400",
"05119119","Other fish products","103","Bangladesh","10","Ordinary Trade","37","Shandong Province","79800","Kilogram","0","?","85,185",
"05119119","Other fish products","103","Bangladesh","10","Ordinary Trade","46","Hainan Province","113450","Kilogram","0","?","95,707",
"05119119","Other fish products","116","Japan","10","Ordinary Trade","31","Shanghai Province","108000","Kilogram","0","?","451,166",
"05119119","Other fish products","116","Japan","10","Ordinary Trade","44","Guangdong Province","36000","Kilogram","0","?","115,460",
"05119119","Other fish products","116","Japan","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","38000","Kilogram","0","?","131,862",
"05119119","Other fish products","141","Viet Nam","10","Ordinary Trade","37","Shandong Province","2000","Kilogram","0","?","5,950",
"05119119","Other fish products","143","Taiwan£¬China","10","Ordinary Trade","44","Guangdong Province","11000","Kilogram","0","?","9,328",
"05119119","Other fish products","143","Taiwan£¬China","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","21802","Kilogram","0","?","22,264",
"05119119","Other fish products","303","United Kingdom","10","Ordinary Trade","12","Tianjin","265","Kilogram","0","?","13,241",
"05119119","Other fish products","304","Germany","10","Ordinary Trade","37","Shandong Province","2328","Kilogram","0","?","38,316",
"05119119","Other fish products","327","Poland","10","Ordinary Trade","12","Tianjin","999","Kilogram","0","?","46,001",
"05119119","Other fish products","410","Brazil","10","Ordinary Trade","44","Guangdong Province","48000","Kilogram","0","?","24,578",
"05119119","Other fish products","429","Mexico","15","Processing with Imported Materials","32","Jiangsu Province","30000","Kilogram","0","?","51,153",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","103","Bangladesh","14","Processing and Assembling","44","Guangdong Province","9806","Kilogram","0","?","193,382",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","110","Hong Kong£¬China","10","Ordinary Trade","12","Tianjin","513","Kilogram","0","?","1,432",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","111","India","10","Ordinary Trade","65","Xinjiang Uygur Autonomous Region","5520","Kilogram","0","?","256,326",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","111","India","14","Processing and Assembling","44","Guangdong Province","13075","Kilogram","0","?","257,843",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","116","Japan","10","Ordinary Trade","12","Tianjin","6582","Kilogram","0","?","68,451",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","116","Japan","10","Ordinary Trade","37","Shandong Province","204","Kilogram","0","?","15,104",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","122","Malaysia","10","Ordinary Trade","37","Shandong Province","2989","Kilogram","0","?","121,414",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","122","Malaysia","10","Ordinary Trade","44","Guangdong Province","22400","Kilogram","0","?","84,439",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","133","Republic of Korea","10","Ordinary Trade","12","Tianjin","200","Kilogram","0","?","3,000",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","133","Republic of Korea","10","Ordinary Trade","33","Zhejiang Province","24000","Kilogram","0","?","36,320",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","399321","Kilogram","0","?","416,913",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","136","Thailand","10","Ordinary Trade","12","Tianjin","7000","Kilogram","0","?","177,766",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","136","Thailand","10","Ordinary Trade","37","Shandong Province","8000","Kilogram","0","?","186,558",
